user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,1,0
AAF0535,1,8,1
AAF0791,1,6,1
AAL0706,1,6,1
AAM0658,1,8,2
AAN0823,2,3,0
AAS0442,1,4,1
AAV0450,2,7,1
AAW0353,2,7,2
ABC0174,0,3,1
ABC0253,1,4,1
ABH0663,0,10,5
ABM0845,0,6,1
ABN0239,0,7,2
ACC0042,0,6,1
ACV0812,0,7,1
ADC0391,0,8,2
ADD0846,12,53,50
ADF0397,1,3,1
AES0827,1,6,1
AGB0186,2,8,5
AGB0643,1,1,0
AHC0142,1,3,2
AHD0848,0,5,1
AHG0634,0,7,1
AHM0410,1,6,1
AIB0948,1,8,1
AIH0675,0,6,1
AIM0627,1,2,1
AIP0394,0,6,1
AIP0982,1,7,1
AIS0405,2,8,3
AJC0840,6,44,41
AJD0074,1,5,0
AJF0370,1,3,0
AJH0175,1,6,4
AJL0462,1,4,2
AJN0607,1,7,2
AJP0723,0,7,1
AJR0319,1,3,2
AJR0932,0,4,1
AKC0924,1,1,0
AKF0709,1,4,1
AKH0758,0,7,2
AKK0329,1,2,1
AKR0057,1,7,1
AKW0167,0,8,1
ALB0892,1,8,5
ALC0788,1,5,4
ALD0529,0,8,1
ALD0544,1,7,1
ALH0402,0,7,1
AMD0077,1,3,2
AMH0464,0,2,1
AMH0794,0,9,4
AMJ0297,1,6,1
AMM0014,2,9,6
AMR0318,1,2,1
AMR0400,0,6,1
AMV0036,0,9,4
AMW0392,0,8,1
ANM0123,12,64,59
ANP0555,12,23,22
ANT0430,0,5,1
AOB0019,2,4,1
AOK0844,1,8,2
AOS0987,1,3,2
APG0307,1,7,1
AQD0820,1,5,4
ARA0252,9,40,36
ARB0834,1,2,1
ARB0881,1,4,1
ARD0509,0,5,4
ARL0034,0,3,1
ASB0796,1,6,0
ASD0577,0,7,0
ASG0048,1,5,0
ASG0692,0,2,1
ASL0378,0,3,0
ASM0575,1,6,1
ASS0206,2,8,1
ASS0517,0,5,1
ASV0946,0,8,1
ATE0869,1,3,1
ATF0274,0,2,0
ATP0662,0,8,1
AVM0947,1,3,2
AWM0764,1,7,1
BAH0875,1,3,1
BAJ0654,0,3,0
BAK0964,1,5,1
BAL0044,0,4,1
BAM0611,1,5,4
BAM0636,1,6,2
BBG0325,1,8,4
BBH0810,2,3,1
BBS0039,0,2,0
BBS0422,1,5,1
BCB0679,0,3,1
BCM0653,1,4,0
BCR0581,0,3,1
BDB0453,1,6,1
BDI0533,1,4,1
BDV0168,0,3,2
BEC0505,1,8,1
BEH0615,0,8,1
BER0314,2,7,3
BHC0665,1,4,1
BHW0458,1,11,5
BIH0745,1,9,2
BIS0247,1,2,1
BJH0354,3,8,1
BJH0811,1,4,0
BJM0111,0,7,0
BJP0134,0,3,0
BJW0619,0,2,1
BKW0374,1,7,1
BLB0114,0,8,1
BLL0929,1,2,1
BLS0678,2,8,1
BMC0547,1,8,1
BMG0917,1,5,2
BMM0112,0,3,0
BMS0877,1,7,0
BMT0528,12,47,46
BNG0237,1,7,1
BNR0965,1,4,0
BQS0525,1,8,2
BRB0355,1,8,2
BRM0995,0,6,0
BRS0734,7,60,57
BSA0431,4,44,37
BSB0990,0,5,0
BSH0445,0,4,1
BSS0369,2,7,2
BSS0463,2,5,1
BTL0226,1,3,0
BTL0722,1,9,2
BTN0061,0,6,1
BTR0403,0,7,1
BTS0011,0,6,1
BTW0005,1,8,1
BVC0790,0,3,1
BVN0514,1,4,0
BWH0813,19,69,67
BWP0202,1,4,1
BXJ0010,0,7,0
BYP0070,0,4,1
CAA0612,1,4,1
CAB0388,1,5,0
CAB0614,2,3,0
CAC0889,1,7,3
CAH0936,1,5,1
CAM0102,0,5,1
CAM0681,9,79,77
CAN0842,0,5,1
CAS0507,1,6,1
CBB0365,0,8,4
CBG0398,1,8,1
CBG0490,1,3,2
CCA0046,1,8,1
CCC0393,0,6,2
CCH0182,1,6,2
CCH0685,2,6,0
CCL0068,1,2,1
CCM0136,1,3,1
CCM0467,1,6,2
CCM0855,1,10,3
CCR0863,2,7,2
CCW0031,0,5,4
CCW0524,1,4,1
CEB0210,1,2,1
CEJ0109,0,7,0
CEL0561,2,9,3
CFG0959,1,6,1
CFM0767,0,7,0
CFW0264,0,7,1
CGA0629,1,5,1
CGB0637,0,5,1
CGF0337,0,9,2
CHG0146,2,3,1
CHM0821,1,2,0
CIG0052,0,2,1
CIM0271,2,4,1
CIM0926,1,4,2
CJC0494,0,8,1
CJF0802,1,8,1
CJG0470,1,3,1
CJH0702,1,2,1
CJK0200,2,6,2
CJM0138,0,5,3
CJM0521,0,9,2
CJP0952,2,6,1
CJV0286,1,6,1
CKB0427,2,6,2
CKB0482,2,7,1
CKD0680,0,7,4
CKH0144,1,6,2
CKP0721,0,4,0
CLB0774,1,9,5
CLD0894,0,4,0
CLF0852,0,7,1
CLH0703,0,8,2
CLS0296,2,9,4
CMB0912,1,6,1
CMM0487,1,7,0
CMS0454,1,5,1
CMW0783,1,3,2
CNB0900,1,9,2
CNE0352,1,2,1
CNM0800,1,3,1
COF0120,13,38,33
COM0321,1,5,0
CPG0322,2,1,0
CQH0701,1,9,2
CQH0730,1,10,3
CQW0652,1,1,0
CRD0624,1,7,1
CRK0916,0,2,1
CRO0027,1,2,1
CRP0456,1,7,1
CSB0080,0,4,1
CSC0217,1,6,1
CSH0626,1,11,4
CSJ0340,1,6,1
CSL0949,1,3,2
CSP0197,0,4,0
CTA0020,9,24,22
CTR0341,1,7,1
CTR0697,0,7,1
CTW0500,1,8,1
CUD0795,1,5,1
CWB0065,4,9,2
CWR0502,2,3,2
CXC0336,9,49,46
CYA0506,0,10,4
DAG0558,1,7,2
DAL0673,1,4,0
DAR0885,1,2,1
DBB0384,0,2,1
DBG0261,4,52,49
DBS0235,0,7,2
DBW0483,0,5,0
DCC0160,6,51,50
DCH0843,1,6,3
DDA0476,0,4,1
DDM0579,1,8,1
DEB0782,0,8,1
DFH0188,1,8,1
DFR0218,0,2,1
DGF0443,11,66,64
DGM0754,0,7,1
DGN0480,0,3,2
DGW0752,15,60,55
DHM0937,2,6,1
DIB0081,2,3,1
DIB0285,0,7,1
DIC0988,1,8,3
DID0650,1,11,6
DIW0118,1,12,6
DJB0159,0,7,0
DJS0682,11,61,55
DKB0631,1,6,2
DLF0377,17,72,68
DLH0029,9,57,52
DLM0051,0,3,1
DLS0383,0,1,0
DMG0358,0,6,4
DMK0257,1,11,5
DMM0623,1,2,1
DOL0332,0,3,2
DOP0562,1,5,1
DPM0423,4,5,1
DPS0262,19,56,53
DRR0162,15,38,36
DRR0242,1,7,0
DSB0731,4,23,19
DSM0591,2,12,8
DTP0379,2,7,0
DTT0076,1,6,2
DVM0265,1,4,3
DVW0103,1,9,2
DZC0228,1,4,1
EAH0466,1,3,1
EBC0390,8,45,43
ECF0828,1,5,2
ECL0930,1,7,1
ECR0822,0,2,1
EDA0684,0,5,1
EDB0714,0,5,1
EFS0882,1,3,0
EGD0132,6,58,51
EGD0409,4,6,1
EGK0893,0,3,1
EHB0420,15,26,20
EHB0824,0,1,0
EHD0584,1,5,1
EHR0096,0,4,1
EIM0156,0,6,2
EIP0997,0,9,4
EIS0041,0,9,3
EJW0884,0,3,1
ELB0847,0,5,1
ELH0960,2,7,0
ELT0769,1,2,1
EMB0531,6,55,50
EMS0317,2,3,1
EMW0105,1,5,2
EMW0772,1,5,1
ENC0234,0,4,0
ENL0100,0,10,3
EPW0434,1,8,3
ERH0449,1,4,1
ESA0642,2,4,0
ESH0135,1,8,2
ESH0283,0,2,1
ESJ0670,0,6,0
ESR0693,1,4,1
ETR0177,1,10,4
