user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,3,0
AAF0535,1,7,1
AAF0791,1,8,1
AAL0706,1,4,1
AAM0658,2,10,3
AAN0823,2,1,0
AAS0442,1,2,1
AAV0450,2,6,1
AAW0353,1,7,1
ABC0174,0,7,1
ABC0253,1,6,1
ABH0663,0,11,4
ABM0845,0,2,1
ABN0239,0,9,2
ACC0042,0,4,1
ACV0812,0,2,1
ADC0391,0,3,2
ADD0846,9,46,42
ADF0397,1,4,1
AES0827,1,7,1
AGB0186,2,7,5
AGB0643,1,2,0
AHC0142,1,6,1
AHD0848,0,3,1
AHG0634,0,5,1
AHM0410,1,3,1
AIB0948,1,7,1
AIH0675,0,5,1
AIM0627,1,7,1
AIP0394,0,5,1
AIP0982,1,2,1
AIS0405,1,4,1
AJC0840,7,46,43
AJD0074,1,1,0
AJF0370,1,2,0
AJH0175,0,5,2
AJL0462,1,4,2
AJN0607,1,5,1
AJP0723,0,4,1
AJR0319,1,4,2
AJR0932,0,2,1
AKC0924,1,6,0
AKF0709,1,2,1
AKH0758,0,6,2
AKK0329,1,2,1
AKR0057,1,2,1
AKW0167,0,8,1
ALB0892,1,9,7
ALC0788,1,6,4
ALD0529,0,4,1
ALD0544,1,6,1
ALH0402,0,8,1
AMD0077,1,8,2
AMH0464,0,4,1
AMH0794,0,8,7
AMJ0297,1,5,1
AMM0014,1,9,4
AMR0318,1,8,1
AMR0400,0,6,1
AMV0036,0,7,3
AMW0392,0,3,1
ANM0123,12,53,49
ANP0555,15,31,26
ANT0430,0,3,1
AOB0019,2,7,1
AOK0844,1,8,1
AOS0987,1,9,2
APG0307,1,2,1
AQD0820,0,4,2
ARA0252,12,38,37
ARB0834,1,6,1
ARB0881,3,4,3
ARD0509,0,5,4
ARL0034,0,6,1
ASB0796,1,5,0
ASD0577,0,2,0
ASG0048,1,5,0
ASG0692,0,4,1
ASL0378,1,8,1
ASM0575,1,8,1
ASS0206,2,4,1
ASS0517,0,6,1
ASV0946,0,5,1
ATE0869,1,3,1
ATF0274,0,5,0
ATP0662,1,10,3
AVM0947,1,5,2
AWM0764,1,8,1
BAH0875,1,9,2
