user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,3,0
AAF0535,1,5,1
AAF0791,1,8,1
AAL0706,1,3,1
AAM0658,1,9,2
AAN0823,3,4,0
AAS0442,1,7,1
AAV0450,4,5,3
AAW0353,1,3,1
ABC0174,0,7,1
ABC0253,1,7,2
ABH0663,0,8,3
ABM0845,0,4,1
ABN0239,0,9,2
ACC0042,0,8,1
ACV0812,0,5,1
ADC0391,0,6,2
ADD0846,8,44,39
ADF0397,1,5,1
AES0827,1,6,1
AGB0186,2,9,5
AGB0643,1,2,0
AHC0142,1,5,2
AHD0848,0,3,1
AHG0634,0,7,1
AHM0410,2,8,2
AIB0948,2,5,2
AIH0675,1,5,3
AIM0627,2,7,2
AIP0394,0,7,1
AIP0982,1,7,1
AIS0405,1,2,1
AJC0840,7,55,50
AJD0074,1,5,0
AJF0370,1,6,0
AJH0175,0,9,2
AJL0462,1,7,1
AJN0607,1,7,1
AJP0723,0,4,2
AJR0319,1,9,2
AJR0932,0,4,1
AKC0924,1,7,0
AKF0709,1,5,1
AKH0758,0,5,3
AKK0329,1,7,1
AKR0057,1,4,1
AKW0167,0,5,1
ALB0892,1,9,5
ALC0788,1,10,4
ALD0529,0,5,1
ALD0544,1,3,1
ALH0402,0,5,1
AMD0077,1,9,3
AMH0464,0,3,1
AMH0794,0,12,5
AMJ0297,1,5,1
AMM0014,1,6,3
AMR0318,1,7,1
AMR0400,0,4,1
AMV0036,0,9,5
AMW0392,0,7,1
ANM0123,11,50,45
ANP0555,13,30,27
ANT0430,0,7,1
AOB0019,2,8,1
AOK0844,1,5,1
AOS0987,1,9,2
APG0307,1,4,1
AQD0820,0,10,3
ARA0252,8,35,28
ARB0834,1,2,1
ARB0881,1,4,1
ARD0509,0,7,3
ARL0034,1,8,2
ASB0796,1,4,0
ASD0577,0,4,0
ASG0048,1,4,0
ASG0692,0,5,1
ASL0378,0,4,0
ASM0575,1,3,1
ASS0206,2,3,1
ASS0517,0,7,1
ASV0946,0,2,1
ATE0869,1,4,1
ATF0274,0,2,0
ATP0662,0,9,2
AVM0947,1,6,2
AWM0764,1,6,1
BAH0875,1,8,1
BAJ0654,0,4,0
BAK0964,1,3,1
BAL0044,0,8,1
BAM0611,1,4,3
BAM0636,1,3,2
BBG0325,1,12,5
BBH0810,1,4,1
BBS0039,0,4,0
BBS0422,1,4,1
BCB0679,0,4,1
BCM0653,1,4,0
BCR0581,0,8,1
BDB0453,1,6,1
BDI0533,1,3,1
BDV0168,1,11,4
BEC0505,1,3,1
BEH0615,0,2,1
BER0314,2,6,3
BHC0665,1,5,1
BHW0458,1,10,5
BIH0745,1,7,2
BIS0247,1,7,1
BJH0354,4,4,1
BJH0811,1,3,0
BJM0111,0,4,0
BJP0134,0,3,0
BJW0619,0,8,1
BKW0374,1,7,1
BLB0114,0,3,1
BLL0929,1,4,1
BLS0678,2,8,1
BMC0547,1,8,1
BMG0917,1,6,2
BMM0112,0,5,0
BMS0877,1,6,0
BMT0528,10,51,44
BNG0237,1,5,1
BNR0965,1,1,0
BQS0525,1,3,2
BRB0355,1,9,3
BRM0995,1,5,1
BRS0734,4,42,38
BSA0431,5,45,42
BSB0990,0,4,0
BSH0445,0,6,1
BSS0369,1,7,1
BSS0463,3,3,2
BTL0226,1,5,0
BTL0722,1,5,3
BTN0061,0,5,1
BTR0403,0,5,1
BTS0011,0,3,1
BTW0005,1,5,1
BVC0790,0,4,1
BVN0514,1,7,0
BWH0813,15,70,65
BWP0202,1,8,1
BXJ0010,0,2,0
BYP0070,0,7,1
CAA0612,1,2,1
CAB0388,1,7,0
CAB0614,2,7,0
CAC0889,1,5,3
CAH0936,1,5,1
CAM0102,0,5,1
CAM0681,7,75,71
CAN0842,0,8,1
CAS0507,1,8,1
CBB0365,0,8,5
CBG0398,1,8,1
CBG0490,1,8,1
CCA0046,1,6,1
CCC0393,0,10,3
CCH0182,1,3,2
CCH0685,1,1,0
CCL0068,1,3,1
CCM0136,1,8,1
CCM0467,2,5,4
CCM0855,1,5,3
CCR0863,1,4,1
CCW0031,0,5,3
CCW0524,1,6,1
CEB0210,1,3,1
CEJ0109,0,7,0
CEL0561,1,8,2
CFG0959,1,5,2
CFM0767,0,2,0
CFW0264,0,7,1
CGA0629,1,5,1
CGB0637,0,2,1
CGF0337,0,8,1
CHG0146,2,2,1
CHM0821,1,1,0
CIG0052,0,5,1
CIM0271,2,3,1
CIM0926,2,10,3
CJC0494,0,7,1
CJF0802,2,4,2
CJG0470,1,4,1
CJH0702,1,5,1
CJK0200,1,3,1
CJM0138,0,5,3
CJM0521,0,9,2
CJP0952,1,3,0
CJV0286,1,4,1
CKB0427,2,8,2
CKB0482,2,6,1
CKD0680,0,7,4
CKH0144,1,7,1
CKP0721,0,1,0
CLB0774,1,10,5
CLD0894,0,7,0
CLF0852,0,6,1
CLH0703,0,8,2
CLS0296,3,9,5
CMB0912,1,7,1
CMM0487,3,7,1
CMS0454,1,5,1
CMW0783,1,6,2
CNB0900,1,7,1
CNE0352,1,7,1
CNM0800,1,8,1
COF0120,13,32,25
COM0321,1,3,0
CPG0322,2,7,0
CQH0701,1,9,2
CQH0730,1,8,4
CQW0652,1,5,0
CRD0624,1,8,1
CRK0916,0,2,1
CRO0027,1,3,1
CRP0456,1,8,1
CSB0080,0,4,1
CSC0217,1,6,1
CSH0626,0,9,2
CSJ0340,1,5,1
CSL0949,1,3,2
CSP0197,0,2,0
CTA0020,9,31,24
CTR0341,1,6,1
CTR0697,0,7,1
CTW0500,1,6,1
CUD0795,1,2,1
CWB0065,4,7,2
CWR0502,3,5,3
CXC0336,8,64,60
CYA0506,0,10,3
DAG0558,1,6,2
DAL0673,1,3,0
DAR0885,1,6,1
DBB0384,0,5,1
DBG0261,4,58,57
DBS0235,0,4,2
DBW0483,0,6,0
DCC0160,7,49,44
DCH0843,1,8,2
DDA0476,0,2,1
DDM0579,1,5,1
DEB0782,0,2,1
DFH0188,2,7,2
DFR0218,0,8,1
DGF0443,9,66,65
DGM0754,0,5,1
DGN0480,0,6,2
DGW0752,12,48,44
DHM0937,1,8,1
DIB0081,2,2,1
DIB0285,0,3,1
DIC0988,1,5,2
DID0650,0,9,4
DIW0118,1,10,5
DJB0159,0,6,0
DJS0682,10,53,50
DKB0631,1,8,2
DLF0377,13,66,64
DLH0029,10,56,51
DLM0051,0,4,1
DLS0383,0,6,0
DMG0358,0,9,4
DMK0257,1,8,5
DMM0623,1,7,1
DOL0332,0,8,2
DOP0562,1,4,1
DPM0423,4,4,1
DPS0262,12,44,41
DRR0162,14,47,41
DRR0242,2,5,0
DSB0731,6,33,30
DSM0591,1,6,4
DTP0379,1,4,0
DTT0076,1,7,2
DVM0265,0,6,1
DVW0103,1,6,2
DZC0228,1,5,1
EAH0466,1,8,1
EBC0390,8,45,39
ECF0828,1,8,1
ECL0930,1,7,1
ECR0822,0,4,1
EDA0684,0,3,1
EDB0714,0,3,1
EFS0882,1,4,0
EGD0132,5,47,40
EGD0409,4,4,1
EGK0893,0,5,1
EHB0420,12,29,25
EHB0824,0,3,0
EHD0584,1,4,1
EHR0096,0,7,1
EIM0156,0,7,2
EIP0997,0,9,3
EIS0041,0,8,2
EJW0884,0,6,1
ELB0847,0,3,2
ELH0960,2,3,0
ELT0769,1,6,1
EMB0531,6,58,52
EMS0317,2,2,1
EMW0105,1,5,2
EMW0772,1,8,2
ENC0234,0,7,0
ENL0100,0,3,2
EPW0434,1,6,4
ERH0449,1,3,1
ESA0642,4,7,1
ESH0135,1,7,2
ESH0283,0,5,1
ESJ0670,0,2,0
ESR0693,1,8,1
ETR0177,1,6,3
ETR0428,8,33,28
EWH0191,1,3,1
EZH0736,15,46,44
EZT0640,1,1,0
FAW0032,1,5,1
FBA0348,0,2,0
FBW0747,1,2,1
FDE0117,1,7,4
FEB0306,3,5,4
FFC0891,1,6,0
FGW0853,1,5,2
FHO0630,1,5,3
FHS0837,0,8,2
FIR0920,1,5,1
FKB0163,13,101,94
FKK0055,2,6,1
FLM0213,4,62,59
FMG0527,4,4,1
FOB0756,0,2,1
FPC0954,1,4,1
FQA0854,1,3,2
FRB0023,3,7,3
FRL0511,0,3,0
FRR0832,0,9,2
FSB0399,1,8,1
FSC0601,0,9,4
FTM0406,1,4,1
FUM0015,1,8,1
FWM0707,1,6,1
FXF0957,1,7,2
GAF0060,2,6,1
GAF0570,3,6,2
GBM0603,1,5,1
GCC0744,2,8,1
GCC0945,5,8,2
GCG0951,0,4,0
GCL0016,0,2,1
GCR0554,0,9,2
GCS0518,2,7,3
GCS0571,1,10,5
GDF0704,0,8,5
GHH0288,0,8,2
GHL0460,0,10,3
GJD0298,1,5,2
GJT0386,0,4,2
GKO0078,0,5,1
GLR0975,2,11,5
GMF0738,1,8,1
GNS0178,6,56,55
GNZ0953,0,9,4
GOK0238,0,5,1
GQF0659,1,6,0
GQP0743,0,1,0
GRC0145,0,7,1
GRM0868,5,34,27
GTD0116,0,8,5
GTD0219,1,9,6
GTD0898,2,7,2
GZB0469,6,45,44
GZC0735,0,7,1
HAC0282,1,5,1
HAD0246,1,2,1
HAH0248,1,2,1
HAH0760,2,5,1
HAM0985,2,7,3
HAV0121,2,6,2
HBB0056,1,5,3
HBO0413,1,3,1
HCC0344,1,3,1
HCL0113,1,4,0
HCL0651,15,45,44
HCM0267,1,5,1
HCS0003,1,8,4
HCV0478,9,71,65
HCW0419,0,4,1
HDD0789,1,6,2
HDD0806,2,9,3
HDH0928,6,43,38
HDJ0446,1,14,8
HDL0748,0,7,4
HDS0367,0,3,0
HFB0347,1,3,2
HGG0240,2,3,0
HGH0595,0,2,1
HGN0287,5,57,51
HIA0414,2,8,2
HIW0536,1,3,1
HJA0018,1,7,1
HJB0742,15,30,28
HJS0072,1,4,1
HKB0418,0,10,3
HKF0831,0,5,2
HKI0171,0,10,7
HKR0628,0,3,1
HLH0512,0,6,1
HLM0933,1,5,3
HMM0108,1,8,1
HMW0713,1,11,5
HOB0994,0,6,2
HPH0075,6,49,43
HPM0986,1,5,1
HPR0585,0,10,4
HRB0351,2,4,0
HRD0635,1,9,5
HRL0540,1,4,3
HRW0550,6,33,27
HSB0196,1,3,1
HSD0457,0,5,1
HSG0818,1,9,6
HSP0290,1,6,2
HTF0641,5,52,49
HTH0007,19,62,55
HVB0037,1,8,1
HVF0067,1,9,2
HWH0646,0,7,4
HWM0342,10,68,65
HWW0436,9,37,32
HWY0038,0,4,2
HXL0968,1,6,2
IAR0694,1,7,1
IAT0263,1,6,1
IBB0359,1,5,1
IBB0696,1,3,1
IBM0671,1,7,0
IBP0883,0,4,2
IBS0836,5,38,33
ICH0294,1,9,2
ICS0956,1,4,1
IDO0176,1,7,2
IEB0153,4,5,1
IHK0841,0,4,1
IIA0092,1,9,3
IIL0513,10,36,31
IIW0249,0,6,4
IJM0139,1,10,6
IJM0444,1,2,0
IJM0776,2,1,0
IJR0825,0,9,2
IJW0851,0,10,3
IKP0472,1,1,0
IKR0401,1,2,1
ILC0838,0,2,1
ILH0958,1,6,4
ILJ0526,1,6,1
ILR0304,9,57,56
IMB0481,1,4,1
