user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,6,0
AAF0535,1,5,1
AAF0791,1,5,1
AAL0706,2,7,1
AAM0658,1,9,2
AAN0823,2,3,0
AAS0442,1,6,1
AAV0450,2,5,1
AAW0353,1,6,1
ABC0174,0,2,1
ABC0253,1,6,2
ABH0663,0,9,4
ABM0845,0,5,1
ABN0239,0,7,2
ACC0042,0,8,1
ACV0812,0,2,1
ADC0391,0,4,2
ADD0846,13,52,47
ADF0397,1,2,1
AES0827,1,4,1
AGB0186,1,9,4
AGB0643,1,4,0
AHC0142,1,7,1
AHD0848,0,8,1
AHG0634,0,5,1
AHM0410,1,8,1
AIB0948,1,8,1
AIH0675,0,3,1
AIM0627,1,7,1
AIP0394,0,2,1
AIP0982,2,7,2
AIS0405,1,2,1
AJC0840,7,49,47
AJD0074,1,7,0
AJF0370,1,7,0
AJH0175,0,7,3
AJL0462,1,7,1
AJN0607,1,5,1
AJP0723,0,6,1
AJR0319,3,11,4
AJR0932,0,5,1
AKC0924,1,5,0
AKF0709,1,2,1
AKH0758,0,9,2
AKK0329,1,4,1
AKR0057,1,5,1
AKW0167,0,6,1
ALB0892,1,7,5
ALC0788,1,9,3
ALD0529,0,6,1
ALD0544,2,5,2
ALH0402,0,3,1
AMD0077,1,4,3
AMH0464,0,4,1
AMH0794,0,11,7
AMJ0297,2,5,1
AMM0014,1,8,4
AMR0318,1,6,1
AMR0400,0,7,1
AMV0036,0,6,4
AMW0392,0,8,1
ANM0123,14,49,47
ANP0555,17,40,36
ANT0430,0,8,1
AOB0019,2,6,1
AOK0844,1,7,1
AOS0987,1,9,2
APG0307,1,7,1
AQD0820,0,7,2
ARA0252,8,34,28
ARB0834,2,3,2
ARB0881,1,4,1
ARD0509,0,6,3
ARL0034,0,8,1
ASB0796,1,7,0
ASD0577,0,7,0
ASG0048,1,4,0
ASG0692,0,2,1
ASL0378,0,3,0
ASM0575,1,4,1
ASS0206,2,8,1
ASS0517,0,2,1
ASV0946,0,6,1
ATE0869,1,6,1
ATF0274,0,1,0
ATP0662,0,2,1
AVM0947,1,4,2
AWM0764,1,5,1
BAH0875,1,3,2
BAJ0654,0,1,0
BAK0964,1,4,1
BAL0044,0,5,1
BAM0611,3,10,6
BAM0636,1,9,2
BBG0325,1,13,7
BBH0810,1,4,1
BBS0039,0,6,0
BBS0422,1,6,1
BCB0679,0,4,1
BCM0653,1,1,0
BCR0581,0,7,1
BDB0453,1,4,1
BDI0533,1,4,1
BDV0168,0,4,3
BEC0505,1,4,1
BEH0615,0,3,1
BER0314,1,5,1
BHC0665,1,7,1
BHW0458,1,12,5
BIH0745,1,4,2
BIS0247,1,4,1
BJH0354,3,5,1
BJH0811,2,4,1
BJM0111,0,4,0
BJP0134,0,7,0
BJW0619,0,2,1
BKW0374,1,8,1
BLB0114,0,3,1
BLL0929,1,6,1
BLS0678,3,7,1
BMC0547,2,3,2
BMG0917,1,8,2
BMM0112,0,5,0
BMS0877,1,2,0
BMT0528,11,39,37
BNG0237,1,8,1
BNR0965,1,6,0
BQS0525,1,5,2
BRB0355,1,3,2
BRM0995,0,5,0
BRS0734,7,58,52
BSA0431,7,51,50
BSB0990,0,6,0
BSH0445,0,3,1
BSS0369,2,9,2
BSS0463,3,8,2
BTL0226,1,7,0
BTL0722,1,4,2
BTN0061,0,6,1
BTR0403,0,6,1
BTS0011,0,7,2
BTW0005,1,4,1
BVC0790,0,8,1
BVN0514,1,7,0
BWH0813,18,76,70
BWP0202,1,3,1
BXJ0010,0,6,0
BYP0070,0,2,1
CAA0612,1,3,1
CAB0388,1,5,0
CAB0614,2,3,0
CAC0889,1,10,4
CAH0936,1,7,1
CAM0102,0,4,1
CAM0681,7,70,63
CAN0842,0,4,1
CAS0507,3,4,3
CBB0365,0,5,3
CBG0398,1,2,1
CBG0490,1,5,1
CCA0046,1,6,1
CCC0393,0,5,2
CCH0182,1,8,2
CCH0685,1,1,0
CCL0068,1,8,1
CCM0136,1,5,1
CCM0467,1,4,2
CCM0855,2,9,4
CCR0863,1,6,1
CCW0031,0,6,4
CCW0524,1,3,1
CEB0210,1,7,1
CEJ0109,0,6,0
CEL0561,1,5,1
CFG0959,1,7,1
CFM0767,1,4,1
CFW0264,0,5,1
CGA0629,1,3,1
CGB0637,0,7,1
CGF0337,0,3,2
CHG0146,2,5,1
CHM0821,1,4,0
CIG0052,0,5,1
CIM0271,2,7,1
CIM0926,1,8,1
CJC0494,0,2,1
CJF0802,1,8,1
CJG0470,1,8,1
CJH0702,2,4,2
CJK0200,1,7,1
CJM0138,0,5,3
CJM0521,0,3,2
CJP0952,1,7,0
CJV0286,1,8,1
CKB0427,2,5,2
CKB0482,2,5,1
CKD0680,0,10,3
CKH0144,2,4,3
CKP0721,0,1,0
CLB0774,1,10,5
CLD0894,0,5,0
CLF0852,0,5,2
CLH0703,0,9,3
CLS0296,2,4,3
CMB0912,1,6,1
CMM0487,1,4,0
CMS0454,1,6,1
CMW0783,2,6,4
CNB0900,1,8,1
CNE0352,1,3,1
CNM0800,1,2,1
COF0120,15,35,32
COM0321,2,8,1
CPG0322,2,5,0
CQH0701,1,7,2
CQH0730,2,12,5
CQW0652,1,5,0
CRD0624,1,5,1
CRK0916,0,3,1
CRO0027,1,4,2
CRP0456,1,2,1
CSB0080,0,5,1
CSC0217,1,6,1
CSH0626,0,3,2
CSJ0340,1,4,1
CSL0949,1,8,1
CSP0197,0,3,0
CTA0020,8,27,24
CTR0341,2,6,1
CTR0697,0,2,1
CTW0500,1,4,1
CUD0795,1,7,1
CWB0065,4,8,2
CWR0502,2,4,2
CXC0336,8,58,55
CYA0506,0,7,4
DAG0558,1,6,1
DAL0673,1,2,0
DAR0885,1,7,1
DBB0384,0,2,1
DBG0261,5,65,59
DBS0235,0,6,2
DBW0483,0,5,0
DCC0160,6,47,46
DCH0843,1,8,2
DDA0476,0,2,1
DDM0579,1,7,1
DEB0782,0,2,1
DFH0188,1,6,1
DFR0218,0,2,1
DGF0443,13,93,87
DGM0754,0,4,1
DGN0480,0,6,2
DGW0752,19,69,68
DHM0937,1,3,1
DIB0081,2,4,1
DIB0285,0,3,1
DIC0988,1,7,2
DID0650,1,8,6
DIW0118,1,10,5
DJB0159,0,5,0
DJS0682,13,45,40
DKB0631,1,5,2
DLF0377,12,57,53
DLH0029,11,57,50
DLM0051,0,5,1
DLS0383,0,6,0
DMG0358,0,9,3
DMK0257,1,7,5
DMM0623,1,7,1
DOL0332,0,3,2
DOP0562,1,2,1
DPM0423,6,4,3
DPS0262,23,69,64
DRR0162,18,49,44
DRR0242,1,2,0
DSB0731,5,29,25
DSM0591,1,9,5
DTP0379,1,1,0
DTT0076,1,3,2
DVM0265,1,9,3
DVW0103,1,3,2
DZC0228,1,6,1
EAH0466,1,3,1
EBC0390,7,50,48
ECF0828,1,2,1
ECL0930,1,3,1
ECR0822,0,5,1
EDA0684,0,3,1
EDB0714,0,6,1
EFS0882,1,7,0
EGD0132,5,47,40
EGD0409,4,7,1
EGK0893,0,3,1
EHB0420,22,34,33
EHB0824,0,3,0
EHD0584,2,8,1
EHR0096,0,2,1
EIM0156,0,5,2
EIP0997,0,7,4
EIS0041,0,4,3
EJW0884,0,7,1
ELB0847,0,7,1
ELH0960,2,7,0
ELT0769,1,5,2
EMB0531,5,46,44
EMS0317,3,7,2
EMW0105,1,3,2
EMW0772,1,7,1
ENC0234,0,6,0
ENL0100,0,4,3
EPW0434,1,6,4
ERH0449,1,4,1
ESA0642,3,6,0
ESH0135,1,4,2
ESH0283,0,3,1
ESJ0670,0,2,0
ESR0693,1,3,1
ETR0177,1,5,4
ETR0428,8,34,32
EWH0191,1,5,2
EZH0736,14,48,47
EZT0640,1,4,0
FAW0032,1,7,1
FBA0348,0,3,0
FBW0747,1,7,1
FDE0117,1,8,3
FEB0306,4,10,3
FFC0891,2,4,1
FGW0853,1,5,3
FHO0630,1,10,4
FHS0837,0,9,2
FIR0920,1,2,1
FKB0163,9,70,65
FKK0055,2,2,1
FLM0213,4,63,58
FMG0527,6,7,3
FOB0756,0,5,1
FPC0954,2,8,3
FQA0854,1,8,2
FRB0023,1,3,1
FRL0511,0,7,0
FRR0832,0,5,2
FSB0399,1,3,1
FSC0601,0,7,4
FTM0406,1,5,1
FUM0015,1,8,1
FWM0707,1,6,1
FXF0957,1,7,1
GAF0060,3,6,2
GAF0570,1,6,1
GBM0603,1,3,1
GCC0744,1,5,0
GCC0945,5,9,2
GCG0951,0,1,0
GCL0016,0,2,1
GCR0554,0,4,2
GCS0518,1,8,1
GCS0571,1,6,4
GDF0704,0,9,4
GHH0288,1,10,4
GHL0460,0,4,2
GJD0298,1,3,2
GJT0386,0,6,1
GKO0078,0,5,2
GLR0975,2,12,5
GMF0738,1,9,2
GNS0178,6,70,66
GNZ0953,0,11,5
GOK0238,0,6,1
GQF0659,1,3,0
GQP0743,0,7,0
GRC0145,1,10,3
GRM0868,5,25,21
GTD0116,0,11,4
GTD0219,1,6,5
GTD0898,2,3,2
GZB0469,8,56,52
GZC0735,0,5,1
HAC0282,1,2,1
HAD0246,1,8,1
HAH0248,1,3,1
HAH0760,4,5,2
HAM0985,4,8,6
HAV0121,3,4,3
HBB0056,1,3,2
HBO0413,1,7,1
HCC0344,1,2,1
HCL0113,1,1,0
HCL0651,16,58,51
HCM0267,2,2,1
HCS0003,0,5,2
HCV0478,9,72,70
HCW0419,1,5,2
HDD0789,1,4,2
HDD0806,2,8,4
HDH0928,6,40,35
HDJ0446,0,11,4
HDL0748,1,11,6
HDS0367,0,5,0
HFB0347,1,9,2
HGG0240,2,6,0
HGH0595,0,4,1
HGN0287,8,69,68
HIA0414,1,2,1
HIW0536,1,6,2
HJA0018,1,8,1
HJB0742,13,27,26
HJS0072,1,5,1
HKB0418,0,7,3
HKF0831,0,3,2
HKI0171,0,10,5
HKR0628,0,2,1
HLH0512,1,9,3
HLM0933,1,12,5
HMM0108,1,8,1
HMW0713,1,9,6
HOB0994,0,5,2
HPH0075,6,54,50
HPM0986,1,2,1
HPR0585,0,6,5
HRB0351,1,5,0
HRD0635,1,11,7
HRL0540,1,6,3
HRW0550,5,33,26
HSB0196,1,3,1
HSD0457,1,4,3
HSG0818,1,8,4
HSP0290,1,4,2
HTF0641,5,64,63
HTH0007,14,50,44
HVB0037,1,8,1
HVF0067,0,7,1
HWH0646,0,7,4
HWM0342,8,53,48
HWW0436,11,41,40
HWY0038,0,7,2
HXL0968,1,9,3
IAR0694,1,7,1
IAT0263,2,3,2
IBB0359,1,4,1
IBB0696,1,3,1
IBM0671,1,7,0
IBP0883,0,4,2
IBS0836,5,35,33
ICH0294,1,8,2
ICS0956,1,4,1
IDO0176,0,7,1
IEB0153,3,8,1
IHK0841,0,2,1
IIA0092,1,5,4
IIL0513,10,33,29
IIW0249,0,6,4
IJM0139,1,11,6
IJM0444,1,1,0
IJM0776,1,2,0
IJR0825,0,3,2
IJW0851,0,4,2
IKP0472,1,1,0
IKR0401,1,8,1
ILC0838,1,3,2
ILH0958,1,5,4
ILJ0526,1,8,1
ILR0304,10,62,58
IMB0481,1,5,1
IMG0320,1,8,1
IMP0530,12,31,24
IRM0931,1,4,1
IRT0491,1,8,1
IUB0565,3,7,0
IUY0279,2,6,2
IWM0816,0,4,3
IYB0918,1,3,1
JAD0609,1,9,4
JAJ0849,1,7,1
JAM0382,1,9,2
JAV0361,1,7,1
JBD0616,2,7,4
JBM0350,0,5,2
JCC0225,1,2,0
JCG0316,1,4,0
JCR0172,0,4,1
JCR0289,0,11,4
JCR0770,0,1,0
JCR0921,0,4,1
JCV0245,0,6,4
JCW0858,0,3,2
JDB0169,4,4,1
JDC0030,0,6,0
JDF0593,1,5,1
JER0404,1,2,1
JFC0557,0,9,2
JFC0757,2,3,1
JGM0934,0,3,1
JGT0221,1,6,0
JHP0583,0,8,1
JIG0128,1,6,1
JIM0095,0,4,2
JJB0127,1,4,3
JJB0700,0,5,1
JJH0292,1,5,0
JJH0613,1,6,1
JJM0203,0,6,0
JKB0126,2,5,1
JKF0465,0,9,4
JKJ0698,3,5,2
JKM0303,0,4,1
JLM0364,1,2,1
JLW0053,0,9,2
JMB0308,1,10,4
JMC0925,1,6,1
JMD0520,1,5,1
JMH0543,1,12,5
JMK0099,0,4,1
JML0909,1,6,1
JMW0638,1,8,4
JNA0559,0,7,1
JNJ0556,1,4,0
JOL0024,1,8,1
JOM0750,0,7,2
JPA0667,1,9,5
JPW0741,0,2,1
JRF0835,1,7,1
JRG0207,1,7,2
JRH0455,0,6,4
JRL0574,19,89,87
JRS0362,0,7,1
JSA0775,10,50,47
JSH0330,6,21,20
JTM0223,0,5,1
JTS0389,0,8,1
JXH0493,1,5,2
JZD0888,0,7,1
KAC0124,0,6,4
KAL0395,0,8,4
KAT0270,1,2,1
KAT0489,1,1,0
KBB0189,2,4,1
KBC0054,0,10,5
KBG0549,0,8,1
KBL0260,0,2,0
KBP0008,1,1,0
KBS0874,1,6,2
KCB0815,1,6,2
KCF0045,24,71,65
KCO0122,2,8,1
KCS0173,1,5,1
KDS0349,2,2,0
KDT0346,0,5,2
KES0729,0,4,0
KJA0152,0,5,1
KJG0910,1,4,1
KJJ0293,1,2,1
KJM0887,1,7,1
KJP0371,1,6,2
KJS0618,0,6,2
KJW0416,0,6,1
KKC0683,2,4,3
KKS0119,10,58,52
KKW0879,1,5,3
KLH0596,1,5,0
KLM0639,1,6,0
KMB0922,1,3,0
KMS0657,1,5,1
KMW0545,1,4,1
KNB0022,3,6,2
KNG0672,0,7,1
KNW0644,1,8,1
KPC0073,0,10,3
KPP0452,0,7,5
KPR0497,1,6,3
KQC0708,0,5,3
KQS0415,0,9,2
KRG0158,0,4,3
KRL0062,1,4,1
KRL0501,0,9,6
KRM0541,1,3,2
KRV0372,1,6,1
KSH0569,1,8,5
KSP0357,1,8,1
KSP0966,1,3,1
KTG0091,9,50,44
KVS0425,2,7,1
KVT0028,1,3,1
KWC0004,1,8,1
KWE0082,1,5,1
LAF0991,1,7,2
LAM0911,1,11,6
LAP0338,1,11,4
LBC0356,2,7,1
LBF0214,0,4,0
LBH0942,1,6,0
LCB0664,8,45,40
LCC0819,2,2,1
LCD0622,0,3,1
LDB0090,1,5,1
LDD0560,9,42,40
LDG0459,13,36,33
LDM0587,0,11,5
LEM0605,0,3,2
LFS0071,1,7,2
LHB0606,1,3,1
LHB0967,1,9,8
LHL0309,1,4,1
LHN0151,15,33,31
LIM0674,0,6,2
LJB0826,1,7,0
LJJ0905,1,9,2
LJR0523,1,8,3
LJT0817,1,2,0
