user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,7,0
AAF0535,2,7,2
AAF0791,1,4,1
AAL0706,1,5,1
AAM0658,1,4,2
AAN0823,2,4,0
AAS0442,1,8,1
AAV0450,2,5,1
AAW0353,1,8,1
ABC0174,0,4,2
ABC0253,2,6,3
ABH0663,0,9,4
ABM0845,1,5,2
ABN0239,0,7,2
ACC0042,0,7,1
ACV0812,0,5,1
ADC0391,0,3,2
ADD0846,13,51,45
ADF0397,1,7,1
AES0827,1,8,1
AGB0186,1,11,4
AGB0643,1,7,0
AHC0142,1,7,1
AHD0848,0,4,1
AHG0634,0,7,1
AHM0410,1,4,1
AIB0948,1,6,1
AIH0675,0,3,1
AIM0627,2,7,2
AIP0394,0,6,1
AIP0982,1,8,1
AIS0405,1,3,1
AJC0840,7,55,50
AJD0074,1,5,0
AJF0370,1,2,0
AJH0175,0,3,2
AJL0462,1,7,1
AJN0607,1,3,1
AJP0723,0,3,1
AJR0319,3,6,4
AJR0932,0,2,1
AKC0924,1,3,0
AKF0709,1,3,1
AKH0758,0,9,2
AKK0329,1,8,1
AKR0057,1,4,1
AKW0167,0,4,1
ALB0892,1,6,4
ALC0788,1,10,3
ALD0529,0,7,1
ALD0544,1,2,1
ALH0402,0,8,1
AMD0077,1,9,3
AMH0464,0,5,1
AMH0794,0,11,5
AMJ0297,1,7,1
AMM0014,1,6,5
AMR0318,1,5,1
AMR0400,0,4,1
AMV0036,0,11,4
AMW0392,0,5,1
ANM0123,10,50,43
ANP0555,16,32,31
ANT0430,0,2,1
AOB0019,2,7,1
AOK0844,1,7,1
AOS0987,1,4,2
APG0307,1,2,1
AQD0820,0,5,2
ARA0252,8,35,28
ARB0834,2,8,2
ARB0881,1,6,1
ARD0509,0,4,3
ARL0034,0,7,1
ASB0796,1,6,0
ASD0577,0,1,0
ASG0048,1,5,0
ASG0692,0,8,1
ASL0378,0,1,0
ASM0575,1,5,1
ASS0206,2,7,1
ASS0517,0,7,1
ASV0946,0,6,1
ATE0869,1,7,1
ATF0274,0,3,0
ATP0662,0,5,1
AVM0947,1,6,2
AWM0764,1,6,1
BAH0875,1,3,1
BAJ0654,0,5,0
BAK0964,1,2,1
BAL0044,0,6,1
BAM0611,3,7,6
BAM0636,1,3,2
BBG0325,1,5,4
BBH0810,1,7,1
BBS0039,1,5,1
BBS0422,1,7,1
BCB0679,0,6,1
