user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,3,0
AAF0535,1,5,1
AAF0791,1,6,1
AAL0706,1,6,1
AAM0658,2,5,3
AAN0823,2,7,0
AAS0442,1,8,1
AAV0450,3,5,2
AAW0353,1,2,1
ABC0174,0,5,1
ABC0253,1,3,1
ABH0663,0,12,5
ABM0845,0,5,1
ABN0239,0,4,2
ACC0042,0,6,1
ACV0812,0,4,1
ADC0391,0,4,2
ADD0846,10,42,35
ADF0397,1,7,1
AES0827,1,6,1
AGB0186,1,10,4
AGB0643,1,4,0
AHC0142,1,7,1
AHD0848,0,2,1
AHG0634,0,5,1
AHM0410,2,7,2
AIB0948,1,4,1
AIH0675,0,3,1
AIM0627,1,4,1
AIP0394,0,5,1
AIP0982,1,4,1
AIS0405,1,2,1
AJC0840,7,55,49
AJD0074,1,3,0
AJF0370,1,4,0
AJH0175,0,9,3
AJL0462,1,7,1
AJN0607,1,3,1
AJP0723,0,4,1
AJR0319,1,9,2
AJR0932,1,8,3
AKC0924,1,4,0
AKF0709,1,7,1
AKH0758,0,9,2
AKK0329,1,6,2
AKR0057,1,8,1
AKW0167,0,3,1
ALB0892,1,13,6
ALC0788,1,8,3
ALD0529,0,8,1
ALD0544,1,6,1
ALH0402,0,6,1
AMD0077,2,6,4
AMH0464,0,3,2
AMH0794,0,12,5
AMJ0297,1,2,1
AMM0014,1,10,3
AMR0318,1,4,1
AMR0400,0,6,1
AMV0036,0,12,5
AMW0392,0,8,1
ANM0123,12,50,47
ANP0555,14,37,30
ANT0430,0,4,1
AOB0019,2,8,1
AOK0844,1,7,1
AOS0987,3,7,4
APG0307,1,8,1
AQD0820,0,9,2
ARA0252,8,35,31
ARB0834,1,2,1
ARB0881,2,9,2
ARD0509,0,8,4
ARL0034,0,4,1
ASB0796,1,6,0
ASD0577,0,2,0
ASG0048,1,7,0
ASG0692,0,8,1
ASL0378,0,1,0
ASM0575,1,4,1
ASS0206,2,6,1
ASS0517,0,3,1
ASV0946,1,4,2
ATE0869,1,6,1
ATF0274,0,3,0
ATP0662,0,7,2
AVM0947,1,6,2
AWM0764,1,5,1
BAH0875,1,2,1
BAJ0654,0,3,0
BAK0964,1,5,1
BAL0044,0,6,1
BAM0611,1,9,3
BAM0636,1,3,2
BBG0325,1,9,4
BBH0810,1,5,1
BBS0039,0,4,0
BBS0422,1,8,1
BCB0679,0,5,1
BCM0653,1,2,0
BCR0581,0,5,2
BDB0453,1,4,1
BDI0533,1,3,1
BDV0168,0,5,2
BEC0505,1,2,1
BEH0615,0,7,1
BER0314,1,3,1
BHC0665,1,2,1
BHW0458,1,12,5
BIH0745,1,4,2
BIS0247,1,6,1
BJH0354,4,6,1
BJH0811,1,1,0
BJM0111,0,1,0
BJP0134,0,3,0
BJW0619,0,2,1
BKW0374,1,5,1
BLB0114,0,8,1
BLL0929,1,6,2
BLS0678,2,5,1
BMC0547,1,7,1
BMG0917,1,3,2
BMM0112,0,5,0
BMS0877,1,6,0
BMT0528,10,44,39
BNG0237,1,5,1
BNR0965,2,7,0
BQS0525,1,5,2
BRB0355,1,9,2
BRM0995,0,6,0
BRS0734,5,42,37
BSA0431,5,51,46
BSB0990,0,7,0
BSH0445,0,8,2
BSS0369,2,9,2
BSS0463,2,4,1
BTL0226,1,6,0
BTL0722,1,9,3
BTN0061,1,9,2
BTR0403,0,8,1
BTS0011,0,8,1
BTW0005,1,6,1
BVC0790,0,5,1
BVN0514,2,6,0
BWH0813,22,93,88
BWP0202,1,4,1
BXJ0010,0,6,0
BYP0070,0,8,1
CAA0612,1,2,1
CAB0388,1,3,0
CAB0614,2,1,0
CAC0889,1,8,3
CAH0936,1,6,1
CAM0102,0,5,1
CAM0681,7,56,53
CAN0842,0,8,2
CAS0507,1,2,1
CBB0365,0,11,5
CBG0398,1,8,1
CBG0490,1,2,1
CCA0046,1,6,1
CCC0393,0,6,2
CCH0182,2,9,3
CCH0685,1,7,0
CCL0068,3,8,2
CCM0136,1,7,1
CCM0467,1,8,3
CCM0855,1,4,2
CCR0863,1,8,1
CCW0031,0,6,3
CCW0524,1,7,1
CEB0210,1,3,1
CEJ0109,1,8,1
CEL0561,1,5,1
CFG0959,1,6,2
CFM0767,0,6,0
CFW0264,0,6,2
CGA0629,1,3,1
CGB0637,0,4,1
CGF0337,0,6,1
CHG0146,3,5,2
CHM0821,1,3,0
CIG0052,0,3,1
CIM0271,2,8,1
CIM0926,1,6,1
CJC0494,0,6,1
CJF0802,1,3,1
CJG0470,1,8,1
CJH0702,1,5,1
CJK0200,2,6,2
CJM0138,0,10,5
CJM0521,0,2,1
CJP0952,1,7,0
CJV0286,1,4,1
CKB0427,2,4,2
CKB0482,2,6,1
CKD0680,0,8,3
CKH0144,1,5,2
CKP0721,1,8,1
CLB0774,1,12,5
CLD0894,0,2,0
CLF0852,0,8,2
CLH0703,0,5,2
CLS0296,2,5,4
CMB0912,1,3,1
CMM0487,2,7,0
CMS0454,1,7,1
CMW0783,1,7,2
CNB0900,1,9,2
CNE0352,1,6,1
CNM0800,1,5,2
COF0120,14,32,31
COM0321,1,5,0
CPG0322,1,6,0
CQH0701,1,10,3
CQH0730,1,6,3
CQW0652,1,5,0
CRD0624,1,4,1
CRK0916,1,7,3
CRO0027,1,2,1
CRP0456,1,3,1
CSB0080,0,2,1
CSC0217,1,2,1
CSH0626,0,6,2
CSJ0340,1,4,1
CSL0949,1,5,1
CSP0197,0,1,0
CTA0020,8,36,30
CTR0341,1,5,1
CTR0697,0,4,1
CTW0500,1,7,1
CUD0795,1,5,1
CWB0065,6,7,4
CWR0502,2,7,2
CXC0336,10,66,61
CYA0506,0,9,4
DAG0558,1,9,2
DAL0673,1,3,0
DAR0885,1,5,1
DBB0384,0,2,1
DBG0261,5,55,48
DBS0235,0,5,2
DBW0483,0,3,0
DCC0160,7,55,50
DCH0843,1,10,3
DDA0476,0,5,1
DDM0579,1,8,1
DEB0782,0,7,1
DFH0188,1,7,1
DFR0218,0,4,1
DGF0443,14,83,81
DGM0754,0,3,1
DGN0480,0,3,2
DGW0752,13,57,51
DHM0937,1,6,1
DIB0081,1,4,1
DIB0285,0,5,1
DIC0988,1,8,2
DID0650,0,9,3
DIW0118,2,12,7
DJB0159,0,5,0
DJS0682,11,57,56
DKB0631,1,9,2
DLF0377,14,51,46
DLH0029,15,76,69
DLM0051,0,6,1
DLS0383,0,3,0
DMG0358,0,6,4
DMK0257,2,8,7
DMM0623,1,2,1
DOL0332,0,4,2
DOP0562,1,6,1
DPM0423,5,6,2
DPS0262,15,42,39
DRR0162,17,52,47
DRR0242,1,3,0
DSB0731,4,28,24
DSM0591,2,15,8
DTP0379,1,7,0
DTT0076,1,4,2
DVM0265,0,7,1
DVW0103,1,8,2
DZC0228,1,2,1
EAH0466,2,7,2
EBC0390,8,43,38
ECF0828,1,6,1
ECL0930,1,2,1
ECR0822,0,8,1
EDA0684,0,3,1
EDB0714,0,6,1
EFS0882,1,3,0
EGD0132,5,42,41
EGD0409,4,7,1
EGK0893,0,5,1
EHB0420,23,39,33
EHB0824,0,4,0
EHD0584,1,6,1
EHR0096,0,7,1
EIM0156,0,7,2
EIP0997,0,6,3
EIS0041,0,6,2
EJW0884,0,7,1
ELB0847,0,3,1
ELH0960,2,7,0
ELT0769,1,6,1
EMB0531,5,48,41
EMS0317,2,6,1
EMW0105,1,5,2
EMW0772,1,5,1
ENC0234,0,6,0
ENL0100,0,6,2
EPW0434,1,6,3
ERH0449,1,5,1
ESA0642,3,1,0
ESH0135,1,7,2
ESH0283,0,3,1
ESJ0670,0,2,0
ESR0693,1,5,2
ETR0177,1,10,3
ETR0428,8,38,32
EWH0191,1,6,1
EZH0736,13,51,46
EZT0640,1,1,0
FAW0032,3,8,2
FBA0348,0,4,0
FBW0747,1,7,1
FDE0117,1,11,4
FEB0306,4,4,3
FFC0891,1,6,0
FGW0853,1,7,2
FHO0630,1,9,4
FHS0837,0,3,2
FIR0920,1,8,1
FKB0163,9,66,63
FKK0055,2,6,1
FLM0213,4,50,47
FMG0527,3,6,1
FOB0756,0,5,1
FPC0954,1,9,2
FQA0854,0,6,1
FRB0023,1,7,1
FRL0511,0,1,0
FRR0832,0,6,3
FSB0399,1,7,1
FSC0601,0,8,7
FTM0406,1,5,1
FUM0015,1,6,1
FWM0707,1,6,1
FXF0957,1,4,2
GAF0060,2,4,1
GAF0570,1,7,1
GBM0603,1,8,1
GCC0744,1,5,0
GCC0945,3,2,1
GCG0951,0,3,0
GCL0016,0,7,1
GCR0554,0,9,2
GCS0518,1,5,1
GCS0571,1,7,3
GDF0704,0,9,3
GHH0288,1,6,4
GHL0460,0,7,2
GJD0298,1,4,2
GJT0386,0,5,1
GKO0078,0,5,1
GLR0975,1,10,3
GMF0738,1,7,1
GNS0178,7,53,49
GNZ0953,0,10,5
GOK0238,0,3,1
GQF0659,1,4,0
GQP0743,0,3,0
GRC0145,0,9,2
GRM0868,4,30,25
GTD0116,0,5,4
GTD0219,1,9,5
GTD0898,2,3,2
GZB0469,7,47,40
GZC0735,0,3,1
HAC0282,1,5,1
HAD0246,1,5,1
HAH0248,1,2,1
HAH0760,2,4,1
HAM0985,2,8,3
HAV0121,2,3,2
HBB0056,1,9,2
HBO0413,1,3,1
HCC0344,1,4,1
HCL0113,1,1,0
HCL0651,16,57,50
HCM0267,1,7,1
HCS0003,0,4,2
HCV0478,8,62,56
HCW0419,0,3,1
HDD0789,1,5,3
HDD0806,2,5,3
HDH0928,5,45,39
HDJ0446,0,6,4
HDL0748,0,10,4
HDS0367,0,5,0
HFB0347,1,3,2
HGG0240,3,6,0
HGH0595,0,6,1
HGN0287,6,61,58
HIA0414,2,9,2
HIW0536,1,7,1
HJA0018,1,9,2
HJB0742,9,30,24
HJS0072,2,5,2
HKB0418,1,10,4
HKF0831,0,7,2
HKI0171,0,8,5
HKR0628,0,3,1
HLH0512,0,9,2
HLM0933,1,5,4
HMM0108,1,7,1
HMW0713,1,7,4
HOB0994,1,11,4
HPH0075,5,49,47
HPM0986,1,6,1
HPR0585,0,9,5
HRB0351,1,1,0
HRD0635,1,10,5
HRL0540,1,10,3
HRW0550,6,28,25
HSB0196,2,4,2
HSD0457,0,4,1
HSG0818,1,9,6
HSP0290,1,6,2
HTF0641,9,97,90
HTH0007,17,55,48
HVB0037,1,6,1
HVF0067,0,8,1
HWH0646,0,10,4
HWM0342,7,55,52
HWW0436,9,42,38
HWY0038,0,6,2
HXL0968,1,4,2
IAR0694,1,7,1
IAT0263,3,9,3
IBB0359,1,5,1
IBB0696,1,3,1
IBM0671,1,6,0
IBP0883,0,5,2
IBS0836,5,33,30
ICH0294,1,5,2
ICS0956,1,2,1
IDO0176,0,2,1
IEB0153,3,4,1
IHK0841,0,9,2
IIA0092,1,5,3
IIL0513,13,42,36
IIW0249,0,9,4
IJM0139,1,7,5
IJM0444,1,1,0
IJM0776,2,4,0
IJR0825,0,7,2
IJW0851,1,8,4
IKP0472,1,2,0
IKR0401,1,2,1
ILC0838,0,6,1
ILH0958,1,8,5
ILJ0526,1,2,1
ILR0304,10,49,47
IMB0481,1,6,1
