user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,7,0
AAF0535,1,5,1
AAF0791,1,6,1
AAL0706,1,6,1
AAM0658,2,8,3
AAN0823,2,7,0
AAS0442,1,7,1
AAV0450,2,5,1
AAW0353,1,2,1
ABC0174,0,8,1
ABC0253,1,3,1
ABH0663,0,5,3
ABM0845,0,7,1
ABN0239,0,6,3
ACC0042,0,6,1
ACV0812,0,8,1
ADC0391,0,8,2
ADD0846,8,45,43
ADF0397,1,4,1
AES0827,1,7,1
AGB0186,1,7,4
AGB0643,1,3,0
AHC0142,1,9,2
AHD0848,0,6,1
AHG0634,0,7,1
AHM0410,1,3,1
AIB0948,1,3,1
AIH0675,0,3,1
AIM0627,1,5,1
AIP0394,0,3,2
AIP0982,1,2,1
AIS0405,1,7,1
AJC0840,7,54,49
AJD0074,1,3,0
AJF0370,1,2,0
AJH0175,0,8,2
AJL0462,1,7,1
AJN0607,1,5,1
AJP0723,0,3,1
AJR0319,1,5,2
AJR0932,0,7,1
AKC0924,1,6,0
AKF0709,1,7,1
AKH0758,0,6,2
AKK0329,1,2,1
AKR0057,2,5,2
AKW0167,0,4,1
ALB0892,1,7,5
ALC0788,1,8,3
ALD0529,0,8,1
ALD0544,1,6,1
ALH0402,0,8,1
AMD0077,1,9,2
AMH0464,0,5,1
AMH0794,0,6,4
AMJ0297,1,3,1
AMM0014,2,9,6
AMR0318,1,7,1
AMR0400,0,3,1
AMV0036,0,7,4
AMW0392,0,6,1
ANM0123,13,58,53
ANP0555,13,33,29
ANT0430,0,4,1
AOB0019,2,7,1
AOK0844,1,4,1
AOS0987,1,3,2
APG0307,1,7,1
AQD0820,0,3,2
ARA0252,9,40,33
ARB0834,1,7,1
ARB0881,1,3,1
ARD0509,0,10,4
ARL0034,0,6,1
ASB0796,1,6,0
ASD0577,0,3,0
ASG0048,1,3,0
ASG0692,0,3,1
ASL0378,0,6,0
ASM0575,1,8,1
ASS0206,2,5,1
ASS0517,0,8,1
ASV0946,0,3,1
ATE0869,2,9,2
ATF0274,0,6,0
ATP0662,0,3,1
AVM0947,1,3,2
AWM0764,1,8,1
BAH0875,1,5,1
BAJ0654,1,7,1
BAK0964,1,3,1
BAL0044,0,2,1
BAM0611,1,6,4
BAM0636,1,6,3
BBG0325,1,9,5
BBH0810,1,6,1
BBS0039,0,5,0
BBS0422,1,2,1
BCB0679,0,7,1
BCM0653,1,2,0
BCR0581,0,8,1
BDB0453,1,3,1
BDI0533,1,8,1
BDV0168,0,6,2
BEC0505,1,2,1
BEH0615,0,6,1
BER0314,1,3,1
BHC0665,1,7,1
BHW0458,1,7,5
BIH0745,1,8,2
BIS0247,1,8,1
BJH0354,3,5,1
BJH0811,1,4,0
BJM0111,0,4,0
BJP0134,0,2,0
BJW0619,0,3,1
BKW0374,1,3,1
BLB0114,0,6,1
BLL0929,1,8,1
BLS0678,2,5,1
BMC0547,1,3,1
BMG0917,1,6,2
BMM0112,1,3,1
BMS0877,1,4,0
BMT0528,11,38,32
BNG0237,1,8,1
BNR0965,2,4,0
BQS0525,1,4,2
BRB0355,1,6,2
BRM0995,0,5,0
BRS0734,4,46,41
BSA0431,7,54,52
BSB0990,0,1,0
BSH0445,0,4,2
BSS0369,1,3,1
BSS0463,4,4,3
BTL0226,1,6,0
BTL0722,1,5,2
BTN0061,0,5,1
BTR0403,0,4,1
BTS0011,0,7,1
BTW0005,2,4,1
BVC0790,0,5,1
BVN0514,1,6,0
BWH0813,15,47,46
BWP0202,1,5,1
BXJ0010,0,1,0
BYP0070,0,7,1
CAA0612,2,4,1
CAB0388,1,2,0
CAB0614,3,7,0
CAC0889,1,10,3
CAH0936,1,5,1
CAM0102,0,7,1
CAM0681,7,68,66
CAN0842,0,4,1
CAS0507,1,5,1
CBB0365,0,8,3
CBG0398,1,8,1
CBG0490,1,3,1
CCA0046,1,7,1
CCC0393,0,6,2
CCH0182,1,4,2
CCH0685,2,1,0
CCL0068,1,6,1
CCM0136,1,2,1
CCM0467,1,6,2
CCM0855,1,5,2
CCR0863,1,8,1
CCW0031,0,7,5
CCW0524,1,2,1
CEB0210,1,8,1
CEJ0109,0,5,0
CEL0561,1,7,1
CFG0959,2,10,3
CFM0767,0,6,0
CFW0264,0,5,1
CGA0629,1,4,1
CGB0637,0,8,1
CGF0337,0,3,1
CHG0146,2,8,1
CHM0821,1,6,0
CIG0052,0,4,1
CIM0271,2,5,1
CIM0926,1,7,1
CJC0494,0,8,1
CJF0802,1,4,1
CJG0470,1,5,1
CJH0702,1,5,1
CJK0200,1,5,1
CJM0138,0,9,4
CJM0521,0,2,1
CJP0952,1,4,0
CJV0286,1,5,1
CKB0427,2,6,2
CKB0482,3,3,2
CKD0680,0,7,4
CKH0144,1,6,1
CKP0721,0,6,0
CLB0774,1,7,6
CLD0894,0,7,0
CLF0852,0,3,2
CLH0703,0,8,2
CLS0296,3,10,5
CMB0912,2,7,3
CMM0487,1,3,0
CMS0454,1,6,1
CMW0783,1,5,2
CNB0900,1,8,2
CNE0352,1,8,1
CNM0800,1,2,1
COF0120,19,40,37
COM0321,1,7,0
CPG0322,2,3,0
CQH0701,1,9,2
CQH0730,2,11,5
CQW0652,1,3,0
CRD0624,2,9,2
CRK0916,0,6,1
CRO0027,1,7,1
CRP0456,1,6,1
CSB0080,0,4,1
CSC0217,1,6,1
CSH0626,0,4,2
CSJ0340,1,3,1
CSL0949,1,8,1
CSP0197,0,1,0
CTA0020,9,27,22
CTR0341,1,7,1
CTR0697,0,7,1
CTW0500,1,8,1
CUD0795,1,6,1
