user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,6,0
AAF0535,1,6,1
AAF0791,1,5,1
AAL0706,1,7,1
AAM0658,1,6,2
AAN0823,2,6,0
AAS0442,1,5,1
AAV0450,2,3,1
AAW0353,1,8,1
ABC0174,0,8,1
ABC0253,1,5,1
ABH0663,0,10,3
ABM0845,0,2,1
ABN0239,0,4,2
ACC0042,0,3,1
ACV0812,0,8,1
ADC0391,0,4,2
ADD0846,8,37,36
ADF0397,1,3,1
AES0827,2,6,3
AGB0186,2,6,5
AGB0643,1,7,0
AHC0142,1,2,1
AHD0848,0,7,1
AHG0634,0,4,1
AHM0410,1,2,1
AIB0948,2,4,2
AIH0675,0,4,2
AIM0627,1,6,1
AIP0394,0,2,1
AIP0982,2,6,2
AIS0405,1,2,1
AJC0840,6,58,53
AJD0074,1,7,0
AJF0370,1,2,0
AJH0175,0,6,3
AJL0462,1,7,1
AJN0607,1,6,1
AJP0723,0,8,1
AJR0319,1,5,2
AJR0932,0,6,1
AKC0924,1,5,0
AKF0709,1,7,1
AKH0758,0,9,2
AKK0329,1,5,1
AKR0057,1,7,1
AKW0167,0,2,1
ALB0892,1,10,4
ALC0788,1,5,3
ALD0529,0,5,1
ALD0544,1,2,1
ALH0402,0,5,1
AMD0077,1,9,2
AMH0464,0,8,1
AMH0794,0,10,4
AMJ0297,1,5,1
AMM0014,1,7,4
AMR0318,1,5,1
AMR0400,0,5,1
AMV0036,0,9,3
AMW0392,0,3,1
ANM0123,16,68,64
ANP0555,19,38,35
ANT0430,0,4,1
AOB0019,3,9,2
AOK0844,1,5,1
AOS0987,1,6,2
APG0307,1,3,1
AQD0820,0,7,3
ARA0252,10,37,30
ARB0834,1,6,1
ARB0881,1,8,1
ARD0509,0,8,4
ARL0034,0,2,1
ASB0796,2,2,1
ASD0577,0,4,0
ASG0048,1,1,0
ASG0692,0,5,1
ASL0378,0,6,0
ASM0575,1,5,1
ASS0206,4,8,3
ASS0517,0,5,1
ASV0946,0,2,1
ATE0869,1,3,1
ATF0274,0,6,0
ATP0662,1,7,3
AVM0947,1,3,2
AWM0764,1,7,1
BAH0875,1,7,1
BAJ0654,0,1,0
BAK0964,1,2,1
BAL0044,0,3,1
BAM0611,1,9,4
BAM0636,1,7,2
BBG0325,1,6,4
BBH0810,1,2,1
BBS0039,0,5,0
BBS0422,1,2,1
BCB0679,0,5,1
BCM0653,1,3,0
BCR0581,0,2,1
BDB0453,1,4,1
BDI0533,1,4,1
BDV0168,0,3,2
BEC0505,1,2,1
BEH0615,0,7,1
BER0314,1,5,1
BHC0665,1,8,1
BHW0458,1,7,5
BIH0745,1,9,2
BIS0247,1,4,1
BJH0354,4,2,1
BJH0811,1,1,0
BJM0111,0,2,0
BJP0134,0,2,0
BJW0619,0,6,1
BKW0374,1,5,1
BLB0114,0,5,1
BLL0929,1,6,1
BLS0678,2,4,1
BMC0547,1,8,1
BMG0917,1,5,2
BMM0112,0,1,0
BMS0877,2,7,1
BMT0528,10,37,32
BNG0237,1,7,1
BNR0965,1,4,0
BQS0525,1,7,3
BRB0355,1,9,2
BRM0995,0,1,0
BRS0734,5,50,46
BSA0431,4,46,41
BSB0990,0,1,0
BSH0445,0,3,1
BSS0369,1,5,1
BSS0463,2,6,1
BTL0226,1,5,0
BTL0722,1,7,3
BTN0061,0,4,1
BTR0403,0,7,1
BTS0011,0,8,1
BTW0005,1,7,1
BVC0790,0,6,1
BVN0514,1,1,0
BWH0813,15,50,46
BWP0202,1,6,1
BXJ0010,1,2,1
BYP0070,1,5,2
CAA0612,1,7,1
CAB0388,1,6,0
CAB0614,2,2,0
CAC0889,1,8,4
CAH0936,1,8,1
CAM0102,0,2,1
CAM0681,6,64,62
CAN0842,0,2,1
CAS0507,3,10,3
CBB0365,0,9,4
CBG0398,1,4,1
CBG0490,1,8,1
CCA0046,1,8,1
CCC0393,0,7,2
CCH0182,1,9,2
CCH0685,1,7,0
CCL0068,1,4,1
CCM0136,1,7,1
CCM0467,1,3,2
CCM0855,1,8,2
CCR0863,1,7,1
CCW0031,0,5,4
CCW0524,1,8,1
CEB0210,1,3,1
CEJ0109,0,4,0
CEL0561,2,6,3
CFG0959,1,4,2
CFM0767,0,2,0
CFW0264,0,2,1
CGA0629,3,7,2
CGB0637,0,6,1
CGF0337,0,3,1
CHG0146,3,9,2
CHM0821,1,6,0
CIG0052,0,5,1
CIM0271,2,2,1
CIM0926,1,7,1
CJC0494,0,3,1
CJF0802,1,6,1
CJG0470,1,2,1
CJH0702,1,6,1
CJK0200,1,2,1
CJM0138,0,4,3
CJM0521,0,7,1
CJP0952,1,4,0
CJV0286,1,4,1
CKB0427,2,9,2
CKB0482,2,2,1
CKD0680,0,8,4
CKH0144,1,9,2
CKP0721,0,6,0
CLB0774,1,9,6
CLD0894,0,1,0
CLF0852,0,2,1
CLH0703,0,6,3
CLS0296,2,4,3
CMB0912,1,2,1
CMM0487,1,7,0
CMS0454,2,7,2
CMW0783,1,5,3
CNB0900,1,4,1
CNE0352,1,7,2
CNM0800,1,3,1
COF0120,16,35,30
COM0321,1,2,0
CPG0322,1,5,0
CQH0701,1,4,2
CQH0730,1,6,4
CQW0652,1,7,0
CRD0624,1,2,1
CRK0916,0,8,2
CRO0027,1,3,1
CRP0456,1,2,1
CSB0080,0,6,1
CSC0217,1,8,1
CSH0626,0,4,2
CSJ0340,1,7,1
CSL0949,1,8,1
CSP0197,0,2,0
CTA0020,9,33,26
CTR0341,1,5,1
CTR0697,0,4,1
CTW0500,1,7,1
CUD0795,2,9,2
CWB0065,4,5,2
CWR0502,2,9,2
CXC0336,9,62,55
CYA0506,0,8,5
DAG0558,1,5,1
DAL0673,1,4,0
DAR0885,1,6,1
DBB0384,0,5,1
DBG0261,5,52,48
DBS0235,0,6,2
DBW0483,0,1,0
DCC0160,7,53,52
DCH0843,1,8,2
DDA0476,0,4,1
DDM0579,1,4,1
DEB0782,0,7,1
DFH0188,1,4,1
DFR0218,0,5,1
DGF0443,17,99,94
DGM0754,0,4,1
DGN0480,0,7,2
DGW0752,12,54,51
DHM0937,1,4,1
DIB0081,1,5,1
DIB0285,0,3,1
DIC0988,1,7,2
DID0650,0,4,3
DIW0118,1,8,6
DJB0159,0,7,0
DJS0682,11,52,51
DKB0631,1,5,2
DLF0377,14,59,57
DLH0029,11,58,55
DLM0051,0,2,1
DLS0383,0,7,0
DMG0358,0,11,4
DMK0257,1,11,4
DMM0623,2,9,2
DOL0332,0,3,2
DOP0562,1,4,1
DPM0423,4,8,1
DPS0262,13,45,43
DRR0162,12,43,40
DRR0242,1,7,0
DSB0731,5,31,26
DSM0591,1,10,4
DTP0379,1,6,0
DTT0076,1,3,2
DVM0265,0,3,1
DVW0103,1,3,2
DZC0228,1,5,1
EAH0466,1,5,1
EBC0390,7,46,44
ECF0828,1,3,1
ECL0930,1,7,1
ECR0822,0,2,1
EDA0684,0,4,1
EDB0714,0,3,1
EFS0882,1,5,0
EGD0132,6,46,42
EGD0409,3,2,1
EGK0893,1,8,2
EHB0420,20,37,35
EHB0824,0,4,0
EHD0584,1,2,1
EHR0096,0,7,1
EIM0156,0,7,2
EIP0997,0,7,4
EIS0041,0,9,2
EJW0884,0,3,1
ELB0847,0,2,1
ELH0960,2,2,0
ELT0769,1,7,1
EMB0531,5,43,38
EMS0317,3,8,2
EMW0105,2,11,4
EMW0772,2,10,3
ENC0234,1,2,1
ENL0100,0,5,2
EPW0434,1,4,3
ERH0449,1,2,1
ESA0642,2,5,0
ESH0135,1,9,2
ESH0283,0,4,1
ESJ0670,1,6,1
ESR0693,1,5,1
ETR0177,1,7,4
ETR0428,10,44,37
EWH0191,1,4,1
EZH0736,13,41,37
EZT0640,1,4,0
FAW0032,1,6,1
FBA0348,0,4,0
FBW0747,1,2,1
FDE0117,1,8,4
