user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,1,0
AAF0535,1,4,1
AAF0791,1,6,1
AAL0706,1,8,1
AAM0658,1,3,2
AAN0823,2,6,0
AAS0442,1,2,1
AAV0450,2,3,1
AAW0353,1,5,1
ABC0174,0,3,1
ABC0253,1,6,1
ABH0663,0,11,4
ABM0845,0,6,1
ABN0239,0,3,2
ACC0042,0,5,1
ACV0812,0,5,1
ADC0391,0,5,2
ADD0846,9,34,31
ADF0397,1,7,1
AES0827,1,3,2
AGB0186,3,9,6
AGB0643,1,2,0
AHC0142,1,3,1
AHD0848,0,2,1
AHG0634,0,8,1
AHM0410,1,7,1
AIB0948,1,5,1
AIH0675,0,7,1
AIM0627,1,4,1
AIP0394,0,3,1
AIP0982,1,7,1
AIS0405,1,5,1
AJC0840,9,64,61
AJD0074,1,6,0
AJF0370,1,1,0
AJH0175,0,3,2
AJL0462,1,3,1
AJN0607,1,7,2
AJP0723,0,7,1
AJR0319,1,4,2
AJR0932,0,8,2
AKC0924,1,5,0
AKF0709,1,3,1
AKH0758,0,3,2
AKK0329,1,8,1
AKR0057,1,8,1
AKW0167,0,4,1
ALB0892,1,6,4
ALC0788,1,5,3
ALD0529,0,4,1
ALD0544,1,5,1
ALH0402,0,5,1
AMD0077,1,9,2
AMH0464,0,8,1
AMH0794,0,9,4
AMJ0297,1,3,1
AMM0014,1,8,3
AMR0318,1,6,1
AMR0400,0,5,1
AMV0036,0,10,3
AMW0392,0,6,1
ANM0123,10,49,47
ANP0555,19,42,36
ANT0430,0,4,1
AOB0019,2,7,1
AOK0844,1,6,1
AOS0987,1,5,2
APG0307,1,8,1
AQD0820,0,3,2
ARA0252,13,48,43
ARB0834,1,6,1
ARB0881,3,4,3
ARD0509,0,7,3
ARL0034,0,6,1
ASB0796,1,1,0
ASD0577,0,2,0
ASG0048,1,2,0
ASG0692,0,8,1
ASL0378,0,7,0
ASM0575,1,8,1
ASS0206,3,6,2
ASS0517,0,6,1
ASV0946,0,8,1
ATE0869,1,2,1
ATF0274,0,3,0
ATP0662,0,6,1
AVM0947,1,9,2
AWM0764,1,4,1
BAH0875,1,5,1
BAJ0654,0,1,0
BAK0964,1,6,1
BAL0044,0,6,1
BAM0611,2,12,5
BAM0636,1,3,2
BBG0325,1,13,7
BBH0810,1,8,1
BBS0039,0,1,0
BBS0422,1,8,1
BCB0679,0,4,1
BCM0653,2,6,0
BCR0581,0,7,1
BDB0453,1,5,1
BDI0533,1,7,1
BDV0168,0,5,2
BEC0505,1,3,1
BEH0615,0,5,1
BER0314,1,2,1
BHC0665,1,2,1
BHW0458,1,11,5
BIH0745,1,9,2
BIS0247,1,6,1
BJH0354,4,4,1
BJH0811,1,1,0
BJM0111,0,7,0
BJP0134,0,1,0
BJW0619,0,2,1
BKW0374,1,6,1
BLB0114,0,4,1
BLL0929,1,2,1
BLS0678,2,2,1
BMC0547,1,4,1
BMG0917,1,4,2
BMM0112,0,1,0
BMS0877,1,2,0
BMT0528,10,39,35
BNG0237,1,5,1
BNR0965,1,4,0
BQS0525,1,8,3
BRB0355,1,3,2
BRM0995,0,7,0
BRS0734,4,43,40
BSA0431,5,47,45
BSB0990,0,3,0
BSH0445,0,2,1
BSS0369,2,5,2
BSS0463,2,7,1
BTL0226,1,1,0
BTL0722,1,7,2
BTN0061,0,3,1
BTR0403,0,4,1
BTS0011,0,3,1
BTW0005,1,4,1
BVC0790,0,3,1
BVN0514,1,1,0
BWH0813,15,63,57
BWP0202,1,4,1
BXJ0010,0,3,0
BYP0070,0,6,1
CAA0612,1,7,1
CAB0388,1,2,0
CAB0614,2,5,0
CAC0889,1,10,4
CAH0936,1,3,1
CAM0102,0,8,1
CAM0681,7,64,58
CAN0842,0,3,1
CAS0507,1,8,1
CBB0365,0,7,3
CBG0398,1,8,1
CBG0490,1,7,1
CCA0046,1,7,1
CCC0393,0,3,2
CCH0182,1,9,2
CCH0685,2,6,0
CCL0068,1,7,1
CCM0136,1,4,1
CCM0467,1,9,2
CCM0855,1,5,2
CCR0863,1,2,1
CCW0031,0,5,3
CCW0524,1,8,1
CEB0210,1,3,1
CEJ0109,0,5,0
CEL0561,1,4,1
CFG0959,1,3,1
CFM0767,0,5,0
CFW0264,0,3,1
CGA0629,3,5,2
CGB0637,0,3,1
CGF0337,0,6,1
CHG0146,2,8,1
CHM0821,1,4,0
CIG0052,0,5,1
CIM0271,2,8,1
CIM0926,1,2,1
CJC0494,0,5,1
CJF0802,2,3,2
CJG0470,1,6,1
CJH0702,1,6,1
CJK0200,1,7,1
CJM0138,0,11,4
CJM0521,0,8,2
CJP0952,1,7,0
CJV0286,1,6,1
CKB0427,2,7,2
CKB0482,2,6,1
CKD0680,0,7,3
CKH0144,1,3,1
CKP0721,0,6,0
CLB0774,1,8,5
CLD0894,0,2,0
CLF0852,0,5,1
CLH0703,0,8,2
CLS0296,2,10,4
CMB0912,1,5,1
CMM0487,1,2,0
CMS0454,1,8,1
CMW0783,1,5,2
CNB0900,1,4,1
CNE0352,1,2,1
CNM0800,1,8,1
COF0120,21,50,46
COM0321,1,4,0
CPG0322,1,3,0
CQH0701,1,9,3
CQH0730,2,10,5
CQW0652,1,5,0
CRD0624,1,2,1
CRK0916,0,2,1
CRO0027,1,3,1
CRP0456,1,5,1
CSB0080,0,2,1
CSC0217,2,9,2
CSH0626,0,4,2
CSJ0340,1,8,1
CSL0949,2,10,3
CSP0197,0,1,0
CTA0020,7,29,28
CTR0341,3,7,2
CTR0697,0,7,1
CTW0500,1,3,1
CUD0795,1,5,1
CWB0065,3,3,2
CWR0502,4,8,4
CXC0336,8,69,62
CYA0506,0,7,3
DAG0558,1,6,1
DAL0673,1,5,0
DAR0885,1,4,1
DBB0384,0,3,1
DBG0261,6,70,68
DBS0235,0,9,2
DBW0483,0,3,0
DCC0160,7,56,50
DCH0843,1,4,2
DDA0476,0,3,1
DDM0579,1,4,1
DEB0782,0,5,1
DFH0188,1,3,1
DFR0218,0,3,1
DGF0443,9,72,67
DGM0754,0,5,1
DGN0480,0,9,2
DGW0752,15,62,57
DHM0937,1,4,1
DIB0081,1,7,1
DIB0285,0,2,1
DIC0988,1,8,2
DID0650,0,10,3
DIW0118,3,13,9
DJB0159,0,4,0
DJS0682,12,60,55
DKB0631,1,3,2
DLF0377,12,60,59
DLH0029,9,60,53
DLM0051,1,6,3
DLS0383,0,5,0
DMG0358,0,6,3
DMK0257,1,12,5
DMM0623,1,6,1
DOL0332,0,3,2
DOP0562,1,5,1
DPM0423,4,8,1
DPS0262,16,50,46
DRR0162,14,41,35
DRR0242,1,6,0
DSB0731,5,25,23
DSM0591,2,9,8
DTP0379,1,3,0
DTT0076,1,3,2
DVM0265,1,10,3
DVW0103,1,5,2
DZC0228,1,5,1
EAH0466,1,8,1
EBC0390,7,42,39
ECF0828,1,4,1
ECL0930,1,7,1
ECR0822,0,7,1
EDA0684,1,8,2
EDB0714,0,8,1
EFS0882,1,4,0
EGD0132,7,63,61
EGD0409,3,4,1
EGK0893,0,2,1
EHB0420,16,23,21
EHB0824,0,1,0
EHD0584,1,7,1
EHR0096,0,7,1
EIM0156,0,4,2
EIP0997,0,6,3
