user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,1,0
AAF0535,1,8,1
AAF0791,1,7,1
AAL0706,1,3,1
AAM0658,1,4,2
AAN0823,3,1,0
AAS0442,1,8,1
AAV0450,2,4,1
AAW0353,1,4,1
ABC0174,0,4,1
ABC0253,1,6,2
ABH0663,0,7,3
ABM0845,0,5,1
ABN0239,0,4,2
ACC0042,0,3,1
ACV0812,0,2,1
ADC0391,0,8,2
ADD0846,9,41,38
ADF0397,1,5,1
AES0827,1,2,1
AGB0186,1,8,4
AGB0643,2,3,0
AHC0142,1,2,1
AHD0848,0,6,1
AHG0634,0,8,1
AHM0410,2,4,2
AIB0948,2,9,2
AIH0675,0,6,1
AIM0627,1,7,1
AIP0394,0,8,2
AIP0982,3,9,3
AIS0405,1,7,2
AJC0840,6,58,54
AJD0074,1,2,0
AJF0370,1,7,0
AJH0175,0,6,2
AJL0462,2,7,3
AJN0607,1,3,1
AJP0723,0,4,1
AJR0319,1,7,2
AJR0932,0,9,2
AKC0924,1,5,0
AKF0709,1,8,1
AKH0758,0,7,3
AKK0329,1,7,2
AKR0057,1,6,1
AKW0167,0,7,1
ALB0892,1,9,4
ALC0788,1,10,5
ALD0529,0,4,1
ALD0544,1,6,1
ALH0402,0,2,1
AMD0077,1,6,2
AMH0464,0,5,1
AMH0794,0,12,5
AMJ0297,1,7,1
AMM0014,1,8,4
AMR0318,1,7,1
AMR0400,0,5,1
AMV0036,0,8,4
AMW0392,0,2,1
ANM0123,13,49,48
ANP0555,18,37,33
ANT0430,0,3,1
AOB0019,2,4,1
AOK0844,1,6,1
AOS0987,1,8,2
APG0307,1,7,1
AQD0820,0,9,2
ARA0252,8,36,31
ARB0834,1,6,1
ARB0881,1,3,1
ARD0509,0,10,4
ARL0034,0,4,1
ASB0796,1,3,0
ASD0577,0,1,0
ASG0048,2,7,1
ASG0692,0,5,1
ASL0378,0,2,0
ASM0575,1,7,1
ASS0206,2,7,1
ASS0517,0,2,1
ASV0946,1,3,2
ATE0869,1,3,1
ATF0274,0,7,0
ATP0662,0,7,1
AVM0947,1,6,2
AWM0764,2,5,2
BAH0875,1,6,1
BAJ0654,0,3,0
BAK0964,1,5,1
BAL0044,0,8,1
BAM0611,1,9,3
BAM0636,1,9,2
BBG0325,1,8,5
BBH0810,1,8,1
BBS0039,0,6,0
BBS0422,2,8,2
BCB0679,0,3,1
BCM0653,1,6,0
BCR0581,0,8,2
BDB0453,1,5,1
BDI0533,1,7,1
BDV0168,0,4,2
BEC0505,1,5,1
BEH0615,0,7,1
BER0314,1,3,2
BHC0665,1,4,1
BHW0458,1,9,5
BIH0745,1,5,2
BIS0247,1,4,1
BJH0354,4,4,1
BJH0811,1,3,0
BJM0111,0,4,0
BJP0134,0,2,0
BJW0619,0,2,1
BKW0374,1,3,1
BLB0114,0,5,1
BLL0929,1,7,1
BLS0678,2,8,1
BMC0547,1,2,1
BMG0917,1,8,3
BMM0112,0,2,0
BMS0877,1,5,0
BMT0528,10,41,39
BNG0237,1,5,1
BNR0965,1,3,0
BQS0525,1,6,2
BRB0355,1,5,2
BRM0995,0,1,0
BRS0734,5,48,44
BSA0431,5,49,44
BSB0990,0,2,0
BSH0445,0,3,1
BSS0369,1,2,1
BSS0463,2,7,1
BTL0226,1,5,0
BTL0722,1,4,2
BTN0061,0,4,1
BTR0403,1,3,2
BTS0011,0,3,1
BTW0005,1,8,1
BVC0790,0,7,1
BVN0514,1,4,0
BWH0813,14,65,59
BWP0202,1,6,1
BXJ0010,0,2,0
BYP0070,0,3,1
CAA0612,1,8,1
CAB0388,1,3,0
CAB0614,3,1,0
CAC0889,1,8,4
CAH0936,1,3,1
CAM0102,0,4,1
CAM0681,7,71,68
CAN0842,0,2,1
CAS0507,1,3,1
CBB0365,0,8,4
CBG0398,1,4,1
CBG0490,1,4,1
CCA0046,1,7,1
CCC0393,0,3,2
CCH0182,1,4,2
CCH0685,1,2,0
CCL0068,1,8,1
CCM0136,1,8,1
CCM0467,1,7,2
CCM0855,1,9,2
CCR0863,1,8,1
CCW0031,0,4,3
CCW0524,1,5,1
CEB0210,1,2,1
CEJ0109,0,3,0
CEL0561,1,9,2
CFG0959,1,5,1
CFM0767,0,5,0
CFW0264,0,5,1
CGA0629,1,2,1
CGB0637,0,6,1
CGF0337,0,6,1
CHG0146,3,9,2
CHM0821,1,1,0
CIG0052,0,5,1
CIM0271,2,5,1
CIM0926,1,4,1
CJC0494,0,5,1
CJF0802,1,6,1
CJG0470,1,3,1
CJH0702,1,8,1
CJK0200,1,3,1
CJM0138,1,7,6
CJM0521,0,4,1
CJP0952,1,6,0
CJV0286,1,7,1
CKB0427,2,5,2
CKB0482,2,4,1
CKD0680,0,12,5
CKH0144,1,4,1
CKP0721,0,1,0
CLB0774,1,7,6
CLD0894,0,3,0
CLF0852,1,8,3
CLH0703,0,4,2
CLS0296,2,10,3
CMB0912,1,2,1
CMM0487,2,7,0
CMS0454,1,6,1
CMW0783,1,7,2
CNB0900,1,4,2
CNE0352,1,7,1
CNM0800,1,2,1
COF0120,16,31,27
COM0321,1,3,0
CPG0322,1,4,0
CQH0701,1,3,2
CQH0730,1,8,4
CQW0652,1,3,0
CRD0624,1,2,1
CRK0916,0,4,2
CRO0027,1,8,1
CRP0456,1,6,1
CSB0080,0,3,1
CSC0217,1,5,1
CSH0626,0,5,2
CSJ0340,1,7,1
CSL0949,1,6,1
CSP0197,0,5,0
CTA0020,9,32,28
CTR0341,1,7,1
CTR0697,0,6,1
CTW0500,1,2,1
CUD0795,1,8,1
CWB0065,3,4,2
CWR0502,3,9,3
CXC0336,12,74,69
CYA0506,0,8,4
DAG0558,1,7,1
DAL0673,2,7,1
DAR0885,1,7,1
DBB0384,0,5,1
DBG0261,6,70,67
DBS0235,0,9,2
DBW0483,0,7,0
DCC0160,6,57,52
DCH0843,1,3,2
DDA0476,0,7,1
DDM0579,1,8,1
DEB0782,0,7,1
DFH0188,2,9,2
DFR0218,0,6,1
DGF0443,10,60,56
DGM0754,0,2,1
DGN0480,0,4,2
DGW0752,17,64,60
DHM0937,2,3,1
DIB0081,1,4,1
DIB0285,0,5,1
DIC0988,1,4,2
DID0650,0,4,3
DIW0118,1,6,5
DJB0159,0,2,0
DJS0682,12,44,41
DKB0631,1,6,2
DLF0377,11,52,49
DLH0029,10,47,43
DLM0051,0,2,1
DLS0383,0,1,0
DMG0358,0,5,3
DMK0257,1,11,5
DMM0623,1,2,1
DOL0332,0,7,3
DOP0562,1,8,1
DPM0423,5,7,2
DPS0262,16,48,42
DRR0162,15,37,31
DRR0242,1,5,0
DSB0731,5,27,20
DSM0591,1,9,5
DTP0379,1,5,0
DTT0076,1,7,2
DVM0265,0,3,1
DVW0103,2,8,4
DZC0228,1,5,1
EAH0466,1,5,1
EBC0390,11,58,53
ECF0828,1,3,2
ECL0930,1,2,1
ECR0822,0,4,1
EDA0684,0,8,1
EDB0714,1,5,3
EFS0882,1,4,0
EGD0132,5,49,42
EGD0409,3,8,1
EGK0893,0,6,1
EHB0420,13,21,19
EHB0824,0,5,0
EHD0584,1,5,1
EHR0096,0,7,1
EIM0156,0,8,2
EIP0997,0,7,4
EIS0041,0,7,2
EJW0884,0,3,1
ELB0847,0,7,1
ELH0960,4,6,1
ELT0769,1,8,1
EMB0531,5,52,50
EMS0317,2,4,1
EMW0105,1,4,3
EMW0772,2,10,3
ENC0234,0,6,0
ENL0100,0,7,3
EPW0434,1,4,3
ERH0449,1,3,1
ESA0642,2,1,0
ESH0135,1,5,2
ESH0283,1,4,2
ESJ0670,0,1,0
ESR0693,1,4,1
ETR0177,1,7,3
