user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,5,0
AAF0535,2,3,2
AAF0791,1,9,2
AAL0706,1,7,1
AAM0658,1,8,2
AAN0823,2,1,0
AAS0442,1,4,1
AAV0450,2,7,1
AAW0353,1,8,1
ABC0174,0,4,1
ABC0253,1,7,2
ABH0663,1,12,6
ABM0845,0,7,1
ABN0239,0,10,3
ACC0042,0,8,1
ACV0812,0,2,1
ADC0391,0,3,2
ADD0846,14,58,52
ADF0397,1,5,1
AES0827,1,4,1
AGB0186,3,12,6
AGB0643,2,2,0
AHC0142,1,3,1
AHD0848,0,4,1
AHG0634,0,3,1
AHM0410,1,7,1
AIB0948,1,6,1
AIH0675,0,6,1
AIM0627,3,6,3
AIP0394,0,2,1
AIP0982,1,4,1
AIS0405,1,3,1
AJC0840,6,58,54
AJD0074,1,5,0
AJF0370,1,2,0
AJH0175,0,3,2
AJL0462,1,8,1
AJN0607,1,8,1
AJP0723,0,7,1
AJR0319,1,7,2
AJR0932,0,6,1
AKC0924,1,7,0
AKF0709,1,4,1
AKH0758,0,4,2
AKK0329,1,7,1
AKR0057,1,2,1
AKW0167,0,8,1
ALB0892,1,8,4
ALC0788,1,6,5
ALD0529,0,4,1
ALD0544,1,5,1
ALH0402,0,6,1
AMD0077,1,3,2
AMH0464,0,6,1
AMH0794,0,7,4
AMJ0297,1,6,1
AMM0014,1,8,4
AMR0318,1,7,1
AMR0400,0,5,1
AMV0036,0,4,3
AMW0392,0,3,1
ANM0123,13,51,49
ANP0555,15,29,22
ANT0430,0,2,1
AOB0019,4,6,3
AOK0844,1,3,1
AOS0987,2,10,3
APG0307,1,8,1
AQD0820,0,5,2
ARA0252,11,43,39
ARB0834,1,6,1
ARB0881,1,4,1
ARD0509,0,9,4
ARL0034,0,7,1
ASB0796,1,3,0
ASD0577,0,1,0
ASG0048,1,1,0
ASG0692,0,2,1
ASL0378,0,1,0
ASM0575,1,3,1
ASS0206,2,8,1
ASS0517,0,3,1
ASV0946,0,8,1
ATE0869,1,6,1
ATF0274,1,4,1
ATP0662,0,4,1
AVM0947,1,4,2
AWM0764,1,2,1
BAH0875,1,2,1
BAJ0654,0,3,0
BAK0964,1,4,1
BAL0044,0,8,1
BAM0611,1,8,4
BAM0636,1,6,2
BBG0325,1,6,5
BBH0810,1,2,1
BBS0039,0,6,0
BBS0422,2,7,2
BCB0679,1,8,2
BCM0653,1,4,0
BCR0581,0,3,1
BDB0453,1,8,1
BDI0533,1,9,2
BDV0168,0,5,2
BEC0505,1,8,1
BEH0615,0,8,1
BER0314,1,4,1
BHC0665,1,7,1
BHW0458,2,13,7
BIH0745,1,7,2
BIS0247,1,2,1
BJH0354,3,4,1
BJH0811,1,2,0
BJM0111,0,4,0
BJP0134,0,2,0
BJW0619,0,8,1
BKW0374,1,7,1
BLB0114,1,4,3
BLL0929,1,3,1
BLS0678,2,4,1
BMC0547,1,7,1
BMG0917,1,9,2
BMM0112,0,1,0
BMS0877,1,3,0
BMT0528,11,45,43
BNG0237,1,2,1
BNR0965,1,4,0
BQS0525,1,8,2
BRB0355,1,3,2
BRM0995,0,1,0
BRS0734,4,46,45
BSA0431,4,44,42
BSB0990,0,7,0
BSH0445,0,8,1
BSS0369,1,7,1
BSS0463,2,2,1
BTL0226,1,1,0
BTL0722,1,9,2
BTN0061,0,2,1
BTR0403,0,3,1
BTS0011,0,8,1
BTW0005,1,8,1
BVC0790,0,6,1
BVN0514,1,1,0
BWH0813,21,87,85
BWP0202,1,3,1
BXJ0010,0,7,0
BYP0070,0,7,1
CAA0612,2,6,1
CAB0388,1,4,0
CAB0614,2,6,0
CAC0889,1,8,5
CAH0936,1,5,1
CAM0102,0,2,1
CAM0681,9,76,74
CAN0842,0,2,1
CAS0507,1,2,1
CBB0365,0,8,3
