user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,6,0
AAF0535,1,7,1
AAF0791,1,8,1
AAL0706,1,5,1
AAM0658,1,4,2
AAN0823,2,7,0
AAS0442,1,5,1
AAV0450,2,3,1
AAW0353,1,4,1
ABC0174,0,5,1
ABC0253,1,6,1
ABH0663,0,7,3
ABM0845,0,3,1
ABN0239,0,7,2
ACC0042,0,6,1
ACV0812,0,2,1
ADC0391,0,8,2
ADD0846,8,40,37
ADF0397,1,8,1
AES0827,1,8,1
AGB0186,1,5,3
AGB0643,1,6,0
AHC0142,1,4,2
AHD0848,0,8,1
AHG0634,0,6,1
AHM0410,1,8,1
AIB0948,1,7,1
AIH0675,0,8,2
AIM0627,1,3,1
AIP0394,0,7,1
AIP0982,1,8,1
AIS0405,1,3,1
AJC0840,9,65,60
AJD0074,2,5,1
AJF0370,1,3,0
AJH0175,0,8,2
AJL0462,1,5,1
AJN0607,1,4,1
AJP0723,0,5,1
AJR0319,1,7,2
AJR0932,0,5,1
AKC0924,1,6,0
AKF0709,1,6,1
AKH0758,0,6,2
AKK0329,1,4,1
AKR0057,1,3,1
AKW0167,0,6,2
ALB0892,1,5,4
ALC0788,1,12,5
ALD0529,0,2,1
ALD0544,2,8,2
ALH0402,0,3,1
AMD0077,1,5,2
AMH0464,0,5,1
AMH0794,0,6,5
AMJ0297,1,5,1
AMM0014,1,5,4
AMR0318,1,2,1
AMR0400,0,6,1
AMV0036,0,11,4
AMW0392,0,3,1
ANM0123,16,73,68
ANP0555,12,31,26
ANT0430,0,3,1
AOB0019,3,7,2
AOK0844,1,8,1
AOS0987,1,6,2
APG0307,1,8,1
AQD0820,0,10,3
ARA0252,9,35,28
ARB0834,1,7,1
ARB0881,1,2,1
ARD0509,0,4,3
ARL0034,0,7,1
ASB0796,1,4,0
ASD0577,0,5,0
ASG0048,1,5,0
ASG0692,0,4,1
ASL0378,0,3,0
ASM0575,1,8,1
ASS0206,2,2,1
ASS0517,0,5,1
ASV0946,0,3,1
ATE0869,1,7,1
ATF0274,0,3,0
ATP0662,0,5,1
AVM0947,1,6,2
AWM0764,2,9,2
BAH0875,1,7,1
BAJ0654,0,6,0
BAK0964,1,6,1
BAL0044,0,3,2
BAM0611,3,12,6
BAM0636,1,9,2
