user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,200.7
AAF0535,3,0,0,0,145.59
AAF0791,2,0,0,0,103.09
AAL0706,2,0,0,0,227.53
AAM0658,3,0,0,0,240.68
AAN0823,3,0,0,0,227.95
AAS0442,2,0,0,0,82.32
AAV0450,4,0,0,0,214.43
AAW0353,3,0,0,0,267.93
ABC0174,2,0,0,0,256.35
ABC0253,2,0,0,0,281.73
ABH0663,3,0,0,0,212.3
ABM0845,3,0,0,0,152.78
ABN0239,2,0,0,0,271.88
ACC0042,2,0,0,0,115.83
ACV0812,4,0,0,0,269.54
ADC0391,2,0,0,0,195.23
ADD0846,44,5,5,2,199.37
ADF0397,5,1,0,0,183.24
AES0827,2,0,0,0,90.02
AGB0186,4,0,0,0,248.61
AGB0643,5,0,1,0,277.58
AHC0142,2,0,0,0,222.81
AHD0848,2,0,0,0,241.31
AHG0634,2,0,0,0,163.16
AHM0410,4,0,0,0,209.17
AIB0948,3,0,0,0,275.24
AIH0675,2,0,0,0,130.52
AIM0627,5,0,1,0,195.69
AIP0394,3,0,0,0,186.95
AIP0982,3,0,0,0,261.57
AIS0405,2,0,0,0,89.26
AJC0840,46,8,6,0,252.51
AJD0074,2,0,0,0,210.45
AJF0370,2,0,0,0,264.11
AJH0175,3,0,0,0,188.71
AJL0462,2,0,0,0,250.06
AJN0607,2,0,0,0,200.88
AJP0723,2,0,0,0,224.86
AJR0319,3,0,0,0,176.65
AJR0932,4,0,0,0,208.42
AKC0924,2,0,0,0,147.99
AKF0709,4,0,1,0,209.8
AKH0758,2,0,0,0,251.66
AKK0329,2,0,0,0,68.06
AKR0057,2,0,0,0,59.78
AKW0167,2,0,0,0,94.4
ALB0892,5,0,1,0,183.44
ALC0788,3,0,0,0,244.93
ALD0529,2,0,0,0,133.3
ALD0544,2,0,0,0,285.61
ALH0402,2,0,0,0,192.86
AMD0077,3,0,0,0,253.85
AMH0464,4,0,0,0,268.52
AMH0794,6,0,0,0,172.99
AMJ0297,2,0,0,0,244.61
AMM0014,3,0,0,0,54.08
AMR0318,2,0,0,0,64.52
AMR0400,2,0,0,0,136.68
AMV0036,3,0,0,0,237.77
AMW0392,4,0,1,0,126.92
ANM0123,57,3,9,4,60.68
ANP0555,29,1,4,1,156.91
ANT0430,2,0,0,0,107.19
AOB0019,4,0,1,0,162.65
AOK0844,2,0,0,0,240.39
AOS0987,6,0,0,0,202.4
APG0307,2,0,0,0,245.3
AQD0820,2,0,0,0,137.87
ARA0252,38,5,2,2,80.71
ARB0834,2,0,0,0,121.29
ARB0881,3,0,0,0,184.0
ARD0509,3,0,0,0,248.67
ARL0034,2,0,0,0,245.51
ASB0796,3,0,0,0,270.38
ASD0577,2,0,0,0,225.24
ASG0048,2,0,0,0,213.63
ASG0692,2,0,0,0,59.06
ASL0378,2,0,0,0,253.44
ASM0575,4,0,0,0,62.89
ASS0206,3,0,0,0,171.49
ASS0517,2,0,0,0,274.35
ASV0946,2,0,0,0,276.92
ATE0869,3,0,0,0,91.49
ATF0274,2,0,0,0,273.79
ATP0662,4,0,1,0,229.6
AVM0947,6,0,0,0,77.46
AWM0764,2,0,0,0,194.7
BAH0875,2,0,0,0,154.1
BAJ0654,3,0,0,0,193.79
BAK0964,2,0,0,0,85.81
BAL0044,2,0,0,0,209.91
BAM0611,4,0,0,0,74.22
BAM0636,3,0,0,0,142.73
BBG0325,4,0,0,0,178.62
BBH0810,2,0,0,0,293.33
BBS0039,2,0,0,0,79.44
BBS0422,3,0,0,0,148.72
BCB0679,2,0,0,0,279.65
BCM0653,2,0,0,0,129.73
BCR0581,2,0,0,0,95.22
BDB0453,2,0,0,0,143.74
BDI0533,2,0,0,0,120.13
BDV0168,2,0,0,0,265.27
BEC0505,2,0,0,0,236.64
BEH0615,2,0,0,0,184.73
BER0314,2,0,0,0,88.57
BHC0665,2,0,0,0,181.95
BHW0458,8,0,0,0,191.52
BIH0745,6,0,0,0,63.28
BIS0247,4,0,0,0,195.36
BJH0354,3,0,0,0,80.6
BJH0811,3,0,0,0,192.96
BJM0111,2,0,0,0,272.58
BJP0134,2,0,0,0,202.39
BJW0619,4,0,0,0,285.42
BKW0374,2,0,0,0,65.92
BLB0114,2,0,0,0,96.93
BLL0929,2,0,0,0,253.91
BLS0678,3,0,0,0,205.39
BMC0547,4,0,0,0,284.76
BMG0917,3,0,0,0,53.3
BMM0112,2,0,0,0,139.99
BMS0877,2,0,0,0,66.68
BMT0528,38,4,8,0,143.11
BNG0237,2,0,0,0,212.77
BNR0965,2,0,0,0,119.77
BQS0525,3,0,0,0,56.39
BRB0355,5,0,0,0,88.8
BRM0995,2,0,0,0,173.29
