user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,82.46
AAF0535,4,0,0,0,142.06
AAF0791,2,0,0,0,92.89
AAL0706,2,0,0,0,273.39
AAM0658,3,0,0,0,108.08
AAN0823,2,0,0,0,240.69
AAS0442,2,0,0,0,182.74
AAV0450,3,0,0,0,109.36
AAW0353,2,0,0,0,79.18
ABC0174,2,0,0,0,211.94
ABC0253,2,0,0,0,257.83
ABH0663,3,0,0,0,141.34
ABM0845,4,0,1,0,256.28
ABN0239,2,0,0,0,211.41
ACC0042,2,0,0,0,226.0
ACV0812,2,0,0,0,108.74
ADC0391,2,0,0,0,182.41
ADD0846,35,1,3,0,217.28
ADF0397,2,0,0,0,61.29
AES0827,2,0,0,0,255.25
AGB0186,5,0,1,0,283.0
AGB0643,2,0,0,0,244.64
AHC0142,2,0,0,0,108.73
AHD0848,2,0,0,0,93.06
AHG0634,2,0,0,0,135.98
AHM0410,2,0,0,0,294.03
AIB0948,3,0,0,0,212.69
AIH0675,5,0,1,0,170.62
AIM0627,3,0,0,0,209.64
AIP0394,2,0,0,0,237.31
AIP0982,3,0,0,0,142.56
AIS0405,2,0,0,0,229.47
AJC0840,52,12,7,0,125.35
AJD0074,2,0,0,0,165.67
AJF0370,2,0,0,0,197.66
AJH0175,2,0,0,0,174.13
AJL0462,2,0,0,0,251.35
AJN0607,2,0,0,0,275.38
AJP0723,2,0,0,0,67.47
AJR0319,3,0,0,0,149.86
AJR0932,2,0,0,0,55.76
AKC0924,2,0,0,0,132.95
AKF0709,5,0,1,0,168.41
AKH0758,2,0,0,0,55.2
AKK0329,2,0,0,0,60.54
AKR0057,2,0,0,0,57.79
AKW0167,2,0,0,0,221.74
ALB0892,7,0,1,0,59.21
ALC0788,4,0,0,0,225.52
ALD0529,2,0,0,0,243.81
ALD0544,2,0,0,0,270.27
ALH0402,2,0,0,0,236.19
AMD0077,3,0,0,0,187.74
AMH0464,4,0,0,0,58.49
AMH0794,3,0,0,0,65.75
AMJ0297,2,0,0,0,59.26
AMM0014,4,0,0,0,256.77
AMR0318,2,0,0,0,259.71
AMR0400,2,0,0,0,238.95
AMV0036,4,0,0,0,242.64
AMW0392,2,0,0,0,283.84
ANM0123,55,10,8,3,162.27
ANP0555,38,2,3,2,151.11
ANT0430,2,0,0,0,56.02
AOB0019,4,0,1,0,260.13
AOK0844,4,0,0,0,220.81
AOS0987,3,0,0,0,136.16
APG0307,5,0,0,0,64.97
AQD0820,4,0,0,0,189.54
ARA0252,40,7,4,3,141.87
ARB0834,3,0,0,0,135.86
ARB0881,3,0,0,0,145.31
ARD0509,3,0,0,0,185.92
ARL0034,2,0,0,0,137.25
ASB0796,2,0,0,0,124.79
ASD0577,2,0,0,0,163.25
ASG0048,2,0,0,0,228.3
ASG0692,4,0,1,0,113.57
ASL0378,2,0,0,0,182.83
ASM0575,2,0,0,0,159.87
ASS0206,3,0,0,0,227.58
ASS0517,5,0,1,0,254.44
ASV0946,2,0,0,0,283.42
ATE0869,5,1,0,0,218.26
ATF0274,2,0,0,0,288.56
ATP0662,2,0,0,0,178.75
AVM0947,3,0,0,0,164.79
AWM0764,2,0,0,0,198.02
BAH0875,4,0,0,0,180.11
BAJ0654,2,0,0,0,108.01
BAK0964,3,0,0,0,166.3
BAL0044,2,0,0,0,113.09
BAM0611,4,0,0,0,65.37
BAM0636,3,0,0,0,199.38
BBG0325,7,0,1,0,247.58
BBH0810,2,0,0,0,166.23
BBS0039,3,0,0,0,205.94
BBS0422,3,0,0,0,89.71
BCB0679,2,0,0,0,130.31
BCM0653,2,0,0,0,185.11
BCR0581,2,0,0,0,183.9
BDB0453,2,0,0,0,69.83
BDI0533,2,0,0,0,256.35
BDV0168,3,0,0,0,193.85
BEC0505,2,0,0,0,76.12
BEH0615,2,0,0,0,253.01
BER0314,4,0,0,0,235.1
BHC0665,2,0,0,0,123.45
BHW0458,5,0,0,0,214.39
BIH0745,4,0,1,0,171.54
BIS0247,2,0,0,0,134.04
BJH0354,6,1,1,0,95.4
BJH0811,2,0,0,0,203.27
BJM0111,2,0,0,0,131.21
BJP0134,2,0,0,0,163.22
BJW0619,2,0,0,0,99.55
BKW0374,2,0,0,0,121.97
BLB0114,2,0,0,0,87.89
BLL0929,2,0,0,0,287.79
BLS0678,3,0,0,0,56.12
BMC0547,2,0,0,0,265.93
BMG0917,3,0,0,0,185.37
BMM0112,2,0,0,0,295.72
BMS0877,2,0,0,0,110.08
