user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,252.16
AAF0535,3,0,0,0,99.21
AAF0791,2,0,0,0,56.19
AAL0706,2,0,0,0,124.04
AAM0658,3,0,0,0,251.6
AAN0823,4,0,0,0,102.08
AAS0442,5,0,0,0,262.58
AAV0450,3,0,0,0,166.72
AAW0353,2,0,0,0,176.6
ABC0174,4,0,0,0,84.14
ABC0253,2,0,0,0,60.29
ABH0663,3,0,0,0,60.82
ABM0845,3,0,0,0,243.07
ABN0239,5,0,0,0,272.13
ACC0042,2,0,0,0,105.41
ACV0812,2,0,0,0,177.87
ADC0391,2,0,0,0,132.74
ADD0846,36,5,5,0,204.77
ADF0397,2,0,0,0,194.2
AES0827,2,0,0,0,161.64
AGB0186,9,1,0,0,258.46
AGB0643,2,0,0,0,223.36
AHC0142,2,0,0,0,208.58
AHD0848,2,0,0,0,264.31
AHG0634,2,0,0,0,64.7
AHM0410,4,0,0,0,191.88
AIB0948,3,0,0,0,72.32
AIH0675,5,0,0,0,298.0
AIM0627,3,0,0,0,233.53
AIP0394,2,0,0,0,98.91
AIP0982,3,0,0,0,282.16
AIS0405,2,0,0,0,88.44
AJC0840,50,6,7,0,299.35
AJD0074,2,0,0,0,116.83
AJF0370,2,0,0,0,122.07
AJH0175,2,0,0,0,231.42
AJL0462,2,0,0,0,99.66
AJN0607,2,0,0,0,101.8
AJP0723,2,0,0,0,111.99
AJR0319,3,0,0,0,243.15
AJR0932,2,0,0,0,175.73
AKC0924,2,0,0,0,139.14
AKF0709,2,0,0,0,191.09
AKH0758,3,0,0,0,162.26
AKK0329,2,0,0,0,154.01
AKR0057,2,0,0,0,229.2
AKW0167,2,0,0,0,284.42
ALB0892,4,0,0,0,277.12
ALC0788,6,0,0,0,56.34
ALD0529,2,0,0,0,112.26
ALD0544,3,0,0,0,109.97
ALH0402,2,0,0,0,252.05
AMD0077,3,0,0,0,80.94
AMH0464,2,0,0,0,254.49
AMH0794,4,0,1,0,162.7
AMJ0297,2,0,0,0,79.62
AMM0014,5,0,0,0,133.29
AMR0318,2,0,0,0,286.1
AMR0400,2,0,0,0,130.94
AMV0036,3,0,0,0,115.04
AMW0392,2,0,0,0,291.06
ANM0123,46,9,10,0,121.69
ANP0555,34,2,3,2,149.14
ANT0430,2,0,0,0,156.84
AOB0019,3,0,0,0,218.77
AOK0844,3,0,0,0,62.39
AOS0987,3,0,0,0,272.51
APG0307,3,0,0,0,231.3
AQD0820,4,0,0,0,175.2
ARA0252,32,3,3,2,72.62
ARB0834,2,0,0,0,73.63
ARB0881,3,0,0,0,119.13
ARD0509,3,0,0,0,85.53
ARL0034,2,0,0,0,227.15
ASB0796,3,0,0,0,257.08
ASD0577,2,0,0,0,187.23
ASG0048,2,0,0,0,100.85
ASG0692,2,0,0,0,257.71
ASL0378,2,0,0,0,90.34
ASM0575,2,0,0,0,294.28
ASS0206,3,0,0,0,268.83
ASS0517,2,0,0,0,275.77
ASV0946,2,0,0,0,283.11
ATE0869,3,0,0,0,75.12
ATF0274,2,0,0,0,206.4
ATP0662,2,0,0,0,116.41
AVM0947,5,1,1,0,66.85
AWM0764,2,0,0,0,240.27
BAH0875,2,0,0,0,186.14
BAJ0654,3,0,0,0,139.93
BAK0964,2,0,0,0,283.23
BAL0044,4,0,0,0,281.66
BAM0611,4,0,0,0,101.76
BAM0636,5,0,0,0,229.57
BBG0325,4,0,0,0,105.61
BBH0810,3,0,0,0,245.26
BBS0039,2,0,0,0,88.31
BBS0422,2,0,0,0,167.87
BCB0679,2,0,0,0,222.05
BCM0653,2,0,0,0,260.52
BCR0581,2,0,0,0,246.89
BDB0453,2,0,0,0,79.1
BDI0533,2,0,0,0,207.46
BDV0168,2,0,0,0,69.77
BEC0505,2,0,0,0,294.21
BEH0615,2,0,0,0,126.7
BER0314,2,0,0,0,252.97
BHC0665,4,0,0,0,109.91
BHW0458,6,0,1,0,258.77
BIH0745,5,0,0,0,231.92
BIS0247,2,0,0,0,292.16
BJH0354,4,0,0,0,81.75
BJH0811,2,0,0,0,281.19
BJM0111,4,0,0,0,175.87
