user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,159.05
AAF0535,6,1,0,0,224.38
AAF0791,4,0,0,0,193.4
AAL0706,2,0,0,0,76.32
AAM0658,4,0,0,0,108.55
AAN0823,2,0,0,0,289.57
AAS0442,2,0,0,0,258.0
AAV0450,5,1,0,0,220.17
AAW0353,2,0,0,0,243.33
ABC0174,2,0,0,0,163.3
ABC0253,2,0,0,0,125.76
ABH0663,3,0,0,0,289.66
ABM0845,2,0,0,0,147.19
ABN0239,2,0,0,0,185.6
ACC0042,4,0,0,0,143.48
ACV0812,2,0,0,0,190.37
ADC0391,2,0,0,0,200.41
ADD0846,55,8,3,3,238.08
ADF0397,2,0,0,0,205.58
AES0827,2,0,0,0,262.39
AGB0186,6,1,1,0,71.56
AGB0643,2,0,0,0,159.02
AHC0142,2,0,0,0,70.93
AHD0848,2,0,0,0,165.95
AHG0634,2,0,0,0,292.02
AHM0410,4,0,0,0,82.38
AIB0948,4,0,1,0,249.93
AIH0675,5,0,1,0,156.02
AIM0627,3,0,0,0,252.36
AIP0394,2,0,0,0,247.46
AIP0982,3,0,0,0,141.75
AIS0405,2,0,0,0,224.5
AJC0840,52,11,9,2,56.44
AJD0074,2,0,0,0,196.21
AJF0370,2,0,0,0,276.2
AJH0175,2,0,0,0,251.89
AJL0462,2,0,0,0,107.03
AJN0607,2,0,0,0,208.62
AJP0723,2,0,0,0,229.34
AJR0319,3,0,0,0,60.22
AJR0932,2,0,0,0,120.22
AKC0924,2,0,0,0,272.07
AKF0709,2,0,0,0,296.13
AKH0758,2,0,0,0,274.9
AKK0329,2,0,0,0,219.33
AKR0057,2,0,0,0,65.06
AKW0167,2,0,0,0,161.36
ALB0892,10,1,2,0,238.26
ALC0788,6,0,0,0,145.14
ALD0529,2,0,0,0,255.1
ALD0544,2,0,0,0,197.03
ALH0402,2,0,0,0,111.76
AMD0077,3,0,0,0,239.59
AMH0464,2,0,0,0,146.29
AMH0794,5,0,0,0,273.79
AMJ0297,4,0,0,0,220.23
AMM0014,3,0,0,0,124.81
AMR0318,3,0,0,0,248.94
AMR0400,2,0,0,0,142.91
AMV0036,3,0,0,0,126.8
AMW0392,2,0,0,0,256.58
