user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,146.59
AAF0535,3,0,0,0,266.28
AAF0791,2,0,0,0,80.27
AAL0706,2,0,0,0,156.49
AAM0658,4,0,1,0,173.1
AAN0823,2,0,0,0,190.02
AAS0442,2,0,0,0,234.9
AAV0450,4,0,0,0,119.5
AAW0353,2,0,0,0,192.75
ABC0174,2,0,0,0,92.01
ABC0253,2,0,0,0,155.17
ABH0663,3,0,0,0,281.88
ABM0845,2,0,0,0,155.98
ABN0239,2,0,0,0,129.58
ACC0042,3,0,0,0,229.44
ACV0812,4,0,0,0,253.5
ADC0391,2,0,0,0,96.9
ADD0846,43,9,9,3,287.92
ADF0397,2,0,0,0,61.73
AES0827,2,0,0,0,130.29
AGB0186,5,0,0,0,234.73
AGB0643,2,0,0,0,171.56
AHC0142,2,0,0,0,207.6
AHD0848,2,0,0,0,103.01
AHG0634,2,0,0,0,225.74
AHM0410,2,0,0,0,222.74
AIB0948,3,0,0,0,136.32
AIH0675,2,0,0,0,74.16
AIM0627,5,0,1,0,50.42
AIP0394,2,0,0,0,266.17
AIP0982,3,0,0,0,177.26
AIS0405,2,0,0,0,284.14
AJC0840,57,5,10,4,285.43
AJD0074,2,0,0,0,53.44
AJF0370,2,0,0,0,75.58
AJH0175,3,0,0,0,123.55
AJL0462,2,0,0,0,52.91
AJN0607,3,0,0,0,187.5
AJP0723,2,0,0,0,79.26
AJR0319,7,1,1,0,160.87
AJR0932,2,0,0,0,132.93
AKC0924,2,0,0,0,221.89
AKF0709,2,0,0,0,264.9
AKH0758,2,0,0,0,233.4
AKK0329,2,0,0,0,96.35
AKR0057,4,0,0,0,74.81
AKW0167,4,0,1,0,134.26
ALB0892,5,0,0,0,153.39
ALC0788,7,0,0,0,241.24
ALD0529,3,0,0,0,217.83
ALD0544,2,0,0,0,86.2
ALH0402,5,0,1,0,236.55
AMD0077,3,0,0,0,113.02
AMH0464,2,0,0,0,161.89
AMH0794,4,0,0,0,198.62
AMJ0297,2,0,0,0,128.63
AMM0014,3,0,0,0,65.11
AMR0318,2,0,0,0,204.45
AMR0400,2,0,0,0,176.69
