user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,278.24
AAF0535,6,1,0,0,98.09
AAF0791,2,0,0,0,282.54
AAL0706,2,0,0,0,271.42
AAM0658,7,0,1,0,181.25
AAN0823,3,0,0,0,111.02
AAS0442,2,0,0,0,170.04
AAV0450,3,0,0,0,93.09
AAW0353,2,0,0,0,261.6
ABC0174,2,0,0,0,279.36
ABC0253,3,0,0,0,138.34
ABH0663,3,0,0,0,234.85
ABM0845,3,0,0,0,83.86
ABN0239,2,0,0,0,190.28
ACC0042,2,0,0,0,186.05
ACV0812,2,0,0,0,296.32
ADC0391,5,0,1,0,180.82
ADD0846,43,2,5,1,203.19
ADF0397,2,0,0,0,238.57
AES0827,2,0,0,0,144.3
AGB0186,4,0,0,0,175.69
AGB0643,2,0,0,0,130.67
AHC0142,2,0,0,0,62.43
AHD0848,2,0,0,0,284.94
AHG0634,2,0,0,0,246.88
AHM0410,2,0,0,0,288.05
AIB0948,3,0,0,0,129.1
AIH0675,2,0,0,0,235.87
AIM0627,3,0,0,0,173.13
AIP0394,2,0,0,0,151.09
AIP0982,3,0,0,0,284.66
AIS0405,4,0,1,0,189.16
AJC0840,63,4,4,1,209.65
AJD0074,2,0,0,0,174.86
AJF0370,2,0,0,0,197.37
AJH0175,2,0,0,0,120.55
AJL0462,5,1,1,0,86.13
AJN0607,3,0,0,0,278.72
AJP0723,2,0,0,0,179.62
AJR0319,4,0,0,0,84.68
AJR0932,2,0,0,0,223.98
AKC0924,2,0,0,0,66.02
AKF0709,2,0,0,0,234.39
AKH0758,2,0,0,0,253.04
AKK0329,4,0,1,0,187.45
AKR0057,2,0,0,0,75.09
AKW0167,2,0,0,0,153.53
ALB0892,5,1,1,0,104.75
ALC0788,3,0,0,0,219.5
ALD0529,2,0,0,0,139.22
ALD0544,2,0,0,0,134.93
ALH0402,2,0,0,0,110.7
AMD0077,3,0,0,0,81.18
AMH0464,2,0,0,0,90.8
AMH0794,4,0,0,0,280.6
AMJ0297,2,0,0,0,119.73
AMM0014,4,0,0,0,220.44
AMR0318,2,0,0,0,140.26
AMR0400,2,0,0,0,161.44
AMV0036,3,0,0,0,131.49
AMW0392,2,0,0,0,152.28
ANM0123,70,16,4,3,83.68
