user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,221.08
AAF0535,3,0,0,0,240.73
AAF0791,2,0,0,0,274.77
AAL0706,5,0,1,0,169.14
AAM0658,6,1,1,0,147.31
AAN0823,2,0,0,0,90.17
AAS0442,2,0,0,0,275.49
AAV0450,5,0,0,0,127.84
AAW0353,2,0,0,0,108.53
ABC0174,4,0,1,0,239.84
ABC0253,2,0,0,0,236.2
ABH0663,3,0,0,0,56.66
ABM0845,2,0,0,0,200.81
ABN0239,2,0,0,0,154.08
ACC0042,2,0,0,0,281.15
ACV0812,5,0,1,0,112.74
ADC0391,2,0,0,0,235.5
ADD0846,33,3,2,2,145.81
ADF0397,2,0,0,0,211.72
AES0827,2,0,0,0,287.34
AGB0186,6,0,0,0,152.59
AGB0643,2,0,0,0,293.58
AHC0142,2,0,0,0,198.97
AHD0848,4,0,0,0,272.46
AHG0634,2,0,0,0,69.49
AHM0410,2,0,0,0,108.45
AIB0948,3,0,0,0,153.02
AIH0675,2,0,0,0,69.56
AIM0627,3,0,0,0,253.07
AIP0394,2,0,0,0,276.86
AIP0982,3,0,0,0,255.81
AIS0405,2,0,0,0,78.87
AJC0840,51,3,7,1,167.26
AJD0074,2,0,0,0,259.77
AJF0370,4,0,0,0,167.92
AJH0175,2,0,0,0,290.41
AJL0462,2,0,0,0,210.26
AJN0607,2,0,0,0,230.06
AJP0723,2,0,0,0,272.49
AJR0319,5,0,0,0,185.67
AJR0932,3,0,0,0,66.62
AKC0924,2,0,0,0,179.61
AKF0709,4,0,0,0,295.57
AKH0758,2,0,0,0,100.64
AKK0329,2,0,0,0,83.12
AKR0057,2,0,0,0,157.68
AKW0167,2,0,0,0,140.69
ALB0892,4,0,1,0,133.52
ALC0788,8,1,0,0,198.95
ALD0529,2,0,0,0,166.44
ALD0544,2,0,0,0,144.41
ALH0402,2,0,0,0,107.13
AMD0077,5,0,0,0,227.23
AMH0464,2,0,0,0,171.62
AMH0794,4,0,0,0,89.09
AMJ0297,3,0,0,0,63.37
AMM0014,3,0,0,0,215.44
AMR0318,2,0,0,0,238.32
AMR0400,4,0,0,0,175.47
AMV0036,3,0,0,0,97.91
AMW0392,2,0,0,0,239.86
ANM0123,52,8,3,3,168.76
ANP0555,40,6,10,1,146.69
ANT0430,2,0,0,0,165.98
AOB0019,3,0,0,0,192.78
AOK0844,2,0,0,0,268.39
AOS0987,3,0,0,0,298.78
APG0307,2,0,0,0,156.8
AQD0820,2,0,0,0,219.72
ARA0252,28,2,5,1,86.32
ARB0834,2,0,0,0,101.91
ARB0881,3,0,0,0,276.4
ARD0509,5,0,0,0,119.34
ARL0034,2,0,0,0,105.78
ASB0796,2,0,0,0,71.92
ASD0577,2,0,0,0,94.8
ASG0048,3,0,0,0,192.24
ASG0692,5,0,0,0,188.1
ASL0378,2,0,0,0,247.93
ASM0575,2,0,0,0,274.19
ASS0206,4,0,0,0,175.89
ASS0517,2,0,0,0,204.63
ASV0946,2,0,0,0,150.06
ATE0869,3,0,0,0,126.85
ATF0274,5,0,0,0,169.82
ATP0662,2,0,0,0,78.74
AVM0947,3,0,0,0,288.63
AWM0764,2,0,0,0,233.0
BAH0875,3,0,0,0,200.25
BAJ0654,4,0,0,0,164.2
BAK0964,2,0,0,0,128.46
BAL0044,2,0,0,0,119.76
BAM0611,10,1,0,0,270.84
BAM0636,3,0,0,0,106.13
BBG0325,4,0,0,0,227.97
BBH0810,2,0,0,0,99.73
BBS0039,2,0,0,0,295.44
BBS0422,2,0,0,0,225.4
BCB0679,4,0,0,0,167.21
BCM0653,2,0,0,0,253.02
BCR0581,2,0,0,0,114.75
BDB0453,2,0,0,0,135.77
BDI0533,2,0,0,0,107.52
BDV0168,2,0,0,0,207.82
BEC0505,2,0,0,0,175.04
BEH0615,2,0,0,0,51.92
BER0314,2,0,0,0,199.02
BHC0665,2,0,0,0,54.36
BHW0458,11,1,2,0,264.22
BIH0745,4,0,0,0,167.61
BIS0247,2,0,0,0,267.19
BJH0354,4,0,0,0,239.61
BJH0811,2,0,0,0,275.73
BJM0111,3,0,0,0,223.93
BJP0134,2,0,0,0,150.98
BJW0619,2,0,0,0,109.32
BKW0374,2,0,0,0,249.05
BLB0114,2,0,0,0,137.1
BLL0929,2,0,0,0,288.66
BLS0678,3,0,0,0,248.3
BMC0547,2,0,0,0,227.22
BMG0917,3,0,0,0,218.26
BMM0112,2,0,0,0,100.52
BMS0877,2,0,0,0,221.85
BMT0528,48,5,10,2,186.63
BNG0237,2,0,0,0,197.59
BNR0965,2,0,0,0,269.24
BQS0525,3,0,0,0,138.87
