user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,3,0,0,0,258.67
AAF0535,3,0,0,0,59.32
AAF0791,2,0,0,0,299.12
AAL0706,3,0,0,0,128.4
AAM0658,6,0,1,0,267.65
AAN0823,4,0,0,0,171.26
AAS0442,2,0,0,0,148.48
AAV0450,3,0,0,0,124.69
AAW0353,4,0,0,0,283.33
ABC0174,2,0,0,0,268.32
ABC0253,2,0,0,0,287.75
ABH0663,3,0,0,0,82.88
ABM0845,2,0,0,0,283.79
ABN0239,3,0,0,0,63.92
ACC0042,2,0,0,0,257.95
ACV0812,2,0,0,0,260.93
ADC0391,2,0,0,0,257.78
ADD0846,34,2,2,2,146.24
ADF0397,2,0,0,0,195.25
AES0827,2,0,0,0,189.35
AGB0186,10,1,0,0,98.51
AGB0643,2,0,0,0,156.71
AHC0142,2,0,0,0,149.02
AHD0848,2,0,0,0,277.7
AHG0634,2,0,0,0,139.11
AHM0410,2,0,0,0,281.2
AIB0948,3,0,0,0,101.13
AIH0675,4,0,0,0,154.36
AIM0627,3,0,0,0,68.02
AIP0394,2,0,0,0,71.04
AIP0982,6,0,0,0,170.31
AIS0405,3,0,0,0,134.62
AJC0840,57,7,13,2,185.39
AJD0074,2,0,0,0,157.8
AJF0370,4,0,0,0,207.13
AJH0175,2,0,0,0,211.71
AJL0462,3,0,0,0,143.39
AJN0607,5,0,1,0,104.37
AJP0723,3,0,0,0,143.18
AJR0319,5,0,0,0,271.38
AJR0932,2,0,0,0,89.07
AKC0924,2,0,0,0,160.74
AKF0709,2,0,0,0,68.57
AKH0758,2,0,0,0,192.14
AKK0329,2,0,0,0,150.26
AKR0057,3,0,0,0,232.22
AKW0167,4,0,0,0,280.79
ALB0892,6,1,1,0,265.86
ALC0788,3,0,0,0,156.27
ALD0529,2,0,0,0,216.83
ALD0544,2,0,0,0,280.76
ALH0402,2,0,0,0,87.57
AMD0077,4,0,0,0,266.19
AMH0464,2,0,0,0,206.44
AMH0794,4,0,0,0,59.97
AMJ0297,2,0,0,0,195.29
AMM0014,3,0,0,0,100.72
AMR0318,2,0,0,0,163.25
AMR0400,2,0,0,0,271.99
AMV0036,3,0,0,0,132.66
AMW0392,2,0,0,0,50.62
ANM0123,54,3,3,0,94.66
ANP0555,50,5,3,1,233.11
ANT0430,2,0,0,0,210.09
AOB0019,7,0,1,0,65.34
AOK0844,3,0,0,0,54.41
AOS0987,5,0,1,0,220.46
APG0307,2,0,0,0,81.53
AQD0820,2,0,0,0,174.01
ARA0252,28,3,4,1,241.97
ARB0834,2,0,0,0,168.15
ARB0881,3,0,0,0,52.19
ARD0509,3,0,0,0,95.73
ARL0034,2,0,0,0,176.4
ASB0796,2,0,0,0,89.69
ASD0577,2,0,0,0,191.52
ASG0048,2,0,0,0,177.49
ASG0692,2,0,0,0,117.72
ASL0378,2,0,0,0,266.13
ASM0575,2,0,0,0,122.37
ASS0206,4,0,0,0,299.03
ASS0517,2,0,0,0,127.02
ASV0946,2,0,0,0,174.62
ATE0869,3,0,0,0,143.47
ATF0274,2,0,0,0,245.8
ATP0662,2,0,0,0,113.3
AVM0947,3,0,0,0,113.87
AWM0764,2,0,0,0,273.82
BAH0875,2,0,0,0,67.79
BAJ0654,4,0,0,0,222.03
BAK0964,2,0,0,0,126.47
BAL0044,2,0,0,0,143.94
BAM0611,10,0,0,0,254.87
BAM0636,3,0,0,0,242.61
BBG0325,4,0,1,0,135.89
BBH0810,2,0,0,0,60.66
BBS0039,2,0,0,0,152.03
BBS0422,5,1,0,0,167.6
BCB0679,2,0,0,0,296.97
BCM0653,2,0,0,0,211.71
BCR0581,2,0,0,0,139.54
BDB0453,2,0,0,0,191.61
BDI0533,2,0,0,0,79.9
BDV0168,2,0,0,0,106.64
BEC0505,2,0,0,0,131.15
BEH0615,4,0,1,0,205.33
BER0314,4,0,0,0,237.33
BHC0665,2,0,0,0,198.38
BHW0458,6,0,0,0,74.26
BIH0745,6,1,1,0,244.46
BIS0247,3,0,0,0,123.44
BJH0354,3,0,0,0,126.36
BJH0811,2,0,0,0,170.91
