user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,3,0,0,0,189.69
AAF0535,5,0,0,0,80.01
AAF0791,2,0,0,0,249.95
AAL0706,3,0,0,0,251.09
AAM0658,4,0,1,0,238.01
AAN0823,2,0,0,0,141.45
AAS0442,2,0,0,0,231.39
AAV0450,4,0,0,0,279.18
AAW0353,2,0,0,0,111.15
ABC0174,2,0,0,0,200.08
ABC0253,2,0,0,0,220.5
ABH0663,3,0,0,0,166.49
ABM0845,2,0,0,0,286.44
ABN0239,2,0,0,0,289.17
ACC0042,2,0,0,0,264.97
ACV0812,2,0,0,0,149.35
ADC0391,2,0,0,0,251.73
ADD0846,43,5,3,2,75.57
ADF0397,3,0,0,0,118.03
AES0827,2,0,0,0,288.24
AGB0186,9,0,1,0,148.75
AGB0643,2,0,0,0,272.04
AHC0142,3,0,0,0,56.06
AHD0848,3,0,0,0,71.73
AHG0634,3,0,0,0,144.11
AHM0410,5,0,1,0,182.06
AIB0948,3,0,0,0,128.64
AIH0675,5,1,1,0,280.11
AIM0627,3,0,0,0,140.79
AIP0394,4,0,0,0,258.74
AIP0982,3,0,0,0,290.86
AIS0405,2,0,0,0,155.36
AJC0840,40,4,5,2,266.49
AJD0074,2,0,0,0,249.22
AJF0370,4,0,0,0,214.22
AJH0175,2,0,0,0,286.04
AJL0462,2,0,0,0,95.62
AJN0607,2,0,0,0,101.09
AJP0723,2,0,0,0,96.18
AJR0319,5,0,0,0,275.19
AJR0932,4,0,0,0,157.4
AKC0924,2,0,0,0,252.39
AKF0709,2,0,0,0,72.49
AKH0758,2,0,0,0,158.44
AKK0329,2,0,0,0,210.51
AKR0057,2,0,0,0,129.37
AKW0167,2,0,0,0,176.41
ALB0892,5,0,0,0,228.46
ALC0788,4,0,0,0,117.3
ALD0529,2,0,0,0,67.35
ALD0544,2,0,0,0,179.53
ALH0402,2,0,0,0,262.13
AMD0077,3,0,0,0,174.56
AMH0464,4,0,1,0,268.98
AMH0794,4,0,0,0,193.11
AMJ0297,2,0,0,0,110.62
AMM0014,4,0,0,0,239.69
AMR0318,2,0,0,0,97.22
AMR0400,2,0,0,0,222.11
AMV0036,3,0,0,0,228.84
AMW0392,2,0,0,0,180.45
ANM0123,101,21,7,7,152.97
ANP0555,48,8,8,0,200.83
ANT0430,2,0,0,0,84.96
AOB0019,7,0,1,0,267.84
AOK0844,2,0,0,0,110.65
AOS0987,4,0,0,0,192.94
APG0307,2,0,0,0,200.78
AQD0820,2,0,0,0,252.6
ARA0252,31,4,2,1,215.55
ARB0834,4,0,0,0,212.31
ARB0881,3,0,0,0,242.49
ARD0509,3,0,0,0,116.33
ARL0034,2,0,0,0,94.33
ASB0796,2,0,0,0,113.83
ASD0577,2,0,0,0,107.11
ASG0048,2,0,0,0,246.44
ASG0692,2,0,0,0,226.47
ASL0378,2,0,0,0,83.84
ASM0575,2,0,0,0,233.48
ASS0206,4,0,0,0,130.53
ASS0517,2,0,0,0,230.52
ASV0946,2,0,0,0,225.63
ATE0869,3,0,0,0,232.02
ATF0274,2,0,0,0,119.2
ATP0662,2,0,0,0,185.03
AVM0947,3,0,0,0,280.94
AWM0764,2,0,0,0,115.98
BAH0875,4,0,0,0,77.45
BAJ0654,2,0,0,0,79.04
BAK0964,4,0,1,0,58.18
BAL0044,2,0,0,0,190.93
BAM0611,4,0,0,0,258.69
BAM0636,3,0,0,0,195.65
BBG0325,6,0,1,0,222.42
BBH0810,2,0,0,0,205.85
BBS0039,2,0,0,0,264.82
BBS0422,2,0,0,0,291.83
BCB0679,3,0,0,0,185.43
BCM0653,2,0,0,0,132.31
BCR0581,2,0,0,0,207.07
BDB0453,2,0,0,0,52.15
BDI0533,4,0,0,0,270.58
