user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,7,0
AAF0535,2,9,2
AAF0791,1,4,1
AAL0706,2,4,1
AAM0658,2,4,3
AAN0823,2,3,0
AAS0442,1,3,1
AAV0450,2,2,1
AAW0353,1,2,1
ABC0174,0,6,1
ABC0253,1,2,1
ABH0663,0,8,4
ABM0845,1,7,2
ABN0239,0,8,2
ACC0042,0,8,1
ACV0812,0,2,1
ADC0391,0,7,2
ADD0846,8,41,37
ADF0397,1,4,1
AES0827,1,2,1
AGB0186,1,8,4
AGB0643,1,3,0
AHC0142,1,4,1
AHD0848,1,9,2
AHG0634,0,8,1
AHM0410,1,6,1
AIB0948,1,8,1
AIH0675,0,5,2
AIM0627,1,5,1
AIP0394,0,3,1
AIP0982,1,5,1
AIS0405,1,2,1
AJC0840,7,57,50
AJD0074,2,7,1
AJF0370,2,2,1
AJH0175,0,8,2
AJL0462,1,2,1
AJN0607,1,7,1
AJP0723,0,6,1
AJR0319,1,6,2
AJR0932,0,2,1
AKC0924,1,5,0
AKF0709,1,2,1
AKH0758,0,4,2
AKK0329,1,2,1
AKR0057,1,5,1
AKW0167,0,8,2
ALB0892,1,8,5
ALC0788,1,12,5
ALD0529,0,2,1
ALD0544,1,4,1
ALH0402,0,2,1
AMD0077,1,6,2
AMH0464,0,8,1
AMH0794,0,8,5
AMJ0297,1,8,1
AMM0014,1,7,5
AMR0318,1,8,1
AMR0400,0,2,1
AMV0036,0,8,5
AMW0392,0,3,1
ANM0123,14,46,43
ANP0555,14,24,22
ANT0430,0,4,1
AOB0019,3,9,2
AOK0844,1,8,1
AOS0987,1,4,2
APG0307,1,4,2
AQD0820,0,5,2
ARA0252,8,33,31
ARB0834,1,7,1
ARB0881,1,6,1
ARD0509,0,10,3
ARL0034,0,2,1
ASB0796,1,7,0
ASD0577,0,5,0
ASG0048,1,5,0
ASG0692,0,6,1
ASL0378,0,5,0
ASM0575,1,4,1
ASS0206,2,2,1
ASS0517,0,7,1
ASV0946,0,5,1
ATE0869,1,8,1
ATF0274,0,2,0
ATP0662,0,5,1
AVM0947,1,10,3
AWM0764,1,2,1
BAH0875,1,8,1
BAJ0654,0,7,0
BAK0964,1,3,1
BAL0044,0,5,1
BAM0611,1,6,3
BAM0636,1,7,3
BBG0325,2,10,8
BBH0810,1,5,1
BBS0039,0,4,0
BBS0422,1,8,1
BCB0679,0,6,1
BCM0653,1,1,0
BCR0581,0,5,1
BDB0453,1,3,1
BDI0533,1,8,1
BDV0168,0,3,2
BEC0505,1,3,1
BEH0615,0,5,1
BER0314,1,8,1
BHC0665,1,4,1
BHW0458,1,7,4
BIH0745,1,6,2
BIS0247,1,3,1
BJH0354,3,4,1
BJH0811,1,5,0
BJM0111,0,3,0
BJP0134,0,4,0
BJW0619,0,7,1
BKW0374,1,3,1
BLB0114,0,5,2
BLL0929,1,2,1
BLS0678,2,7,1
BMC0547,1,7,1
BMG0917,1,6,2
BMM0112,0,7,0
BMS0877,1,5,0
BMT0528,17,61,54
BNG0237,1,5,1
BNR0965,1,1,0
BQS0525,1,9,2
BRB0355,1,7,2
BRM0995,0,6,0
BRS0734,4,43,42
BSA0431,5,46,42
BSB0990,0,1,0
BSH0445,0,4,1
BSS0369,1,8,1
BSS0463,2,7,1
BTL0226,1,2,0
BTL0722,1,9,2
BTN0061,0,4,1
BTR0403,0,6,1
BTS0011,0,5,1
BTW0005,1,6,1
BVC0790,0,5,1
BVN0514,2,6,0
BWH0813,15,60,56
BWP0202,1,7,1
BXJ0010,0,7,0
BYP0070,0,6,1
CAA0612,1,8,1
CAB0388,1,2,0
CAB0614,2,5,0
CAC0889,1,10,5
CAH0936,1,4,1
CAM0102,0,5,1
CAM0681,7,56,55
CAN0842,0,6,1
CAS0507,1,3,1
CBB0365,0,7,4
CBG0398,1,8,1
CBG0490,1,8,2
CCA0046,1,6,1
CCC0393,0,5,2
CCH0182,1,8,2
CCH0685,1,1,0
