user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,2,0
AAF0535,2,4,2
AAF0791,1,3,2
AAL0706,1,5,1
AAM0658,1,8,2
AAN0823,2,7,0
AAS0442,1,4,1
AAV0450,4,4,3
AAW0353,1,5,1
ABC0174,0,5,1
ABC0253,1,3,1
ABH0663,0,10,4
ABM0845,0,2,1
ABN0239,0,6,2
ACC0042,0,7,1
ACV0812,0,5,1
ADC0391,1,11,4
ADD0846,8,39,36
ADF0397,1,4,1
AES0827,1,4,1
AGB0186,1,5,4
AGB0643,2,7,0
AHC0142,1,4,1
AHD0848,0,8,1
AHG0634,0,8,1
AHM0410,1,2,1
AIB0948,1,2,1
AIH0675,0,2,1
AIM0627,1,3,1
AIP0394,0,6,1
AIP0982,2,8,2
AIS0405,1,6,2
AJC0840,7,44,42
AJD0074,1,2,0
AJF0370,1,4,0
AJH0175,0,9,2
AJL0462,1,3,1
AJN0607,1,4,2
AJP0723,0,2,1
AJR0319,3,6,4
AJR0932,0,5,1
AKC0924,1,2,0
AKF0709,1,4,1
AKH0758,0,5,2
AKK0329,1,2,1
AKR0057,1,8,1
AKW0167,0,8,1
ALB0892,1,9,4
ALC0788,1,6,3
ALD0529,0,6,1
ALD0544,1,8,1
ALH0402,0,8,1
AMD0077,1,7,2
AMH0464,0,8,1
AMH0794,0,7,4
AMJ0297,1,4,1
AMM0014,1,9,5
AMR0318,1,6,1
AMR0400,0,4,1
AMV0036,0,10,4
AMW0392,0,3,1
ANM0123,13,49,45
ANP0555,13,25,23
ANT0430,0,2,1
AOB0019,4,6,3
AOK0844,1,5,1
AOS0987,1,8,2
APG0307,1,5,1
AQD0820,0,4,2
ARA0252,8,27,26
ARB0834,1,8,1
ARB0881,2,3,2
ARD0509,0,6,3
ARL0034,0,6,1
ASB0796,2,2,1
ASD0577,0,7,0
ASG0048,1,3,0
ASG0692,0,6,1
ASL0378,0,2,0
ASM0575,1,6,1
ASS0206,4,10,3
ASS0517,0,6,1
ASV0946,0,6,1
ATE0869,1,3,1
ATF0274,0,6,0
ATP0662,0,4,1
AVM0947,1,9,2
AWM0764,1,2,1
BAH0875,1,6,1
BAJ0654,0,7,0
BAK0964,1,4,1
BAL0044,0,2,1
BAM0611,1,5,4
BAM0636,1,7,2
BBG0325,1,9,4
BBH0810,1,5,1
BBS0039,0,6,0
BBS0422,1,5,1
BCB0679,0,7,1
BCM0653,1,4,0
BCR0581,0,7,1
BDB0453,1,6,1
BDI0533,1,3,1
BDV0168,0,8,2
BEC0505,1,6,1
BEH0615,0,8,1
BER0314,1,9,2
BHC0665,1,6,1
BHW0458,1,12,5
BIH0745,3,9,4
BIS0247,1,2,1
BJH0354,3,8,1
BJH0811,1,7,0
BJM0111,0,4,0
BJP0134,0,3,0
BJW0619,0,7,1
BKW0374,1,4,1
BLB0114,0,8,1
BLL0929,1,2,1
BLS0678,2,3,1
BMC0547,1,6,1
BMG0917,1,9,3
BMM0112,0,2,0
BMS0877,1,4,0
BMT0528,9,43,37
BNG0237,1,2,1
BNR0965,1,5,0
BQS0525,1,5,2
BRB0355,1,9,2
BRM0995,0,2,0
BRS0734,4,44,40
BSA0431,4,51,44
BSB0990,0,3,0
BSH0445,0,2,1
BSS0369,1,7,1
BSS0463,2,4,1
BTL0226,2,8,1
BTL0722,1,10,3
BTN0061,0,2,1
BTR0403,0,3,1
BTS0011,0,4,1
BTW0005,1,6,1
BVC0790,0,3,1
BVN0514,1,6,0
BWH0813,12,58,53
BWP0202,1,5,1
BXJ0010,0,7,0
BYP0070,0,2,1
CAA0612,1,4,1
CAB0388,1,2,0
CAB0614,2,7,0
CAC0889,1,8,3
CAH0936,1,7,1
CAM0102,0,5,1
CAM0681,6,73,68
CAN0842,0,4,1
CAS0507,1,5,1
CBB0365,0,5,3
CBG0398,1,6,1
CBG0490,1,6,2
CCA0046,1,3,1
CCC0393,0,8,2
CCH0182,1,8,2
CCH0685,2,2,0
CCL0068,1,8,1
CCM0136,1,8,1
CCM0467,1,9,2
CCM0855,1,7,2
CCR0863,1,4,1
CCW0031,0,9,3
CCW0524,1,8,1
CEB0210,1,2,1
CEJ0109,0,7,0
CEL0561,1,3,1
CFG0959,1,4,2
CFM0767,0,3,0
CFW0264,1,6,3
CGA0629,1,3,1
CGB0637,0,5,1
CGF0337,0,7,1
CHG0146,2,8,1
CHM0821,1,6,0
CIG0052,1,8,2
