user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,2,0
AAF0535,2,6,2
AAF0791,1,4,1
AAL0706,2,2,1
AAM0658,1,5,2
AAN0823,2,6,0
AAS0442,1,4,1
AAV0450,3,3,2
AAW0353,1,3,1
ABC0174,0,7,1
ABC0253,1,4,1
ABH0663,0,9,5
ABM0845,0,8,1
ABN0239,0,5,2
ACC0042,0,7,1
ACV0812,0,5,1
ADC0391,0,8,3
ADD0846,9,38,36
ADF0397,1,3,1
AES0827,1,6,1
AGB0186,1,5,4
AGB0643,1,5,0
AHC0142,1,4,1
AHD0848,0,6,1
AHG0634,0,3,1
AHM0410,1,2,1
AIB0948,1,6,1
AIH0675,0,8,1
AIM0627,1,8,1
AIP0394,0,5,1
AIP0982,1,5,1
AIS0405,1,8,1
AJC0840,7,52,49
AJD0074,2,8,1
AJF0370,1,5,0
AJH0175,0,8,2
AJL0462,2,7,3
AJN0607,1,6,1
AJP0723,0,2,1
AJR0319,2,7,3
AJR0932,0,7,1
AKC0924,1,5,0
AKF0709,1,5,1
AKH0758,0,9,2
AKK0329,1,8,1
AKR0057,1,8,1
AKW0167,0,7,1
ALB0892,1,6,4
ALC0788,1,10,5
ALD0529,0,5,1
ALD0544,1,2,1
ALH0402,0,8,1
AMD0077,1,7,2
AMH0464,0,6,1
AMH0794,0,8,4
AMJ0297,1,5,1
AMM0014,1,5,3
AMR0318,1,7,1
AMR0400,0,3,1
AMV0036,0,7,5
AMW0392,0,2,1
ANM0123,12,52,51
ANP0555,13,26,22
ANT0430,0,7,1
AOB0019,3,4,2
AOK0844,1,2,1
AOS0987,3,8,4
APG0307,1,5,1
AQD0820,0,5,2
ARA0252,13,48,42
ARB0834,1,2,1
ARB0881,1,6,1
ARD0509,0,12,5
ARL0034,0,6,1
ASB0796,1,5,0
ASD0577,0,3,0
ASG0048,1,2,0
ASG0692,1,5,2
ASL0378,0,3,0
ASM0575,1,4,1
ASS0206,3,9,2
ASS0517,0,2,1
ASV0946,0,4,1
ATE0869,1,6,1
ATF0274,0,5,0
ATP0662,0,6,1
AVM0947,1,4,2
AWM0764,2,7,2
BAH0875,1,8,1
BAJ0654,0,3,0
BAK0964,1,7,1
BAL0044,0,6,1
BAM0611,1,6,4
BAM0636,1,8,2
BBG0325,1,11,4
BBH0810,1,4,1
BBS0039,0,6,0
BBS0422,1,7,1
BCB0679,0,6,1
BCM0653,1,6,0
BCR0581,0,6,1
BDB0453,2,4,2
BDI0533,1,7,1
BDV0168,0,8,2
BEC0505,1,7,1
BEH0615,0,2,1
BER0314,1,5,1
BHC0665,1,7,1
BHW0458,1,10,4
BIH0745,1,5,2
BIS0247,1,7,1
BJH0354,5,4,1
BJH0811,1,4,0
BJM0111,0,4,0
BJP0134,0,1,0
BJW0619,0,4,1
BKW0374,1,3,1
BLB0114,0,4,1
BLL0929,1,4,1
BLS0678,2,7,1
BMC0547,1,3,1
BMG0917,1,5,2
BMM0112,0,1,0
BMS0877,1,3,0
BMT0528,11,35,34
BNG0237,1,6,1
BNR0965,1,4,0
BQS0525,1,6,2
BRB0355,1,3,2
BRM0995,0,2,0
BRS0734,5,51,44
BSA0431,4,50,47
BSB0990,0,6,0
BSH0445,0,9,2
BSS0369,1,5,1
BSS0463,2,4,1
BTL0226,1,4,0
BTL0722,1,4,2
BTN0061,0,4,1
BTR0403,0,7,1
BTS0011,0,4,1
BTW0005,1,7,1
BVC0790,0,3,2
BVN0514,1,5,0
BWH0813,12,54,50
BWP0202,1,7,1
BXJ0010,0,4,0
BYP0070,0,4,1
CAA0612,1,7,1
CAB0388,1,5,0
CAB0614,3,5,0
CAC0889,2,13,6
CAH0936,1,7,1
CAM0102,0,6,1
CAM0681,6,59,55
CAN0842,0,8,1
CAS0507,1,6,1
CBB0365,0,9,4
CBG0398,1,8,1
CBG0490,1,3,1
CCA0046,1,4,1
CCC0393,0,5,2
CCH0182,1,7,2
CCH0685,1,7,0
CCL0068,1,4,1
CCM0136,1,4,1
CCM0467,1,8,2
CCM0855,1,7,2
CCR0863,1,4,1
CCW0031,0,9,4
CCW0524,1,7,1
CEB0210,1,7,1
CEJ0109,0,5,0
CEL0561,1,8,2
CFG0959,1,5,1
CFM0767,0,7,0
CFW0264,0,7,1
CGA0629,1,7,1
CGB0637,0,8,1
CGF0337,0,8,1
CHG0146,2,3,1
CHM0821,1,4,0
CIG0052,0,7,1
CIM0271,2,2,1
CIM0926,1,9,2
CJC0494,0,7,1
CJF0802,1,2,1
CJG0470,1,8,1
CJH0702,1,8,1
CJK0200,1,6,1
CJM0138,1,11,6
CJM0521,0,3,1
CJP0952,1,3,0
CJV0286,1,7,1
CKB0427,2,3,2
CKB0482,3,7,2
CKD0680,0,8,3
CKH0144,1,7,1
CKP0721,0,6,0
CLB0774,1,15,8
CLD0894,0,7,0
CLF0852,0,3,1
CLH0703,0,3,2
CLS0296,2,9,4
CMB0912,1,2,1
CMM0487,1,6,0
CMS0454,1,3,1
CMW0783,1,9,2
CNB0900,1,9,2
CNE0352,1,2,1
CNM0800,1,4,1
COF0120,19,41,35
COM0321,1,2,0
CPG0322,1,4,0
CQH0701,2,5,4
CQH0730,1,7,4
CQW0652,1,4,0
CRD0624,1,8,1
CRK0916,0,7,1
CRO0027,1,6,1
CRP0456,1,2,1
CSB0080,0,7,1
CSC0217,1,3,1
CSH0626,0,4,2
CSJ0340,1,7,1
CSL0949,1,5,1
CSP0197,0,5,0
CTA0020,9,27,25
CTR0341,3,4,2
CTR0697,0,4,1
CTW0500,1,3,1
CUD0795,1,3,1
CWB0065,4,9,2
CWR0502,2,9,2
CXC0336,9,63,60
CYA0506,0,5,3
DAG0558,1,8,1
DAL0673,1,1,0
DAR0885,1,4,1
DBB0384,0,7,1
DBG0261,4,46,44
DBS0235,0,7,2
DBW0483,0,7,0
DCC0160,6,63,56
DCH0843,1,6,2
DDA0476,0,3,1
DDM0579,1,8,1
DEB0782,0,4,1
DFH0188,1,5,1
DFR0218,0,3,1
DGF0443,13,91,84
DGM0754,0,8,1
DGN0480,0,9,2
DGW0752,17,64,58
DHM0937,1,3,1
DIB0081,1,3,1
DIB0285,1,6,3
DIC0988,1,8,2
DID0650,0,11,4
DIW0118,1,11,6
DJB0159,0,1,0
DJS0682,17,60,59
DKB0631,1,8,2
DLF0377,16,79,73
DLH0029,9,55,53
DLM0051,0,5,1
DLS0383,0,5,0
DMG0358,0,5,3
DMK0257,1,7,4
DMM0623,1,2,1
DOL0332,0,4,2
DOP0562,1,5,1
DPM0423,3,3,1
DPS0262,14,52,50
DRR0162,13,37,36
DRR0242,1,1,0
DSB0731,4,29,25
DSM0591,1,6,5
DTP0379,2,2,0
DTT0076,1,3,2
DVM0265,0,7,1
DVW0103,1,6,2
DZC0228,1,7,1
EAH0466,1,2,1
EBC0390,7,46,45
ECF0828,1,5,1
ECL0930,2,6,2
ECR0822,0,2,1
EDA0684,0,8,1
EDB0714,0,7,1
EFS0882,1,4,0
EGD0132,7,58,57
EGD0409,5,8,2
EGK0893,0,7,1
EHB0420,12,32,25
EHB0824,0,6,0
EHD0584,2,8,1
EHR0096,1,9,2
EIM0156,0,4,2
EIP0997,0,10,3
EIS0041,0,8,2
EJW0884,0,8,1
ELB0847,0,3,1
ELH0960,2,5,0
ELT0769,1,3,1
EMB0531,6,51,48
EMS0317,2,6,1
EMW0105,1,6,3
EMW0772,1,6,1
ENC0234,0,1,0
ENL0100,0,3,2
EPW0434,1,8,4
ERH0449,1,5,1
ESA0642,2,7,0
ESH0135,1,4,3
ESH0283,0,8,1
ESJ0670,0,3,0
ESR0693,1,5,1
ETR0177,1,9,3
ETR0428,13,49,44
EWH0191,1,6,1
EZH0736,17,51,48
EZT0640,1,2,0
FAW0032,1,4,1
FBA0348,0,4,0
FBW0747,1,7,1
FDE0117,1,8,5
FEB0306,4,9,4
FFC0891,1,1,0
FGW0853,1,3,2
FHO0630,1,10,4
FHS0837,0,3,2
FIR0920,1,2,1
FKB0163,9,65,60
FKK0055,2,7,1
FLM0213,5,58,51
FMG0527,3,2,1
FOB0756,0,8,1
FPC0954,1,4,1
FQA0854,0,4,1
FRB0023,1,8,1
FRL0511,0,2,0
FRR0832,0,7,2
FSB0399,1,8,2
FSC0601,0,9,5
FTM0406,1,7,1
FUM0015,1,3,1
FWM0707,1,8,1
FXF0957,1,6,1
GAF0060,2,2,1
GAF0570,1,3,1
GBM0603,1,5,1
GCC0744,1,5,0
GCC0945,5,3,2
GCG0951,0,1,0
GCL0016,0,6,1
GCR0554,0,5,2
GCS0518,1,4,1
GCS0571,1,8,4
GDF0704,0,10,4
GHH0288,0,4,2
GHL0460,0,3,2
GJD0298,1,3,2
GJT0386,0,8,1
GKO0078,0,4,1
GLR0975,1,8,3
GMF0738,1,6,1
GNS0178,7,60,58
GNZ0953,0,7,4
GOK0238,0,7,1
GQF0659,1,3,0
GQP0743,0,6,0
GRC0145,0,3,1
GRM0868,5,30,23
GTD0116,0,7,3
GTD0219,1,8,6
GTD0898,2,9,2
GZB0469,7,37,33
GZC0735,0,8,2
HAC0282,1,2,1
HAD0246,1,7,1
HAH0248,1,8,1
HAH0760,2,4,1
HAM0985,2,10,4
HAV0121,2,9,2
HBB0056,1,7,2
HBO0413,1,5,1
HCC0344,1,8,1
HCL0113,1,2,0
HCL0651,14,48,45
HCM0267,1,6,1
HCS0003,0,4,2
HCV0478,9,67,63
HCW0419,0,6,1
HDD0789,1,9,2
HDD0806,2,11,4
HDH0928,5,35,29
HDJ0446,0,11,5
HDL0748,0,6,5
HDS0367,0,1,0
HFB0347,1,9,2
HGG0240,2,4,0
HGH0595,1,6,2
HGN0287,7,70,64
HIA0414,1,3,1
HIW0536,1,5,1
HJA0018,1,8,1
HJB0742,11,22,18
HJS0072,1,5,1
HKB0418,0,8,3
HKF0831,0,9,2
HKI0171,0,11,4
HKR0628,0,6,1
HLH0512,0,3,1
HLM0933,1,8,4
HMM0108,1,4,1
HMW0713,1,11,4
HOB0994,0,5,2
HPH0075,5,57,54
HPM0986,1,5,1
HPR0585,0,14,7
HRB0351,1,2,0
HRD0635,1,11,4
HRL0540,1,4,3
HRW0550,6,32,27
HSB0196,1,6,1
HSD0457,0,7,1
HSG0818,2,14,8
HSP0290,1,6,2
HTF0641,8,71,70
HTH0007,13,43,37
HVB0037,1,7,1
HVF0067,0,5,1
HWH0646,0,9,4
HWM0342,11,60,59
HWW0436,10,35,33
HWY0038,0,4,2
HXL0968,1,7,2
IAR0694,1,4,1
IAT0263,1,6,1
IBB0359,2,9,2
IBB0696,1,3,2
IBM0671,1,6,0
IBP0883,0,10,3
IBS0836,4,37,31
ICH0294,2,4,3
ICS0956,1,7,1
IDO0176,0,3,1
IEB0153,3,4,1
IHK0841,0,8,1
IIA0092,1,4,3
IIL0513,10,33,27
IIW0249,1,8,6
IJM0139,1,10,6
IJM0444,1,5,0
IJM0776,3,6,1
IJR0825,0,7,2
IJW0851,0,8,2
IKP0472,1,1,0
IKR0401,1,2,1
ILC0838,1,5,2
ILH0958,1,11,7
ILJ0526,1,3,2
ILR0304,8,63,59
IMB0481,1,6,1
