user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,3,0
AAF0535,1,4,1
AAF0791,1,6,1
AAL0706,2,7,1
AAM0658,1,5,2
AAN0823,2,3,0
AAS0442,1,3,1
AAV0450,2,2,1
AAW0353,1,7,1
ABC0174,0,5,1
ABC0253,1,5,1
ABH0663,0,4,3
ABM0845,0,4,1
ABN0239,0,9,2
ACC0042,0,6,1
ACV0812,0,5,1
ADC0391,0,7,2
ADD0846,8,36,31
ADF0397,1,2,1
AES0827,1,4,1
AGB0186,1,11,4
AGB0643,1,5,0
AHC0142,1,3,1
AHD0848,0,2,1
AHG0634,0,5,1
AHM0410,1,4,1
AIB0948,1,6,1
AIH0675,0,8,1
AIM0627,3,10,3
AIP0394,0,2,1
AIP0982,3,5,3
AIS0405,1,6,1
AJC0840,6,53,48
AJD0074,1,4,0
AJF0370,1,5,0
AJH0175,0,9,2
AJL0462,1,3,1
AJN0607,1,4,1
AJP0723,0,2,1
AJR0319,1,5,2
AJR0932,0,8,1
AKC0924,1,1,0
AKF0709,1,7,1
AKH0758,0,4,2
AKK0329,1,8,1
AKR0057,1,5,1
AKW0167,0,7,1
ALB0892,1,11,4
ALC0788,1,5,3
ALD0529,0,8,1
ALD0544,1,7,1
ALH0402,0,6,1
AMD0077,1,6,3
AMH0464,0,7,2
AMH0794,0,9,6
AMJ0297,1,4,1
AMM0014,1,7,5
AMR0318,1,2,1
AMR0400,0,6,1
AMV0036,0,9,3
AMW0392,0,3,1
ANM0123,13,50,44
ANP0555,14,24,23
ANT0430,0,8,2
AOB0019,3,6,2
AOK0844,1,4,1
AOS0987,1,6,2
APG0307,1,2,1
AQD0820,0,7,2
ARA0252,14,48,44
ARB0834,1,5,1
ARB0881,1,4,1
ARD0509,0,8,3
ARL0034,0,4,1
ASB0796,1,2,0
ASD0577,0,6,0
ASG0048,1,1,0
ASG0692,0,2,1
ASL0378,0,2,0
ASM0575,1,2,1
ASS0206,3,5,2
ASS0517,0,6,1
ASV0946,1,9,2
ATE0869,1,4,1
ATF0274,0,4,0
ATP0662,0,3,1
AVM0947,1,5,2
AWM0764,1,7,1
BAH0875,1,3,1
BAJ0654,0,4,0
BAK0964,1,2,1
BAL0044,0,4,1
BAM0611,1,7,3
BAM0636,1,3,2
BBG0325,1,6,4
BBH0810,1,5,1
BBS0039,0,5,0
BBS0422,1,8,1
BCB0679,0,8,1
BCM0653,1,6,0
BCR0581,1,4,3
BDB0453,1,6,1
BDI0533,2,7,3
BDV0168,0,4,2
BEC0505,1,4,1
BEH0615,0,8,1
BER0314,1,3,1
BHC0665,1,4,1
BHW0458,1,9,4
BIH0745,2,5,3
BIS0247,1,8,1
BJH0354,4,4,1
BJH0811,2,3,1
BJM0111,0,4,0
BJP0134,0,6,0
BJW0619,0,4,1
BKW0374,1,8,1
BLB0114,0,8,1
BLL0929,1,8,1
BLS0678,2,5,1
BMC0547,1,7,1
BMG0917,1,3,2
BMM0112,0,7,0
BMS0877,1,6,0
BMT0528,9,33,32
BNG0237,3,4,2
BNR0965,1,3,0
BQS0525,1,8,2
BRB0355,1,7,2
BRM0995,0,2,0
BRS0734,5,36,34
BSA0431,6,58,55
BSB0990,0,7,0
BSH0445,0,8,1
BSS0369,1,3,1
BSS0463,2,8,1
BTL0226,1,4,0
BTL0722,2,5,4
BTN0061,0,8,1
BTR0403,0,2,1
BTS0011,0,3,1
BTW0005,1,2,1
BVC0790,0,5,1
BVN0514,1,2,0
BWH0813,15,56,49
BWP0202,1,2,1
BXJ0010,0,2,0
BYP0070,0,2,1
CAA0612,1,6,1
CAB0388,1,6,0
CAB0614,2,5,0
CAC0889,1,6,3
CAH0936,1,6,1
CAM0102,0,3,1
CAM0681,6,59,56
CAN0842,1,9,3
CAS0507,1,4,1
CBB0365,0,5,4
CBG0398,1,6,1
CBG0490,1,6,1
CCA0046,1,5,1
CCC0393,0,6,3
CCH0182,1,8,2
CCH0685,1,4,0
CCL0068,2,4,1
CCM0136,1,8,1
CCM0467,1,4,3
CCM0855,1,6,2
CCR0863,2,4,2
CCW0031,0,4,3
CCW0524,1,3,1
CEB0210,1,8,1
CEJ0109,0,7,0
CEL0561,1,4,2
CFG0959,1,4,1
CFM0767,0,3,0
CFW0264,0,7,2
CGA0629,1,7,1
CGB0637,0,6,1
CGF0337,1,7,3
CHG0146,2,7,1
CHM0821,1,3,0
CIG0052,0,8,1
CIM0271,2,6,1
CIM0926,1,4,1
CJC0494,0,5,1
CJF0802,1,5,1
CJG0470,1,8,1
CJH0702,1,3,1
CJK0200,1,2,1
CJM0138,1,12,6
CJM0521,0,4,2
CJP0952,1,2,0
CJV0286,1,4,1
CKB0427,2,9,2
CKB0482,2,7,1
CKD0680,0,11,4
CKH0144,1,4,1
CKP0721,0,5,0
CLB0774,1,9,6
CLD0894,1,8,1
CLF0852,0,3,1
CLH0703,0,5,2
CLS0296,2,8,4
CMB0912,1,8,1
CMM0487,1,7,0
CMS0454,1,8,1
CMW0783,1,6,2
CNB0900,1,2,1
CNE0352,1,6,2
CNM0800,1,2,1
COF0120,13,35,28
COM0321,2,8,1
CPG0322,1,4,0
CQH0701,1,6,2
CQH0730,1,5,3
CQW0652,1,1,0
CRD0624,1,5,1
CRK0916,0,8,1
CRO0027,1,2,1
CRP0456,1,7,1
CSB0080,0,4,1
CSC0217,1,7,1
CSH0626,0,7,2
CSJ0340,1,3,1
CSL0949,1,8,1
CSP0197,0,2,0
CTA0020,8,34,31
CTR0341,1,8,1
CTR0697,0,5,1
CTW0500,1,7,1
CUD0795,1,8,1
CWB0065,4,3,2
CWR0502,2,7,2
CXC0336,9,58,56
CYA0506,0,10,3
DAG0558,1,2,1
DAL0673,1,3,0
DAR0885,1,4,1
DBB0384,0,5,1
DBG0261,4,46,45
DBS0235,0,8,2
DBW0483,0,4,0
DCC0160,6,62,58
DCH0843,1,3,2
DDA0476,0,6,1
DDM0579,1,4,1
DEB0782,1,5,2
DFH0188,1,3,1
DFR0218,0,5,1
DGF0443,9,64,60
DGM0754,0,5,1
DGN0480,1,9,4
DGW0752,15,42,41
DHM0937,1,7,1
DIB0081,1,3,1
DIB0285,0,5,1
DIC0988,1,6,2
DID0650,0,12,5
DIW0118,2,10,7
DJB0159,0,2,0
DJS0682,10,61,56
DKB0631,1,10,3
DLF0377,10,64,62
DLH0029,10,59,53
DLM0051,0,5,1
DLS0383,0,5,0
DMG0358,0,5,3
DMK0257,1,7,4
DMM0623,1,8,1
DOL0332,0,9,3
DOP0562,1,3,1
DPM0423,4,3,1
DPS0262,13,45,44
DRR0162,16,45,40
DRR0242,1,7,0
DSB0731,7,31,27
DSM0591,1,7,5
DTP0379,1,6,0
DTT0076,1,5,2
DVM0265,0,7,1
DVW0103,1,3,2
DZC0228,1,4,1
EAH0466,1,4,1
EBC0390,9,52,45
ECF0828,1,2,1
ECL0930,1,3,1
ECR0822,1,6,2
EDA0684,0,8,1
EDB0714,0,7,1
EFS0882,1,2,0
EGD0132,5,45,44
EGD0409,4,3,1
EGK0893,0,7,1
EHB0420,18,35,29
EHB0824,0,3,0
EHD0584,1,4,1
EHR0096,0,7,1
EIM0156,0,6,2
EIP0997,0,9,4
EIS0041,0,7,2
EJW0884,0,2,1
ELB0847,0,4,1
ELH0960,2,2,0
ELT0769,1,5,2
EMB0531,6,57,52
EMS0317,2,3,1
EMW0105,1,9,2
EMW0772,1,8,1
ENC0234,0,5,0
ENL0100,0,3,2
EPW0434,1,7,3
ERH0449,1,7,1
ESA0642,2,4,0
ESH0135,1,8,2
ESH0283,0,4,1
ESJ0670,0,4,0
ESR0693,1,2,1
ETR0177,1,7,3
ETR0428,9,31,25
EWH0191,1,4,1
EZH0736,12,48,44
EZT0640,1,6,0
FAW0032,1,5,1
FBA0348,0,7,0
FBW0747,1,2,1
FDE0117,1,9,4
FEB0306,5,9,5
FFC0891,1,6,0
FGW0853,1,4,2
FHO0630,1,9,3
FHS0837,0,4,2
FIR0920,1,8,1
FKB0163,9,56,55
FKK0055,4,7,3
FLM0213,4,60,57
FMG0527,3,4,1
FOB0756,0,6,1
FPC0954,2,5,3
FQA0854,0,7,1
FRB0023,2,9,2
FRL0511,0,6,0
FRR0832,0,8,3
FSB0399,1,3,1
FSC0601,0,13,6
FTM0406,1,9,2
FUM0015,1,4,1
FWM0707,1,4,1
FXF0957,1,7,1
GAF0060,3,8,2
GAF0570,2,3,1
GBM0603,1,3,1
GCC0744,1,7,0
GCC0945,3,2,1
GCG0951,0,7,0
GCL0016,0,4,1
GCR0554,0,5,2
GCS0518,1,2,1
