user,usb_insertions,files_accessed,sensitive_files_accessed
AAE0190,1,3,0
AAF0535,2,5,2
AAF0791,1,5,1
AAL0706,1,6,1
AAM0658,1,8,2
AAN0823,2,7,0
AAS0442,1,7,1
AAV0450,2,5,1
AAW0353,2,3,2
ABC0174,0,6,2
ABC0253,1,8,1
ABH0663,0,6,5
ABM0845,0,4,1
ABN0239,0,6,2
ACC0042,0,6,1
ACV0812,1,5,2
ADC0391,0,8,2
ADD0846,9,43,42
ADF0397,2,8,2
AES0827,1,6,2
AGB0186,1,9,3
AGB0643,1,5,0
AHC0142,1,8,1
AHD0848,0,4,1
AHG0634,0,8,1
AHM0410,1,6,1
AIB0948,1,3,1
AIH0675,0,6,1
AIM0627,1,6,1
AIP0394,0,6,1
AIP0982,1,5,1
AIS0405,1,8,1
AJC0840,7,56,50
AJD0074,1,2,0
AJF0370,1,3,0
AJH0175,0,8,2
AJL0462,1,6,2
AJN0607,1,8,1
AJP0723,0,7,1
AJR0319,1,4,2
AJR0932,1,7,3
AKC0924,1,2,0
AKF0709,1,2,1
AKH0758,0,4,2
AKK0329,1,3,1
AKR0057,1,4,1
AKW0167,1,6,3
ALB0892,1,7,6
ALC0788,1,11,4
ALD0529,0,8,1
ALD0544,1,2,1
ALH0402,0,3,2
AMD0077,1,4,2
AMH0464,0,8,1
AMH0794,0,6,4
AMJ0297,1,3,1
AMM0014,1,8,3
AMR0318,1,4,1
AMR0400,0,6,1
AMV0036,0,10,4
AMW0392,0,8,1
ANM0123,13,55,54
ANP0555,16,26,23
ANT0430,0,7,1
AOB0019,2,4,1
AOK0844,1,7,1
AOS0987,1,4,2
APG0307,1,3,2
AQD0820,0,4,2
ARA0252,10,35,28
ARB0834,1,5,1
ARB0881,1,8,1
ARD0509,0,10,4
ARL0034,0,8,1
ASB0796,1,2,0
ASD0577,0,5,0
ASG0048,1,5,0
ASG0692,0,3,1
ASL0378,0,2,0
ASM0575,1,7,1
ASS0206,2,5,1
ASS0517,0,8,1
ASV0946,0,5,1
ATE0869,1,5,1
ATF0274,0,1,0
ATP0662,0,8,1
AVM0947,1,8,2
AWM0764,1,3,1
BAH0875,1,7,1
BAJ0654,0,5,0
BAK0964,1,2,1
BAL0044,0,7,1
BAM0611,1,7,3
BAM0636,1,10,3
BBG0325,1,8,5
BBH0810,2,2,1
BBS0039,0,6,0
BBS0422,1,7,1
BCB0679,0,3,1
BCM0653,1,5,0
BCR0581,0,6,2
BDB0453,1,3,1
BDI0533,1,3,1
BDV0168,0,8,2
BEC0505,1,8,1
BEH0615,0,8,1
BER0314,1,5,2
BHC0665,1,4,1
BHW0458,1,10,4
BIH0745,1,7,2
BIS0247,1,8,1
BJH0354,3,6,1
BJH0811,1,3,0
BJM0111,0,2,0
BJP0134,0,5,0
BJW0619,0,4,1
BKW0374,1,2,1
BLB0114,0,3,1
BLL0929,1,6,2
BLS0678,2,5,1
BMC0547,1,7,1
BMG0917,1,10,3
BMM0112,0,2,0
BMS0877,1,5,0
BMT0528,9,43,39
BNG0237,1,4,1
BNR0965,1,5,0
BQS0525,1,8,2
BRB0355,1,6,2
BRM0995,0,6,0
BRS0734,4,50,43
BSA0431,4,41,37
BSB0990,0,3,0
BSH0445,0,3,1
BSS0369,1,7,1
BSS0463,3,9,2
BTL0226,1,7,0
BTL0722,1,3,2
BTN0061,0,5,1
BTR0403,0,7,1
BTS0011,0,7,1
BTW0005,3,5,2
BVC0790,1,7,3
BVN0514,1,3,0
BWH0813,13,51,47
BWP0202,1,4,1
BXJ0010,0,7,0
BYP0070,0,4,1
CAA0612,1,4,1
CAB0388,1,2,0
CAB0614,2,2,0
CAC0889,1,12,5
CAH0936,1,5,1
CAM0102,0,2,1
CAM0681,6,67,63
CAN0842,0,4,2
CAS0507,1,2,1
CBB0365,0,6,3
CBG0398,1,5,1
CBG0490,1,7,1
CCA0046,1,5,1
CCC0393,0,6,3
CCH0182,1,8,2
CCH0685,1,3,0
CCL0068,1,6,1
CCM0136,1,2,1
CCM0467,1,4,2
CCM0855,1,4,2
CCR0863,1,8,1
CCW0031,0,4,3
CCW0524,1,8,1
CEB0210,1,6,1
CEJ0109,0,1,0
CEL0561,1,8,1
CFG0959,1,4,1
CFM0767,0,5,0
CFW0264,0,2,1
CGA0629,1,7,1
CGB0637,0,6,1
CGF0337,0,8,1
CHG0146,2,2,1
CHM0821,1,1,0
CIG0052,0,7,1
CIM0271,2,2,1
CIM0926,1,6,2
CJC0494,1,7,2
CJF0802,1,6,1
CJG0470,1,5,1
CJH0702,1,5,1
CJK0200,1,2,1
CJM0138,0,11,4
CJM0521,0,9,2
CJP0952,1,7,0
CJV0286,1,8,1
CKB0427,3,7,3
CKB0482,2,4,1
CKD0680,0,8,3
CKH0144,1,7,1
CKP0721,0,2,0
CLB0774,1,7,6
CLD0894,0,5,0
