user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,149.1
AAF0535,3,0,0,0,152.5
AAF0791,2,0,0,0,121.41
AAL0706,2,0,0,0,168.64
AAM0658,3,0,0,0,125.74
AAN0823,2,0,0,0,151.98
AAS0442,4,0,0,0,299.01
AAV0450,3,0,0,0,107.38
AAW0353,2,0,0,0,201.76
ABC0174,2,0,0,0,180.49
ABC0253,5,0,0,0,181.36
ABH0663,3,0,0,0,240.09
ABM0845,5,0,0,0,248.05
ABN0239,2,0,0,0,150.18
ACC0042,2,0,0,0,256.36
ACV0812,2,0,0,0,76.52
ADC0391,2,0,0,0,122.81
ADD0846,38,5,3,2,228.92
ADF0397,2,0,0,0,292.49
AES0827,2,0,0,0,281.6
AGB0186,5,0,1,0,138.58
AGB0643,2,0,0,0,51.63
AHC0142,2,0,0,0,274.61
AHD0848,2,0,0,0,219.59
AHG0634,3,0,0,0,297.05
AHM0410,2,0,0,0,252.6
AIB0948,5,0,0,0,246.82
AIH0675,2,0,0,0,141.44
AIM0627,3,0,0,0,115.43
AIP0394,2,0,0,0,70.14
AIP0982,3,0,0,0,181.65
AIS0405,2,0,0,0,175.21
AJC0840,43,8,7,0,231.6
AJD0074,2,0,0,0,53.88
AJF0370,5,0,1,0,57.02
AJH0175,3,0,0,0,205.99
AJL0462,2,0,0,0,246.38
AJN0607,2,0,0,0,254.32
AJP0723,2,0,0,0,268.88
AJR0319,4,0,0,0,290.31
AJR0932,2,0,0,0,75.61
AKC0924,2,0,0,0,50.36
AKF0709,2,0,0,0,241.93
AKH0758,2,0,0,0,299.66
AKK0329,2,0,0,0,241.65
AKR0057,2,0,0,0,290.11
AKW0167,2,0,0,0,119.0
ALB0892,7,1,0,0,182.97
ALC0788,4,0,0,0,273.04
ALD0529,4,0,0,0,253.82
ALD0544,2,0,0,0,176.33
ALH0402,2,0,0,0,140.11
AMD0077,3,0,0,0,193.04
AMH0464,4,0,0,0,188.98
AMH0794,4,0,0,0,76.92
AMJ0297,2,0,0,0,178.25
AMM0014,3,0,0,0,247.62
AMR0318,2,0,0,0,259.85
AMR0400,3,0,0,0,87.66
AMV0036,3,0,0,0,201.74
AMW0392,2,0,0,0,154.28
ANM0123,79,14,7,5,94.24
ANP0555,31,2,8,2,157.57
ANT0430,2,0,0,0,172.91
AOB0019,3,0,0,0,114.69
AOK0844,2,0,0,0,282.95
AOS0987,4,0,1,0,91.65
APG0307,2,0,0,0,89.38
AQD0820,5,0,1,0,260.23
ARA0252,33,4,8,1,289.81
ARB0834,4,0,0,0,291.0
ARB0881,3,0,0,0,283.13
ARD0509,3,0,0,0,293.64
ARL0034,2,0,0,0,154.0
ASB0796,2,0,0,0,118.96
ASD0577,2,0,0,0,197.03
ASG0048,2,0,0,0,194.82
ASG0692,2,0,0,0,58.91
ASL0378,2,0,0,0,293.42
ASM0575,2,0,0,0,238.24
ASS0206,3,0,0,0,104.8
ASS0517,2,0,0,0,258.54
ASV0946,2,0,0,0,211.17
ATE0869,3,0,0,0,219.64
ATF0274,2,0,0,0,61.23
ATP0662,2,0,0,0,161.93
AVM0947,3,0,0,0,288.58
AWM0764,2,0,0,0,173.01
BAH0875,5,0,0,0,268.76
BAJ0654,2,0,0,0,253.45
BAK0964,2,0,0,0,57.36
BAL0044,2,0,0,0,72.5
BAM0611,5,1,0,0,254.5
BAM0636,3,0,0,0,268.58
BBG0325,5,1,0,0,59.15
BBH0810,5,0,1,0,174.89
BBS0039,2,0,0,0,146.6
BBS0422,3,0,0,0,220.06
BCB0679,2,0,0,0,94.19
BCM0653,2,0,0,0,118.23
BCR0581,2,0,0,0,248.28
BDB0453,2,0,0,0,141.42
BDI0533,3,0,0,0,210.41
BDV0168,2,0,0,0,200.57
BEC0505,2,0,0,0,110.62
BEH0615,2,0,0,0,76.33
BER0314,2,0,0,0,197.91
BHC0665,2,0,0,0,197.59
BHW0458,6,0,0,0,218.46
