user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,156.96
AAF0535,3,0,0,0,226.28
AAF0791,2,0,0,0,146.9
AAL0706,2,0,0,0,209.63
AAM0658,6,0,0,0,195.13
AAN0823,2,0,0,0,179.07
AAS0442,2,0,0,0,150.39
AAV0450,4,0,0,0,267.58
AAW0353,4,0,0,0,182.64
ABC0174,2,0,0,0,275.96
ABC0253,2,0,0,0,276.24
ABH0663,3,0,0,0,292.82
ABM0845,2,0,0,0,290.78
ABN0239,4,0,1,0,299.78
ACC0042,2,0,0,0,207.43
ACV0812,4,0,0,0,167.51
ADC0391,2,0,0,0,195.97
ADD0846,37,4,10,2,130.05
ADF0397,2,0,0,0,191.33
AES0827,2,0,0,0,152.34
AGB0186,4,0,0,0,298.99
AGB0643,3,0,0,0,78.9
AHC0142,2,0,0,0,76.39
AHD0848,2,0,0,0,234.0
AHG0634,2,0,0,0,80.01
AHM0410,5,1,0,0,187.15
AIB0948,3,0,0,0,69.85
AIH0675,4,0,1,0,231.03
AIM0627,3,0,0,0,124.46
AIP0394,2,0,0,0,161.79
AIP0982,3,0,0,0,130.42
AIS0405,2,0,0,0,186.84
AJC0840,54,6,10,2,271.42
AJD0074,5,0,1,0,128.96
AJF0370,2,0,0,0,253.25
AJH0175,2,0,0,0,298.79
AJL0462,2,0,0,0,242.52
AJN0607,2,0,0,0,89.48
AJP0723,2,0,0,0,100.62
AJR0319,3,0,0,0,253.19
AJR0932,2,0,0,0,236.72
AKC0924,2,0,0,0,76.11
AKF0709,2,0,0,0,212.4
AKH0758,2,0,0,0,190.83
AKK0329,2,0,0,0,288.8
AKR0057,5,0,0,0,205.43
AKW0167,3,0,0,0,258.45
ALB0892,4,0,0,0,277.67
ALC0788,5,0,0,0,264.85
ALD0529,4,0,0,0,125.68
ALD0544,2,0,0,0,289.29
ALH0402,2,0,0,0,67.94
AMD0077,3,0,0,0,263.57
AMH0464,2,0,0,0,185.25
AMH0794,4,0,1,0,287.9
AMJ0297,2,0,0,0,167.12
AMM0014,3,0,0,0,50.25
AMR0318,2,0,0,0,193.09
AMR0400,2,0,0,0,206.07
AMV0036,3,0,0,0,131.01
AMW0392,2,0,0,0,268.62
ANM0123,63,9,10,1,219.44
ANP0555,39,5,7,1,123.73
ANT0430,2,0,0,0,60.28
AOB0019,3,0,0,0,281.76
AOK0844,2,0,0,0,117.89
AOS0987,6,0,1,0,280.08
APG0307,5,1,1,0,120.55
AQD0820,2,0,0,0,259.95
ARA0252,34,3,8,0,281.05
ARB0834,2,0,0,0,66.95
ARB0881,3,0,0,0,116.2
ARD0509,3,0,0,0,101.97
ARL0034,4,0,0,0,216.31
ASB0796,2,0,0,0,154.38
ASD0577,2,0,0,0,190.97
ASG0048,3,0,0,0,161.92
ASG0692,4,0,0,0,160.22
ASL0378,3,0,0,0,202.25
ASM0575,2,0,0,0,73.52
ASS0206,4,0,1,0,73.55
ASS0517,2,0,0,0,92.13
ASV0946,3,0,0,0,76.04
ATE0869,3,0,0,0,222.67
ATF0274,2,0,0,0,250.39
ATP0662,2,0,0,0,258.07
AVM0947,3,0,0,0,181.76
AWM0764,5,1,0,0,129.53
BAH0875,2,0,0,0,153.02
BAJ0654,2,0,0,0,208.5
BAK0964,4,0,0,0,138.36
BAL0044,2,0,0,0,146.07
BAM0611,4,0,0,0,81.5
BAM0636,3,0,0,0,185.96
BBG0325,5,0,0,0,277.63
BBH0810,2,0,0,0,57.94
BBS0039,2,0,0,0,240.6
BBS0422,2,0,0,0,286.54
BCB0679,2,0,0,0,63.84
BCM0653,2,0,0,0,277.36
BCR0581,2,0,0,0,162.43
BDB0453,3,0,0,0,171.16
BDI0533,2,0,0,0,125.31
BDV0168,2,0,0,0,131.87
BEC0505,3,0,0,0,267.91
BEH0615,2,0,0,0,248.75
BER0314,2,0,0,0,86.18
BHC0665,5,1,1,0,237.13
BHW0458,5,0,0,0,167.8
BIH0745,4,0,0,0,229.42
BIS0247,2,0,0,0,61.94
BJH0354,4,0,1,0,128.61
BJH0811,2,0,0,0,236.25
BJM0111,2,0,0,0,196.42
BJP0134,4,0,0,0,194.03
BJW0619,2,0,0,0,116.3
BKW0374,2,0,0,0,154.97
BLB0114,2,0,0,0,168.83
BLL0929,2,0,0,0,74.81
BLS0678,3,0,0,0,250.09
BMC0547,2,0,0,0,108.22
BMG0917,5,1,0,0,111.15
BMM0112,2,0,0,0,116.68
BMS0877,2,0,0,0,196.18
BMT0528,52,6,8,1,295.46
BNG0237,2,0,0,0,206.8
BNR0965,2,0,0,0,172.61
BQS0525,3,0,0,0,235.24
BRB0355,3,0,0,0,55.72
BRM0995,2,0,0,0,68.18
BRS0734,45,11,13,2,91.37
BSA0431,38,5,6,1,229.06
BSB0990,2,0,0,0,143.21
BSH0445,2,0,0,0,223.11
BSS0369,2,0,0,0,113.84
BSS0463,3,0,0,0,52.84
BTL0226,2,0,0,0,234.81
BTL0722,3,0,0,0,143.1
BTN0061,2,0,0,0,260.85
BTR0403,2,0,0,0,175.45
BTS0011,2,0,0,0,167.18
BTW0005,2,0,0,0,177.07
BVC0790,2,0,0,0,285.55
BVN0514,2,0,0,0,92.58
BWH0813,63,10,4,2,292.68
BWP0202,2,0,0,0,222.99
BXJ0010,4,0,1,0,194.93
BYP0070,2,0,0,0,103.36
CAA0612,2,0,0,0,84.38
CAB0388,2,0,0,0,190.61
CAB0614,2,0,0,0,270.75
CAC0889,5,0,1,0,290.47
CAH0936,3,0,0,0,71.13
CAM0102,2,0,0,0,83.53
CAM0681,53,12,10,1,249.77
CAN0842,2,0,0,0,234.87
CAS0507,3,0,0,0,75.3
CBB0365,3,0,0,0,232.78
CBG0398,2,0,0,0,117.2
CBG0490,2,0,0,0,264.68
CCA0046,2,0,0,0,277.56
CCC0393,2,0,0,0,291.89
CCH0182,4,0,1,0,139.82
CCH0685,5,1,0,0,280.34
CCL0068,3,0,0,0,191.54
CCM0136,2,0,0,0,197.56
CCM0467,3,0,0,0,151.98
CCM0855,3,0,0,0,290.13
CCR0863,2,0,0,0,168.99
CCW0031,5,0,1,0,126.68
CCW0524,2,0,0,0,263.23
CEB0210,2,0,0,0,102.68
CEJ0109,2,0,0,0,56.42
CEL0561,2,0,0,0,111.13
CFG0959,2,0,0,0,228.01
CFM0767,2,0,0,0,238.98
CFW0264,2,0,0,0,68.26
CGA0629,2,0,0,0,54.0
CGB0637,2,0,0,0,287.79
CGF0337,5,0,1,0,159.24
CHG0146,4,0,0,0,159.59
CHM0821,2,0,0,0,75.08
CIG0052,2,0,0,0,159.07
CIM0271,3,0,0,0,145.08
CIM0926,4,0,0,0,115.29
CJC0494,2,0,0,0,99.54
CJF0802,6,0,0,0,111.1
CJG0470,2,0,0,0,156.68
CJH0702,2,0,0,0,167.53
CJK0200,3,0,0,0,83.96
CJM0138,5,0,0,0,87.46
CJM0521,2,0,0,0,55.55
CJP0952,2,0,0,0,94.41
CJV0286,2,0,0,0,181.27
CKB0427,5,0,1,0,133.0
CKB0482,4,0,0,0,55.97
CKD0680,3,0,0,0,106.18
CKH0144,5,1,0,0,270.72
CKP0721,2,0,0,0,220.68
CLB0774,6,0,1,0,163.91
CLD0894,2,0,0,0,260.82
CLF0852,2,0,0,0,262.08
CLH0703,3,0,0,0,112.38
CLS0296,5,0,1,0,288.46
CMB0912,2,0,0,0,92.54
CMM0487,2,0,0,0,241.17
CMS0454,3,0,0,0,240.2
CMW0783,3,0,0,0,78.88
CNB0900,2,0,0,0,175.99
CNE0352,2,0,0,0,172.35
CNM0800,3,0,0,0,83.62
COF0120,37,4,2,0,91.39
COM0321,2,0,0,0,196.2
CPG0322,2,0,0,0,183.9
CQH0701,3,0,0,0,280.25
CQH0730,4,0,1,0,261.68
CQW0652,2,0,0,0,266.41
CRD0624,2,0,0,0,180.56
CRK0916,2,0,0,0,223.57
CRO0027,2,0,0,0,153.26
CRP0456,3,0,0,0,64.02
CSB0080,2,0,0,0,236.32
CSC0217,3,0,0,0,177.5
CSH0626,2,0,0,0,166.18
CSJ0340,2,0,0,0,298.33
CSL0949,2,0,0,0,169.69
CSP0197,2,0,0,0,116.74
CTA0020,27,1,3,0,144.61
CTR0341,2,0,0,0,185.65
CTR0697,3,0,0,0,204.41
CTW0500,3,0,0,0,209.25
CUD0795,2,0,0,0,263.34
CWB0065,5,0,0,0,281.55
CWR0502,5,0,0,0,202.39
CXC0336,57,13,7,1,114.15
CYA0506,3,0,0,0,229.66
DAG0558,2,0,0,0,274.87
DAL0673,2,0,0,0,110.05
DAR0885,3,0,0,0,231.88
DBB0384,4,0,0,0,177.29
DBG0261,71,6,19,1,196.73
DBS0235,3,0,0,0,183.42
