user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,102.16
AAF0535,3,0,0,0,167.45
AAF0791,2,0,0,0,171.28
AAL0706,2,0,0,0,74.39
AAM0658,3,0,0,0,180.74
AAN0823,3,0,0,0,285.45
AAS0442,2,0,0,0,150.41
AAV0450,4,0,0,0,139.65
AAW0353,2,0,0,0,278.72
ABC0174,2,0,0,0,82.15
ABC0253,2,0,0,0,282.57
ABH0663,3,0,0,0,204.75
ABM0845,2,0,0,0,250.54
ABN0239,4,0,1,0,202.38
ACC0042,2,0,0,0,161.18
ACV0812,2,0,0,0,148.59
ADC0391,2,0,0,0,149.07
ADD0846,68,13,19,4,141.89
ADF0397,2,0,0,0,299.42
AES0827,2,0,0,0,67.21
AGB0186,4,0,0,0,191.47
AGB0643,2,0,0,0,183.91
AHC0142,2,0,0,0,189.82
AHD0848,2,0,0,0,116.68
AHG0634,2,0,0,0,218.79
AHM0410,5,1,1,0,105.64
AIB0948,3,0,0,0,273.08
AIH0675,2,0,0,0,212.5
AIM0627,3,0,0,0,129.5
AIP0394,2,0,0,0,68.57
AIP0982,3,0,0,0,251.11
AIS0405,4,0,1,0,275.72
AJC0840,43,8,2,1,175.15
AJD0074,2,0,0,0,191.99
AJF0370,3,0,0,0,141.65
AJH0175,2,0,0,0,165.97
AJL0462,2,0,0,0,160.57
AJN0607,2,0,0,0,204.27
AJP0723,2,0,0,0,201.85
AJR0319,4,0,1,0,86.12
AJR0932,2,0,0,0,258.0
AKC0924,2,0,0,0,175.88
AKF0709,4,0,0,0,223.23
AKH0758,4,0,0,0,168.69
AKK0329,2,0,0,0,271.36
AKR0057,2,0,0,0,285.21
AKW0167,2,0,0,0,185.61
ALB0892,6,1,1,0,203.44
ALC0788,4,0,0,0,162.02
ALD0529,2,0,0,0,191.55
ALD0544,2,0,0,0,192.68
ALH0402,2,0,0,0,282.48
AMD0077,3,0,0,0,104.18
AMH0464,2,0,0,0,265.9
AMH0794,4,0,0,0,119.64
AMJ0297,4,0,0,0,178.97
AMM0014,4,0,0,0,288.62
AMR0318,2,0,0,0,112.24
AMR0400,2,0,0,0,136.15
AMV0036,5,0,0,0,208.55
AMW0392,2,0,0,0,219.51
ANM0123,87,9,6,1,237.94
ANP0555,38,4,4,0,286.09
ANT0430,3,0,0,0,288.62
AOB0019,4,0,0,0,118.69
AOK0844,4,0,0,0,130.15
AOS0987,3,0,0,0,76.31
APG0307,2,0,0,0,122.97
AQD0820,2,0,0,0,185.55
ARA0252,33,2,9,2,235.05
ARB0834,2,0,0,0,281.22
ARB0881,3,0,0,0,198.67
ARD0509,4,0,0,0,94.47
ARL0034,2,0,0,0,160.98
ASB0796,4,0,0,0,212.25
ASD0577,2,0,0,0,269.24
ASG0048,2,0,0,0,147.5
ASG0692,2,0,0,0,256.61
ASL0378,2,0,0,0,205.48
ASM0575,2,0,0,0,173.06
ASS0206,4,0,0,0,148.63
ASS0517,2,0,0,0,182.86
ASV0946,2,0,0,0,181.77
ATE0869,3,0,0,0,274.0
ATF0274,2,0,0,0,122.42
ATP0662,2,0,0,0,194.21
AVM0947,3,0,0,0,113.16
AWM0764,2,0,0,0,140.37
BAH0875,2,0,0,0,161.79
BAJ0654,2,0,0,0,229.55
BAK0964,2,0,0,0,87.5
BAL0044,2,0,0,0,207.43
