user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,5,0,0,0,144.32
AAF0535,4,0,0,0,193.28
AAF0791,2,0,0,0,208.23
AAL0706,5,0,0,0,58.38
AAM0658,7,1,2,0,187.09
AAN0823,2,0,0,0,113.63
AAS0442,2,0,0,0,98.8
AAV0450,4,0,0,0,264.16
AAW0353,2,0,0,0,267.57
ABC0174,2,0,0,0,71.03
ABC0253,2,0,0,0,242.5
ABH0663,3,0,0,0,161.64
ABM0845,2,0,0,0,125.71
ABN0239,2,0,0,0,161.15
ACC0042,3,0,0,0,112.11
ACV0812,2,0,0,0,142.68
ADC0391,2,0,0,0,91.48
ADD0846,47,4,10,0,94.84
ADF0397,2,0,0,0,60.92
AES0827,2,0,0,0,94.76
AGB0186,4,0,0,0,144.12
AGB0643,2,0,0,0,149.85
AHC0142,2,0,0,0,238.93
AHD0848,2,0,0,0,148.93
AHG0634,5,1,1,0,264.41
AHM0410,4,0,0,0,102.5
AIB0948,3,0,0,0,280.01
AIH0675,2,0,0,0,270.17
AIM0627,6,0,0,0,287.81
AIP0394,2,0,0,0,121.84
AIP0982,3,0,0,0,257.68
AIS0405,3,0,0,0,155.2
AJC0840,55,3,12,2,136.25
AJD0074,2,0,0,0,217.55
AJF0370,4,0,0,0,106.69
AJH0175,2,0,0,0,182.96
AJL0462,2,0,0,0,227.01
AJN0607,2,0,0,0,135.92
AJP0723,2,0,0,0,174.1
AJR0319,3,0,0,0,107.36
AJR0932,2,0,0,0,83.99
AKC0924,2,0,0,0,195.8
AKF0709,2,0,0,0,97.44
AKH0758,2,0,0,0,242.12
AKK0329,2,0,0,0,249.34
AKR0057,2,0,0,0,85.46
AKW0167,2,0,0,0,191.88
ALB0892,4,0,0,0,127.35
ALC0788,3,0,0,0,123.29
ALD0529,2,0,0,0,95.69
ALD0544,2,0,0,0,118.1
ALH0402,3,0,0,0,134.01
AMD0077,3,0,0,0,104.22
AMH0464,2,0,0,0,262.73
AMH0794,3,0,0,0,127.37
AMJ0297,2,0,0,0,120.88
AMM0014,7,0,2,0,62.49
AMR0318,2,0,0,0,298.69
AMR0400,2,0,0,0,89.37
AMV0036,3,0,0,0,115.93
AMW0392,2,0,0,0,205.39
ANM0123,50,5,9,0,266.1
ANP0555,39,4,2,0,148.96
ANT0430,2,0,0,0,264.71
AOB0019,4,0,1,0,120.34
AOK0844,3,0,0,0,288.57
AOS0987,4,0,0,0,148.34
APG0307,2,0,0,0,74.52
AQD0820,2,0,0,0,265.01
ARA0252,39,7,6,0,96.3
ARB0834,2,0,0,0,63.75
ARB0881,3,0,0,0,225.96
ARD0509,3,0,0,0,136.37
ARL0034,2,0,0,0,179.12
ASB0796,2,0,0,0,72.02
ASD0577,2,0,0,0,290.15
ASG0048,2,0,0,0,236.56
ASG0692,2,0,0,0,149.99
ASL0378,3,0,0,0,245.94
ASM0575,2,0,0,0,226.08
ASS0206,3,0,0,0,277.69
ASS0517,2,0,0,0,72.54
ASV0946,3,0,0,0,209.23
ATE0869,3,0,0,0,230.86
ATF0274,3,0,0,0,192.57
ATP0662,4,0,0,0,233.15
AVM0947,5,0,0,0,297.15
AWM0764,2,0,0,0,216.39
BAH0875,2,0,0,0,264.03
BAJ0654,4,0,0,0,229.06
BAK0964,2,0,0,0,130.26
BAL0044,2,0,0,0,262.73
BAM0611,4,0,0,0,266.4
BAM0636,3,0,0,0,222.27
BBG0325,7,1,1,0,245.62
BBH0810,2,0,0,0,166.99
BBS0039,3,0,0,0,147.87
BBS0422,2,0,0,0,150.18
BCB0679,2,0,0,0,115.78
BCM0653,2,0,0,0,175.62
BCR0581,2,0,0,0,261.69
BDB0453,2,0,0,0,198.52
BDI0533,2,0,0,0,92.18
BDV0168,2,0,0,0,56.03
BEC0505,2,0,0,0,281.95
BEH0615,2,0,0,0,112.64
BER0314,2,0,0,0,58.93
BHC0665,2,0,0,0,278.79
BHW0458,7,1,0,0,124.32
BIH0745,6,1,1,0,296.54
BIS0247,2,0,0,0,259.28
BJH0354,4,0,1,0,106.28
BJH0811,2,0,0,0,223.4
BJM0111,2,0,0,0,103.7
BJP0134,2,0,0,0,64.69
BJW0619,2,0,0,0,139.11
BKW0374,2,0,0,0,262.5
BLB0114,3,0,0,0,230.99
BLL0929,2,0,0,0,149.85
BLS0678,3,0,0,0,74.4
BMC0547,2,0,0,0,128.8
BMG0917,5,0,0,0,283.09
BMM0112,4,0,0,0,214.63
BMS0877,2,0,0,0,70.16
BMT0528,56,3,3,4,73.25
BNG0237,5,1,1,0,201.93
BNR0965,2,0,0,0,175.41
BQS0525,3,0,0,0,58.65
BRB0355,3,0,0,0,186.48
BRM0995,2,0,0,0,88.64
BRS0734,38,3,8,1,77.86
BSA0431,33,7,3,1,275.98
BSB0990,2,0,0,0,55.7
BSH0445,2,0,0,0,114.58
BSS0369,2,0,0,0,82.62
BSS0463,4,0,0,0,268.0
BTL0226,2,0,0,0,130.93
BTL0722,4,0,1,0,290.17
BTN0061,5,0,1,0,163.97
BTR0403,2,0,0,0,215.08
BTS0011,2,0,0,0,128.67
BTW0005,2,0,0,0,204.21
BVC0790,2,0,0,0,150.47
BVN0514,2,0,0,0,141.36
BWH0813,52,4,14,0,205.76
BWP0202,2,0,0,0,279.9
BXJ0010,2,0,0,0,163.73
BYP0070,2,0,0,0,89.27
CAA0612,2,0,0,0,290.43
CAB0388,3,0,0,0,212.41
CAB0614,2,0,0,0,73.02
