user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,106.05
AAF0535,6,0,0,0,224.79
AAF0791,2,0,0,0,274.67
AAL0706,2,0,0,0,54.12
AAM0658,4,0,0,0,214.86
AAN0823,2,0,0,0,129.8
AAS0442,2,0,0,0,247.16
AAV0450,4,0,0,0,149.86
AAW0353,3,0,0,0,50.59
ABC0174,4,0,0,0,198.68
ABC0253,3,0,0,0,87.54
ABH0663,5,0,1,0,235.59
ABM0845,5,0,0,0,173.4
ABN0239,2,0,0,0,277.48
ACC0042,2,0,0,0,263.65
ACV0812,4,0,1,0,266.31
ADC0391,2,0,0,0,125.23
ADD0846,47,10,4,1,259.44
ADF0397,2,0,0,0,188.63
AES0827,2,0,0,0,284.05
AGB0186,4,0,0,0,257.07
AGB0643,2,0,0,0,56.88
AHC0142,2,0,0,0,187.21
AHD0848,2,0,0,0,206.16
AHG0634,2,0,0,0,141.34
AHM0410,4,0,0,0,154.39
AIB0948,3,0,0,0,229.05
AIH0675,3,0,0,0,99.99
AIM0627,6,1,1,0,209.26
AIP0394,2,0,0,0,57.57
AIP0982,3,0,0,0,185.11
AIS0405,2,0,0,0,157.3
AJC0840,58,3,8,4,294.0
AJD0074,5,0,1,0,267.54
AJF0370,2,0,0,0,200.07
AJH0175,2,0,0,0,174.89
AJL0462,2,0,0,0,114.69
AJN0607,2,0,0,0,84.73
AJP0723,4,0,0,0,251.75
AJR0319,3,0,0,0,77.5
AJR0932,5,0,0,0,145.54
AKC0924,4,0,1,0,139.23
AKF0709,2,0,0,0,133.15
AKH0758,2,0,0,0,201.38
AKK0329,2,0,0,0,172.14
AKR0057,3,0,0,0,296.53
AKW0167,5,0,0,0,244.43
ALB0892,4,0,0,0,84.06
ALC0788,6,1,0,0,170.97
ALD0529,4,0,0,0,122.77
ALD0544,2,0,0,0,147.5
ALH0402,2,0,0,0,248.63
AMD0077,3,0,0,0,217.91
AMH0464,2,0,0,0,126.8
AMH0794,4,0,0,0,270.6
AMJ0297,2,0,0,0,121.66
AMM0014,6,0,0,0,170.75
AMR0318,4,0,0,0,70.89
AMR0400,2,0,0,0,170.38
AMV0036,6,1,1,0,79.18
AMW0392,3,0,0,0,91.17
ANM0123,52,7,3,3,243.56
ANP0555,53,5,10,3,244.49
ANT0430,5,0,1,0,275.59
AOB0019,3,0,0,0,189.38
AOK0844,2,0,0,0,119.45
AOS0987,6,0,1,0,190.95
APG0307,2,0,0,0,112.02
AQD0820,2,0,0,0,299.29
ARA0252,34,1,3,2,252.05
ARB0834,2,0,0,0,271.96
ARB0881,3,0,0,0,253.2
ARD0509,6,0,1,0,100.71
ARL0034,2,0,0,0,194.93
ASB0796,4,0,0,0,144.61
ASD0577,4,0,0,0,112.01
ASG0048,2,0,0,0,131.03
ASG0692,4,0,1,0,270.26
ASL0378,2,0,0,0,275.31
ASM0575,2,0,0,0,240.64
ASS0206,4,0,0,0,90.44
ASS0517,2,0,0,0,213.38
ASV0946,2,0,0,0,134.75
ATE0869,4,0,0,0,126.61
ATF0274,5,0,0,0,162.62
ATP0662,3,0,0,0,126.09
AVM0947,3,0,0,0,86.13
AWM0764,2,0,0,0,228.53
BAH0875,3,0,0,0,157.59
BAJ0654,2,0,0,0,275.96
BAK0964,2,0,0,0,192.3
BAL0044,3,0,0,0,130.82
BAM0611,4,0,0,0,272.23
BAM0636,3,0,0,0,67.17
BBG0325,8,1,1,0,262.68
BBH0810,3,0,0,0,279.41
BBS0039,2,0,0,0,225.9
BBS0422,2,0,0,0,286.51
BCB0679,2,0,0,0,144.0
BCM0653,2,0,0,0,229.25
BCR0581,2,0,0,0,89.89
BDB0453,3,0,0,0,239.48
BDI0533,2,0,0,0,81.46
BDV0168,2,0,0,0,229.53
BEC0505,2,0,0,0,87.71
BEH0615,2,0,0,0,139.69
BER0314,2,0,0,0,257.88
BHC0665,2,0,0,0,66.05
BHW0458,6,0,1,0,61.55
BIH0745,6,1,0,0,295.99
BIS0247,3,0,0,0,299.52
BJH0354,5,0,0,0,126.0
BJH0811,2,0,0,0,115.42
BJM0111,2,0,0,0,189.86
BJP0134,2,0,0,0,228.39
BJW0619,2,0,0,0,209.78
BKW0374,2,0,0,0,257.93
BLB0114,2,0,0,0,205.63
BLL0929,2,0,0,0,64.43
BLS0678,3,0,0,0,126.85
BMC0547,2,0,0,0,126.23
BMG0917,3,0,0,0,261.17
BMM0112,2,0,0,0,178.63
BMS0877,2,0,0,0,66.78
BMT0528,41,7,2,1,259.23
BNG0237,2,0,0,0,231.42
BNR0965,2,0,0,0,110.11
BQS0525,3,0,0,0,186.54
BRB0355,3,0,0,0,287.64
BRM0995,5,0,1,0,108.88
BRS0734,38,6,2,0,144.23
BSA0431,44,6,4,1,220.4
BSB0990,2,0,0,0,179.98
BSH0445,3,0,0,0,165.2
BSS0369,3,0,0,0,218.56
BSS0463,3,0,0,0,145.61
BTL0226,2,0,0,0,194.79
BTL0722,3,0,0,0,67.33
BTN0061,2,0,0,0,130.47
BTR0403,2,0,0,0,95.23
BTS0011,2,0,0,0,168.67
BTW0005,2,0,0,0,141.08
BVC0790,2,0,0,0,132.71
BVN0514,4,0,0,0,126.17
BWH0813,52,4,4,0,240.06
BWP0202,2,0,0,0,122.14
BXJ0010,2,0,0,0,194.55
BYP0070,2,0,0,0,260.05
CAA0612,2,0,0,0,279.61
CAB0388,2,0,0,0,246.39
CAB0614,2,0,0,0,174.77
CAC0889,3,0,0,0,136.49
CAH0936,2,0,0,0,264.15
CAM0102,2,0,0,0,212.44
CAM0681,91,8,22,3,96.1
CAN0842,2,0,0,0,292.64
CAS0507,5,0,0,0,88.15
CBB0365,3,0,0,0,225.92
CBG0398,2,0,0,0,241.56
CBG0490,2,0,0,0,143.24
CCA0046,3,0,0,0,63.66
CCC0393,2,0,0,0,230.96
CCH0182,6,0,0,0,263.54
CCH0685,4,0,0,0,53.91
CCL0068,2,0,0,0,100.68
CCM0136,2,0,0,0,219.98
CCM0467,3,0,0,0,277.14
CCM0855,3,0,0,0,170.77
CCR0863,2,0,0,0,101.26
CCW0031,3,0,0,0,213.65
CCW0524,2,0,0,0,153.13
CEB0210,4,0,0,0,195.01
CEJ0109,2,0,0,0,222.45
CEL0561,2,0,0,0,255.03
CFG0959,2,0,0,0,86.41
CFM0767,2,0,0,0,72.56
CFW0264,2,0,0,0,209.06
CGA0629,3,0,0,0,174.18
CGB0637,2,0,0,0,99.29
CGF0337,2,0,0,0,184.25
CHG0146,4,0,1,0,167.8
CHM0821,2,0,0,0,292.3
CIG0052,2,0,0,0,220.76
CIM0271,3,0,0,0,246.11
CIM0926,2,0,0,0,237.65
CJC0494,2,0,0,0,163.79
CJF0802,3,0,0,0,248.58
CJG0470,2,0,0,0,56.76
CJH0702,2,0,0,0,88.52
CJK0200,3,0,0,0,145.77
CJM0138,3,0,0,0,214.16
CJM0521,2,0,0,0,110.82
CJP0952,2,0,0,0,76.15
CJV0286,2,0,0,0,151.79
CKB0427,5,0,1,0,180.49
CKB0482,4,0,0,0,231.32
CKD0680,3,0,0,0,223.69
CKH0144,2,0,0,0,255.55
CKP0721,2,0,0,0,77.86
CLB0774,5,0,0,0,197.95
CLD0894,2,0,0,0,159.16
CLF0852,2,0,0,0,255.71
CLH0703,2,0,0,0,227.04
CLS0296,6,0,0,0,106.22
CMB0912,2,0,0,0,185.75
CMM0487,2,0,0,0,223.45
CMS0454,3,0,0,0,251.19
CMW0783,6,1,1,0,223.98
CNB0900,2,0,0,0,258.34
CNE0352,2,0,0,0,198.49
CNM0800,2,0,0,0,252.07
COF0120,62,6,7,3,158.19
COM0321,3,0,0,0,262.78
CPG0322,2,0,0,0,199.42
CQH0701,3,0,0,0,50.42
CQH0730,6,1,0,0,193.21
CQW0652,2,0,0,0,183.35
CRD0624,2,0,0,0,96.7
CRK0916,2,0,0,0,246.76
CRO0027,2,0,0,0,137.19
CRP0456,3,0,0,0,296.55
CSB0080,2,0,0,0,78.58
CSC0217,3,0,0,0,163.9
CSH0626,2,0,0,0,175.05
CSJ0340,2,0,0,0,273.61
CSL0949,4,0,0,0,280.54
CSP0197,2,0,0,0,95.29
CTA0020,33,4,3,1,89.86
CTR0341,2,0,0,0,58.3
CTR0697,2,0,0,0,121.55
CTW0500,3,0,0,0,242.73
CUD0795,4,0,0,0,232.85
CWB0065,5,0,0,0,113.67
CWR0502,4,0,0,0,52.01
CXC0336,63,9,13,2,133.31
CYA0506,3,0,0,0,82.39
DAG0558,2,0,0,0,76.54
DAL0673,4,0,0,0,268.78
DAR0885,2,0,0,0,178.2
DBB0384,2,0,0,0,201.16
DBG0261,53,10,15,1,274.17
DBS0235,2,0,0,0,143.1
DBW0483,2,0,0,0,192.82
DCC0160,52,2,9,1,161.24
DCH0843,3,0,0,0,244.65
DDA0476,3,0,0,0,71.02
DDM0579,4,0,0,0,69.53
DEB0782,4,0,0,0,70.34
DFH0188,3,0,0,0,178.39
DFR0218,2,0,0,0,177.69
DGF0443,51,11,9,0,146.61
DGM0754,2,0,0,0,53.18
DGN0480,2,0,0,0,90.24
DGW0752,49,9,14,1,294.48
DHM0937,4,0,0,0,215.54
DIB0081,2,0,0,0,122.45
DIB0285,2,0,0,0,192.15
DIC0988,3,0,0,0,91.28
DID0650,5,0,0,0,253.72
DIW0118,6,0,1,0,208.86
DJB0159,2,0,0,0,91.36
DJS0682,46,9,2,1,246.45
DKB0631,3,0,0,0,194.55
DLF0377,53,11,7,1,74.91
DLH0029,45,6,6,0,296.24
DLM0051,2,0,0,0,195.95
DLS0383,2,0,0,0,205.81
DMG0358,3,0,0,0,52.1
DMK0257,5,0,0,0,197.2
DMM0623,6,0,1,0,116.39
DOL0332,5,0,0,0,299.74
DOP0562,3,0,0,0,262.14
DPM0423,4,0,0,0,210.5
DPS0262,47,6,9,2,290.23
DRR0162,69,7,14,4,130.42
DRR0242,3,0,0,0,95.04
DSB0731,21,2,3,0,117.21
DSM0591,4,0,1,0,71.46
DTP0379,2,0,0,0,80.42
DTT0076,3,0,0,0,143.41
DVM0265,2,0,0,0,200.91
DVW0103,3,0,0,0,269.22
DZC0228,2,0,0,0,162.87
EAH0466,2,0,0,0,206.53
EBC0390,80,4,20,2,106.07
ECF0828,2,0,0,0,269.44
ECL0930,3,0,0,0,161.72
ECR0822,3,0,0,0,278.71
EDA0684,2,0,0,0,171.34
EDB0714,2,0,0,0,104.29
EFS0882,2,0,0,0,232.51
EGD0132,41,3,2,1,195.52
EGD0409,6,0,0,0,101.81
EGK0893,2,0,0,0,118.14
EHB0420,47,4,11,0,190.25
EHB0824,2,0,0,0,247.63
EHD0584,4,0,0,0,207.04
EHR0096,2,0,0,0,73.54
EIM0156,2,0,0,0,287.46
EIP0997,3,0,0,0,98.71
EIS0041,2,0,0,0,196.15
EJW0884,2,0,0,0,262.08
ELB0847,2,0,0,0,63.69
ELH0960,3,0,0,0,163.09
ELT0769,4,0,0,0,244.21
EMB0531,55,6,3,1,257.68
EMS0317,4,0,0,0,158.55
EMW0105,4,0,0,0,232.84
EMW0772,2,0,0,0,65.07
ENC0234,2,0,0,0,162.27
ENL0100,4,0,0,0,185.92
EPW0434,4,0,0,0,90.91
ERH0449,2,0,0,0,265.15
ESA0642,2,0,0,0,212.19
ESH0135,3,0,0,0,287.7
ESH0283,2,0,0,0,124.19
ESJ0670,2,0,0,0,278.96
ESR0693,2,0,0,0,289.04
ETR0177,4,0,0,0,209.94
ETR0428,42,4,2,3,68.73
EWH0191,2,0,0,0,151.24
EZH0736,47,8,3,0,229.95
EZT0640,2,0,0,0,116.37
FAW0032,2,0,0,0,282.73
FBA0348,2,0,0,0,159.13
FBW0747,2,0,0,0,146.39
FDE0117,3,0,0,0,83.3
FEB0306,8,1,1,0,235.81
FFC0891,2,0,0,0,66.9
FGW0853,3,0,0,0,125.73
FHO0630,6,1,0,0,140.56
FHS0837,2,0,0,0,226.14
FIR0920,3,0,0,0,270.84
FKB0163,59,10,15,1,148.7
FKK0055,4,0,0,0,54.33
FLM0213,60,14,6,4,202.39
FMG0527,5,0,1,0,97.97
FOB0756,2,0,0,0,282.61
FPC0954,2,0,0,0,113.48
FQA0854,2,0,0,0,117.46
FRB0023,3,0,0,0,148.83
FRL0511,2,0,0,0,297.38
FRR0832,2,0,0,0,140.9
FSB0399,2,0,0,0,252.76
FSC0601,6,1,1,0,146.9
FTM0406,2,0,0,0,175.43
FUM0015,4,0,0,0,133.39
FWM0707,3,0,0,0,220.85
FXF0957,2,0,0,0,154.34
GAF0060,3,0,0,0,180.75
GAF0570,3,0,0,0,243.11
GBM0603,6,0,0,0,71.62
GCC0744,2,0,0,0,184.77
GCC0945,8,0,0,0,292.33
GCG0951,2,0,0,0,110.64
GCL0016,5,0,0,0,81.13
GCR0554,2,0,0,0,180.49
GCS0518,2,0,0,0,206.51
GCS0571,4,0,1,0,151.19
GDF0704,3,0,0,0,204.55
GHH0288,2,0,0,0,205.23
GHL0460,2,0,0,0,219.47
GJD0298,4,0,1,0,226.41
GJT0386,2,0,0,0,163.48
GKO0078,2,0,0,0,95.11
GLR0975,8,0,0,0,63.73
GMF0738,3,0,0,0,143.71
GNS0178,56,12,14,1,58.56
GNZ0953,4,0,0,0,80.72
GOK0238,2,0,0,0,157.19
GQF0659,2,0,0,0,195.92
GQP0743,2,0,0,0,177.9
GRC0145,2,0,0,0,210.15
GRM0868,30,4,5,1,124.33
GTD0116,3,0,0,0,127.68
GTD0219,5,0,1,0,181.44
GTD0898,7,1,1,0,245.96
GZB0469,47,5,13,1,199.67
GZC0735,2,0,0,0,253.17
HAC0282,2,0,0,0,216.57
HAD0246,2,0,0,0,296.81
HAH0248,5,0,1,0,150.72
HAH0760,3,0,0,0,215.09
HAM0985,6,0,0,0,258.72
HAV0121,8,0,2,0,247.81
HBB0056,3,0,0,0,278.82
HBO0413,3,0,0,0,194.17
HCC0344,5,1,0,0,252.61
HCL0113,2,0,0,0,97.66
HCL0651,52,4,3,3,251.99
HCM0267,2,0,0,0,243.76
HCS0003,2,0,0,0,260.62
HCV0478,50,5,7,0,224.37
HCW0419,2,0,0,0,143.85
HDD0789,3,0,0,0,97.31
HDD0806,5,1,0,0,113.43
HDH0928,30,4,8,2,288.07
HDJ0446,3,0,0,0,297.6
HDL0748,3,0,0,0,140.52
HDS0367,5,0,1,0,154.02
HFB0347,3,0,0,0,129.49
