user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,56.99
AAF0535,4,0,0,0,149.19
AAF0791,2,0,0,0,204.03
AAL0706,2,0,0,0,96.35
AAM0658,4,0,0,0,104.55
AAN0823,3,0,0,0,299.78
AAS0442,3,0,0,0,105.68
AAV0450,3,0,0,0,189.47
AAW0353,3,0,0,0,287.65
ABC0174,2,0,0,0,157.52
ABC0253,2,0,0,0,52.37
ABH0663,3,0,0,0,146.49
ABM0845,2,0,0,0,143.63
ABN0239,2,0,0,0,111.89
ACC0042,2,0,0,0,275.64
ACV0812,2,0,0,0,207.98
ADC0391,2,0,0,0,172.7
ADD0846,42,3,7,0,184.3
ADF0397,2,0,0,0,166.97
AES0827,2,0,0,0,80.54
AGB0186,10,1,1,0,242.96
AGB0643,2,0,0,0,202.39
AHC0142,2,0,0,0,107.06
AHD0848,2,0,0,0,220.89
AHG0634,2,0,0,0,119.37
AHM0410,3,0,0,0,250.99
AIB0948,6,0,0,0,194.68
AIH0675,2,0,0,0,188.27
AIM0627,3,0,0,0,243.91
AIP0394,2,0,0,0,156.95
AIP0982,3,0,0,0,216.05
AIS0405,2,0,0,0,220.73
AJC0840,39,3,10,0,240.41
AJD0074,2,0,0,0,191.74
AJF0370,2,0,0,0,251.83
AJH0175,2,0,0,0,210.66
AJL0462,4,0,0,0,218.49
AJN0607,3,0,0,0,210.09
AJP0723,2,0,0,0,218.58
AJR0319,3,0,0,0,238.06
AJR0932,5,1,1,0,117.52
AKC0924,2,0,0,0,283.07
AKF0709,2,0,0,0,182.65
AKH0758,2,0,0,0,181.37
AKK0329,2,0,0,0,160.06
AKR0057,2,0,0,0,114.99
AKW0167,2,0,0,0,106.65
ALB0892,5,0,0,0,236.47
ALC0788,5,0,1,0,250.25
ALD0529,2,0,0,0,148.65
ALD0544,2,0,0,0,296.07
ALH0402,2,0,0,0,105.12
AMD0077,3,0,0,0,175.1
AMH0464,5,0,0,0,292.59
AMH0794,6,1,0,0,244.92
AMJ0297,4,0,0,0,243.18
AMM0014,6,0,0,0,101.36
AMR0318,3,0,0,0,186.09
AMR0400,4,0,1,0,244.92
AMV0036,3,0,0,0,162.74
AMW0392,2,0,0,0,195.57
ANM0123,89,11,7,3,252.5
ANP0555,40,3,5,1,113.08
ANT0430,2,0,0,0,295.75
AOB0019,3,0,0,0,269.8
AOK0844,2,0,0,0,158.13
AOS0987,3,0,0,0,180.1
APG0307,2,0,0,0,220.37
AQD0820,2,0,0,0,285.65
ARA0252,33,2,4,1,280.14
ARB0834,2,0,0,0,299.9
ARB0881,3,0,0,0,168.05
ARD0509,4,0,0,0,158.9
ARL0034,3,0,0,0,268.37
ASB0796,2,0,0,0,84.33
ASD0577,2,0,0,0,148.52
ASG0048,2,0,0,0,227.66
ASG0692,2,0,0,0,91.95
ASL0378,3,0,0,0,70.75
ASM0575,3,0,0,0,54.26
ASS0206,6,0,0,0,65.29
ASS0517,4,0,0,0,198.38
ASV0946,2,0,0,0,106.45
ATE0869,3,0,0,0,198.33
ATF0274,2,0,0,0,173.96
ATP0662,2,0,0,0,263.31
AVM0947,3,0,0,0,272.99
AWM0764,5,0,0,0,166.66
BAH0875,2,0,0,0,173.84
BAJ0654,2,0,0,0,289.47
BAK0964,5,0,1,0,267.85
BAL0044,2,0,0,0,177.15
BAM0611,7,1,2,0,218.64
BAM0636,3,0,0,0,282.2
BBG0325,4,0,0,0,297.15
BBH0810,2,0,0,0,166.62
BBS0039,2,0,0,0,179.72
BBS0422,2,0,0,0,291.02
BCB0679,2,0,0,0,276.79
BCM0653,2,0,0,0,154.41
BCR0581,2,0,0,0,67.8
BDB0453,2,0,0,0,168.45
BDI0533,2,0,0,0,174.66
BDV0168,2,0,0,0,71.96
BEC0505,2,0,0,0,224.69
BEH0615,2,0,0,0,246.06
BER0314,2,0,0,0,126.56
BHC0665,2,0,0,0,189.9
BHW0458,5,0,1,0,58.14
BIH0745,5,0,0,0,111.41
BIS0247,5,0,0,0,254.77
BJH0354,4,0,0,0,161.52
BJH0811,2,0,0,0,113.27
BJM0111,2,0,0,0,244.34
BJP0134,5,0,0,0,52.12
BJW0619,2,0,0,0,240.0
BKW0374,4,0,1,0,93.87
BLB0114,2,0,0,0,64.47
BLL0929,2,0,0,0,167.8
BLS0678,3,0,0,0,269.31
BMC0547,2,0,0,0,148.22
BMG0917,3,0,0,0,284.38
BMM0112,2,0,0,0,171.68
BMS0877,2,0,0,0,94.6
BMT0528,59,5,14,1,187.39
BNG0237,2,0,0,0,116.26
BNR0965,2,0,0,0,180.9
BQS0525,3,0,0,0,164.12
BRB0355,3,0,0,0,242.17
BRM0995,4,0,1,0,187.35
BRS0734,41,7,5,1,121.51
BSA0431,37,6,7,1,149.51
BSB0990,2,0,0,0,66.39
BSH0445,2,0,0,0,198.12
BSS0369,2,0,0,0,167.53
BSS0463,3,0,0,0,52.15
BTL0226,2,0,0,0,96.87
BTL0722,3,0,0,0,218.62
BTN0061,2,0,0,0,229.3
BTR0403,2,0,0,0,154.85
BTS0011,2,0,0,0,139.08
BTW0005,5,0,0,0,255.81
BVC0790,2,0,0,0,139.2
BVN0514,2,0,0,0,190.4
BWH0813,61,9,13,2,289.33
BWP0202,5,0,0,0,185.89
BXJ0010,2,0,0,0,285.76
