user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,61.96
AAF0535,3,0,0,0,64.37
AAF0791,2,0,0,0,159.9
AAL0706,2,0,0,0,52.47
AAM0658,3,0,0,0,104.31
AAN0823,2,0,0,0,153.0
AAS0442,2,0,0,0,272.34
AAV0450,4,0,1,0,222.75
AAW0353,2,0,0,0,190.75
ABC0174,2,0,0,0,75.22
ABC0253,2,0,0,0,183.06
ABH0663,3,0,0,0,232.61
ABM0845,2,0,0,0,148.35
ABN0239,4,0,1,0,252.66
ACC0042,2,0,0,0,153.7
ACV0812,2,0,0,0,54.18
ADC0391,2,0,0,0,176.52
ADD0846,33,7,9,1,110.07
ADF0397,2,0,0,0,242.83
AES0827,3,0,0,0,189.4
AGB0186,5,0,0,0,120.15
AGB0643,5,0,1,0,174.2
AHC0142,2,0,0,0,202.11
AHD0848,2,0,0,0,124.29
AHG0634,3,0,0,0,215.33
AHM0410,2,0,0,0,225.91
AIB0948,3,0,0,0,158.76
AIH0675,2,0,0,0,278.32
AIM0627,3,0,0,0,297.58
AIP0394,3,0,0,0,170.75
AIP0982,3,0,0,0,185.93
AIS0405,2,0,0,0,130.98
AJC0840,58,5,16,0,159.63
AJD0074,2,0,0,0,276.53
AJF0370,2,0,0,0,259.67
AJH0175,2,0,0,0,135.17
AJL0462,2,0,0,0,259.75
AJN0607,4,0,1,0,122.7
AJP0723,2,0,0,0,133.52
AJR0319,4,0,1,0,194.52
AJR0932,2,0,0,0,233.96
AKC0924,2,0,0,0,178.96
AKF0709,2,0,0,0,59.28
AKH0758,5,1,1,0,294.6
AKK0329,2,0,0,0,243.1
AKR0057,2,0,0,0,230.3
AKW0167,2,0,0,0,119.73
ALB0892,5,1,0,0,177.35
ALC0788,3,0,0,0,129.94
ALD0529,2,0,0,0,165.63
ALD0544,2,0,0,0,257.43
ALH0402,3,0,0,0,58.71
AMD0077,3,0,0,0,204.18
AMH0464,2,0,0,0,197.34
AMH0794,3,0,0,0,269.04
AMJ0297,2,0,0,0,119.31
AMM0014,4,0,0,0,114.4
AMR0318,2,0,0,0,261.32
AMR0400,2,0,0,0,189.54
AMV0036,3,0,0,0,97.84
AMW0392,2,0,0,0,67.62
ANM0123,69,16,13,2,112.53
ANP0555,28,5,2,1,76.23
ANT0430,2,0,0,0,135.97
AOB0019,4,0,0,0,122.43
AOK0844,2,0,0,0,94.83
AOS0987,3,0,0,0,152.19
APG0307,2,0,0,0,132.66
AQD0820,2,0,0,0,133.2
ARA0252,40,4,10,0,96.61
ARB0834,2,0,0,0,159.85
ARB0881,6,1,0,0,147.61
ARD0509,3,0,0,0,267.0
ARL0034,2,0,0,0,154.37
ASB0796,2,0,0,0,261.46
ASD0577,2,0,0,0,118.3
ASG0048,2,0,0,0,221.59
ASG0692,2,0,0,0,139.15
ASL0378,2,0,0,0,240.47
ASM0575,4,0,0,0,86.26
ASS0206,3,0,0,0,115.58
ASS0517,2,0,0,0,58.07
ASV0946,2,0,0,0,228.61
ATE0869,3,0,0,0,131.34
ATF0274,2,0,0,0,128.5
ATP0662,2,0,0,0,299.54
AVM0947,3,0,0,0,180.61
AWM0764,2,0,0,0,61.51
BAH0875,5,0,0,0,124.5
BAJ0654,2,0,0,0,129.95
BAK0964,2,0,0,0,142.71
BAL0044,2,0,0,0,171.75
BAM0611,5,0,0,0,186.89
BAM0636,3,0,0,0,198.84
BBG0325,4,0,1,0,216.11
BBH0810,2,0,0,0,102.18
BBS0039,2,0,0,0,261.96
BBS0422,2,0,0,0,242.53
BCB0679,2,0,0,0,221.47
BCM0653,2,0,0,0,181.27
BCR0581,4,0,0,0,292.25
BDB0453,2,0,0,0,183.45
BDI0533,2,0,0,0,131.54
BDV0168,2,0,0,0,137.36
BEC0505,2,0,0,0,276.72
BEH0615,2,0,0,0,249.67
BER0314,2,0,0,0,84.34
BHC0665,5,1,1,0,90.58
BHW0458,9,0,1,0,196.06
BIH0745,3,0,0,0,163.9
BIS0247,2,0,0,0,64.06
BJH0354,3,0,0,0,91.79
BJH0811,2,0,0,0,239.07
BJM0111,2,0,0,0,171.46
BJP0134,2,0,0,0,249.68
BJW0619,2,0,0,0,60.7
BKW0374,2,0,0,0,298.62
BLB0114,2,0,0,0,57.0
BLL0929,2,0,0,0,64.38
BLS0678,3,0,0,0,256.25
BMC0547,2,0,0,0,252.34
BMG0917,6,0,0,0,178.0
BMM0112,2,0,0,0,294.33
BMS0877,3,0,0,0,292.94
BMT0528,34,2,4,2,180.22
BNG0237,2,0,0,0,248.16
BNR0965,2,0,0,0,185.31
BQS0525,3,0,0,0,295.59
BRB0355,6,0,1,0,129.41
BRM0995,2,0,0,0,160.94
BRS0734,64,8,17,2,284.11
BSA0431,37,8,7,1,196.87
BSB0990,2,0,0,0,241.59
BSH0445,2,0,0,0,91.15
BSS0369,2,0,0,0,63.09
BSS0463,3,0,0,0,252.72
BTL0226,2,0,0,0,123.15
BTL0722,3,0,0,0,222.94
BTN0061,2,0,0,0,116.54
BTR0403,2,0,0,0,164.17
BTS0011,2,0,0,0,62.45
BTW0005,2,0,0,0,112.29
BVC0790,4,0,0,0,78.83
BVN0514,2,0,0,0,88.56
BWH0813,67,7,8,4,147.77
BWP0202,2,0,0,0,169.26
BXJ0010,3,0,0,0,183.51
BYP0070,2,0,0,0,74.8
CAA0612,2,0,0,0,277.51
CAB0388,2,0,0,0,158.39
CAB0614,4,0,0,0,159.69
CAC0889,3,0,0,0,275.29
CAH0936,2,0,0,0,112.93
CAM0102,2,0,0,0,212.85
CAM0681,51,5,4,3,284.42
CAN0842,2,0,0,0,145.58
CAS0507,3,0,0,0,215.52
CBB0365,3,0,0,0,59.25
CBG0398,2,0,0,0,100.96
CBG0490,2,0,0,0,178.45
CCA0046,2,0,0,0,298.15
CCC0393,4,0,0,0,269.05
CCH0182,4,0,0,0,158.6
CCH0685,2,0,0,0,148.75
CCL0068,4,0,0,0,147.24
CCM0136,2,0,0,0,181.41
CCM0467,6,0,0,0,93.63
CCM0855,3,0,0,0,168.06
CCR0863,2,0,0,0,140.0
CCW0031,3,0,0,0,109.15
CCW0524,2,0,0,0,212.29
CEB0210,2,0,0,0,52.25
CEJ0109,2,0,0,0,96.64
CEL0561,2,0,0,0,132.64
CFG0959,2,0,0,0,295.81
CFM0767,2,0,0,0,221.32
CFW0264,3,0,0,0,68.71
CGA0629,2,0,0,0,68.62
CGB0637,2,0,0,0,192.78
CGF0337,2,0,0,0,207.99
CHG0146,5,0,0,0,171.09
CHM0821,2,0,0,0,86.22
CIG0052,2,0,0,0,180.47
CIM0271,6,0,0,0,89.71
CIM0926,2,0,0,0,139.52
CJC0494,2,0,0,0,236.76
CJF0802,3,0,0,0,99.19
CJG0470,2,0,0,0,203.63
CJH0702,2,0,0,0,192.2
CJK0200,3,0,0,0,138.51
CJM0138,3,0,0,0,145.46
CJM0521,2,0,0,0,136.86
CJP0952,5,1,1,0,226.35
CJV0286,2,0,0,0,60.72
CKB0427,5,0,1,0,232.24
CKB0482,4,0,1,0,154.97
CKD0680,3,0,0,0,141.48
CKH0144,2,0,0,0,218.09
CKP0721,2,0,0,0,267.24
CLB0774,5,0,1,0,213.1
CLD0894,2,0,0,0,200.92
CLF0852,2,0,0,0,191.47
CLH0703,2,0,0,0,175.31
CLS0296,5,1,0,0,258.96
CMB0912,2,0,0,0,238.39
CMM0487,3,0,0,0,177.36
CMS0454,3,0,0,0,257.89
CMW0783,3,0,0,0,121.54
CNB0900,2,0,0,0,88.2
CNE0352,2,0,0,0,171.22
CNM0800,2,0,0,0,200.85
COF0120,43,2,11,0,165.6
COM0321,2,0,0,0,234.12
CPG0322,2,0,0,0,140.25
CQH0701,3,0,0,0,126.59
CQH0730,7,1,0,0,111.66
CQW0652,2,0,0,0,228.56
CRD0624,2,0,0,0,133.53
CRK0916,2,0,0,0,109.21
CRO0027,2,0,0,0,297.57
CRP0456,3,0,0,0,55.5
CSB0080,5,0,0,0,195.2
CSC0217,3,0,0,0,243.25
CSH0626,2,0,0,0,131.7
CSJ0340,2,0,0,0,293.49
CSL0949,2,0,0,0,114.07
CSP0197,2,0,0,0,90.84
CTA0020,26,5,7,1,177.56
CTR0341,3,0,0,0,123.9
CTR0697,2,0,0,0,196.75
CTW0500,3,0,0,0,126.1
CUD0795,4,0,0,0,204.74
CWB0065,6,0,1,0,269.69
CWR0502,4,0,0,0,282.41
CXC0336,63,3,7,4,273.04
CYA0506,3,0,0,0,103.31
DAG0558,2,0,0,0,147.9
DAL0673,2,0,0,0,216.82
DAR0885,2,0,0,0,102.62
DBB0384,2,0,0,0,175.0
DBG0261,46,10,4,0,195.67
DBS0235,3,0,0,0,147.22
DBW0483,2,0,0,0,99.8
DCC0160,43,2,6,2,74.55
DCH0843,3,0,0,0,56.91
DDA0476,2,0,0,0,113.12
DDM0579,2,0,0,0,85.35
DEB0782,2,0,0,0,188.68
DFH0188,3,0,0,0,127.1
DFR0218,2,0,0,0,166.33
DGF0443,63,8,6,1,193.3
DGM0754,2,0,0,0,123.07
DGN0480,2,0,0,0,200.83
DGW0752,52,5,7,3,209.52
DHM0937,2,0,0,0,72.33
DIB0081,2,0,0,0,66.32
DIB0285,2,0,0,0,245.34
DIC0988,3,0,0,0,171.14
DID0650,3,0,0,0,189.04
DIW0118,7,0,1,0,269.95
DJB0159,2,0,0,0,73.66
DJS0682,46,5,3,2,283.61
DKB0631,3,0,0,0,103.0
DLF0377,70,11,16,0,287.16
DLH0029,46,11,4,2,110.97
DLM0051,2,0,0,0,104.46
DLS0383,5,0,1,0,256.47
DMG0358,3,0,0,0,199.06
DMK0257,6,0,0,0,262.14
DMM0623,4,0,0,0,215.43
DOL0332,2,0,0,0,190.88
DOP0562,2,0,0,0,94.75
DPM0423,4,0,0,0,287.43
DPS0262,42,5,3,1,117.61
DRR0162,46,11,12,2,227.05
DRR0242,2,0,0,0,221.38
DSB0731,24,5,6,0,277.07
DSM0591,8,1,0,0,297.63
DTP0379,2,0,0,0,285.16
DTT0076,3,0,0,0,132.4
DVM0265,3,0,0,0,288.33
DVW0103,3,0,0,0,65.12
DZC0228,2,0,0,0,264.06
EAH0466,4,0,1,0,221.42
EBC0390,42,8,2,0,193.91
ECF0828,2,0,0,0,251.52
ECL0930,3,0,0,0,247.41
ECR0822,3,0,0,0,149.85
EDA0684,2,0,0,0,69.56
EDB0714,2,0,0,0,85.21
EFS0882,2,0,0,0,194.81
EGD0132,45,5,3,1,214.52
EGD0409,5,0,1,0,93.31
EGK0893,5,0,1,0,279.68
EHB0420,33,7,5,1,128.11
EHB0824,2,0,0,0,264.83
EHD0584,4,0,0,0,291.02
EHR0096,2,0,0,0,112.8
EIM0156,3,0,0,0,261.71
EIP0997,5,0,0,0,123.37
EIS0041,4,0,0,0,145.32
EJW0884,2,0,0,0,228.91
ELB0847,2,0,0,0,137.93
ELH0960,2,0,0,0,111.91
ELT0769,2,0,0,0,67.63
EMB0531,70,13,11,0,258.98
EMS0317,4,0,0,0,219.95
EMW0105,3,0,0,0,103.89
EMW0772,2,0,0,0,146.76
ENC0234,4,0,0,0,245.93
ENL0100,2,0,0,0,243.8
EPW0434,5,0,0,0,259.68
ERH0449,2,0,0,0,183.69
ESA0642,2,0,0,0,145.93
ESH0135,3,0,0,0,121.6
ESH0283,2,0,0,0,110.66
ESJ0670,5,1,0,0,54.96
ESR0693,2,0,0,0,95.32
ETR0177,4,0,1,0,85.76
ETR0428,26,5,3,1,279.69
EWH0191,2,0,0,0,105.59
EZH0736,44,8,11,1,251.82
EZT0640,2,0,0,0,295.85
FAW0032,2,0,0,0,223.69
FBA0348,4,0,0,0,145.46
FBW0747,2,0,0,0,196.85
FDE0117,4,0,1,0,212.66
FEB0306,6,0,0,0,248.42
FFC0891,2,0,0,0,286.61
FGW0853,3,0,0,0,178.05
FHO0630,3,0,0,0,278.95
FHS0837,2,0,0,0,190.91
FIR0920,6,0,1,0,108.14
FKB0163,53,10,13,0,183.72
FKK0055,3,0,0,0,248.01
FLM0213,51,11,13,3,210.41
FMG0527,5,1,0,0,226.04
FOB0756,2,0,0,0,265.07
FPC0954,2,0,0,0,159.85
FQA0854,2,0,0,0,296.08
FRB0023,3,0,0,0,169.3
FRL0511,3,0,0,0,129.45
