user,total_emails,external_emails,attachments_sent,bcc_in_email,avg_email_size
AAE0190,2,0,0,0,235.95
AAF0535,3,0,0,0,183.66
AAF0791,2,0,0,0,265.38
AAL0706,4,0,0,0,134.85
AAM0658,3,0,0,0,176.31
AAN0823,2,0,0,0,98.36
AAS0442,2,0,0,0,152.89
AAV0450,4,0,0,0,176.51
AAW0353,2,0,0,0,67.12
ABC0174,2,0,0,0,89.52
ABC0253,2,0,0,0,232.57
ABH0663,5,0,0,0,130.42
ABM0845,2,0,0,0,224.49
ABN0239,4,0,1,0,243.74
ACC0042,4,0,1,0,223.35
ACV0812,2,0,0,0,224.63
ADC0391,2,0,0,0,264.18
ADD0846,49,2,11,3,298.82
ADF0397,4,0,0,0,253.06
AES0827,2,0,0,0,263.47
AGB0186,5,0,1,0,103.15
AGB0643,2,0,0,0,57.15
AHC0142,2,0,0,0,255.24
AHD0848,2,0,0,0,100.43
AHG0634,2,0,0,0,63.05
AHM0410,2,0,0,0,292.18
AIB0948,3,0,0,0,98.77
AIH0675,2,0,0,0,245.48
AIM0627,3,0,0,0,286.39
AIP0394,2,0,0,0,210.65
AIP0982,3,0,0,0,144.3
AIS0405,2,0,0,0,178.49
AJC0840,46,7,6,3,188.65
AJD0074,2,0,0,0,155.13
AJF0370,4,0,1,0,201.29
AJH0175,4,0,0,0,117.05
AJL0462,2,0,0,0,130.82
AJN0607,2,0,0,0,116.97
AJP0723,2,0,0,0,278.17
AJR0319,4,0,0,0,238.97
AJR0932,2,0,0,0,235.98
AKC0924,2,0,0,0,138.87
AKF0709,2,0,0,0,132.1
AKH0758,2,0,0,0,233.91
AKK0329,2,0,0,0,276.73
AKR0057,2,0,0,0,281.61
AKW0167,2,0,0,0,231.18
ALB0892,8,0,0,0,217.51
ALC0788,4,0,0,0,55.19
ALD0529,2,0,0,0,246.45
ALD0544,2,0,0,0,124.7
ALH0402,2,0,0,0,64.86
AMD0077,3,0,0,0,298.22
AMH0464,2,0,0,0,94.71
AMH0794,4,0,0,0,99.23
AMJ0297,4,0,1,0,57.18
AMM0014,3,0,0,0,124.77
AMR0318,2,0,0,0,122.18
